unique_id,col_caption_name,year,value,M49_country_code
02_131_1001,Vegetables – total: in farms,2009,230.5,UZB
02_131_1001,Vegetables – total: in farms,2010,239.8,UZB
02_131_1001,Vegetables – total: in farms,2011,256.7,UZB
02_131_1001,Vegetables – total: in farms,2012,262.2,UZB
02_131_1001,Vegetables – total: in farms,2013,273.5,UZB
02_131_1001,Vegetables – total: in farms,2014,263.0,UZB
02_131_1001,Vegetables – total: in farms,2015,261.7,UZB
02_131_1001,Vegetables – total: in farms,2016,258.9,UZB
02_131_1001,Vegetables – total: in farms,2017,212.0,UZB
02_131_1001,Vegetables – total: in farms,2018,178.9,UZB
02_131_1001,Vegetables – total: in farms,2019,200.5,UZB
02_131_1001,Vegetables – total: in farms,2020,207.6,UZB
02_131_1001,Vegetables – total: in farms,2021,205.7,UZB
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2000,196.2,UZB
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2001,195.8,UZB
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2002,201.3,UZB
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2003,211.4,UZB
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2004,219.8,UZB
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2005,230.7,UZB
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2006,233.6,UZB
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2007,238.8,UZB
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2008,262.5,UZB
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2009,267.6,UZB
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2010,260.1,UZB
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2011,268.7,UZB
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2012,269.6,UZB
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2013,272.0,UZB
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2014,273.5,UZB
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2015,277.3,UZB
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2016,280.8,UZB
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2017,272.8,UZB
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2018,266.3,UZB
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2019,253.1,UZB
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2020,245.6,UZB
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2021,250.6,UZB
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2000,155.5,UZB
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2001,159.3,UZB
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2002,168.2,UZB
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2003,175.0,UZB
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2004,151.8,UZB
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2005,168.1,UZB
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2006,169.6,UZB
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2007,166.1,UZB
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2008,148.4,UZB
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2009,160.0,UZB
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2010,170.1,UZB
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2011,172.5,UZB
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2012,148.5,UZB
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2013,155.1,UZB
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2014,165.4,UZB
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2015,196.2,UZB
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2016,171.6,UZB
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2017,206.4,UZB
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2018,106.0,UZB
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2019,125.3,UZB
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2020,174.2,UZB
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2021,159.9,UZB
02_132_1000,Melons and watermelons – total: Total,2000,132.4,UZB
02_132_1000,Melons and watermelons – total: Total,2001,135.6,UZB
02_132_1000,Melons and watermelons – total: Total,2002,127.1,UZB
02_132_1000,Melons and watermelons – total: Total,2003,141.4,UZB
02_132_1000,Melons and watermelons – total: Total,2004,157.0,UZB
02_132_1000,Melons and watermelons – total: Total,2005,169.1,UZB
02_132_1000,Melons and watermelons – total: Total,2006,178.2,UZB
02_132_1000,Melons and watermelons – total: Total,2007,184.6,UZB
02_132_1000,Melons and watermelons – total: Total,2008,190.9,UZB
02_132_1000,Melons and watermelons – total: Total,2009,191.0,UZB
02_132_1000,Melons and watermelons – total: Total,2010,192.6,UZB
02_132_1000,Melons and watermelons – total: Total,2011,187.3,UZB
02_132_1000,Melons and watermelons – total: Total,2012,200.3,UZB
02_132_1000,Melons and watermelons – total: Total,2013,200.0,UZB
02_132_1000,Melons and watermelons – total: Total,2014,201.3,UZB
02_132_1000,Melons and watermelons – total: Total,2015,203.6,UZB
02_132_1000,Melons and watermelons – total: Total,2016,209.4,UZB
02_132_1000,Melons and watermelons – total: Total,2017,197.9,UZB
02_132_1000,Melons and watermelons – total: Total,2018,189.8,UZB
02_132_1000,Melons and watermelons – total: Total,2019,180.4,UZB
02_132_1000,Melons and watermelons – total: Total,2020,168.3,UZB
02_132_1000,Melons and watermelons – total: Total,2021,176.2,UZB
02_132_1001,Melons and watermelons – total: in farms,2000,97.0,UZB
02_132_1001,Melons and watermelons – total: in farms,2001,101.1,UZB
02_132_1001,Melons and watermelons – total: in farms,2002,97.4,UZB
02_132_1001,Melons and watermelons – total: in farms,2003,111.6,UZB
02_132_1001,Melons and watermelons – total: in farms,2004,125.8,UZB
02_132_1001,Melons and watermelons – total: in farms,2005,134.0,UZB
02_132_1001,Melons and watermelons – total: in farms,2006,150.4,UZB
02_132_1001,Melons and watermelons – total: in farms,2007,162.7,UZB
02_132_1001,Melons and watermelons – total: in farms,2008,167.6,UZB
02_132_1001,Melons and watermelons – total: in farms,2009,174.3,UZB
02_132_1001,Melons and watermelons – total: in farms,2010,178.3,UZB
02_132_1001,Melons and watermelons – total: in farms,2011,158.1,UZB
02_132_1001,Melons and watermelons – total: in farms,2012,192.3,UZB
02_132_1001,Melons and watermelons – total: in farms,2013,190.0,UZB
02_132_1001,Melons and watermelons – total: in farms,2014,193.6,UZB
02_132_1001,Melons and watermelons – total: in farms,2015,192.0,UZB
02_132_1001,Melons and watermelons – total: in farms,2016,197.4,UZB
02_132_1001,Melons and watermelons – total: in farms,2017,169.8,UZB
02_132_1001,Melons and watermelons – total: in farms,2018,139.6,UZB
02_132_1001,Melons and watermelons – total: in farms,2019,134.1,UZB
02_132_1001,Melons and watermelons – total: in farms,2020,140.0,UZB
02_132_1001,Melons and watermelons – total: in farms,2021,144.9,UZB
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2000,170.5,UZB
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2001,179.8,UZB
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2002,174.9,UZB
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2003,186.1,UZB
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2004,200.9,UZB
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2005,213.4,UZB
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2006,216.6,UZB
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2007,214.4,UZB
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2008,220.7,UZB
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2009,210.6,UZB
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2010,214.1,UZB
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2011,226.4,UZB
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2012,212.2,UZB
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2013,211.0,UZB
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2014,210.6,UZB
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2015,217.2,UZB
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2016,226.7,UZB
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2017,233.3,UZB
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2018,243.3,UZB
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2019,229.4,UZB
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2020,208.1,UZB
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2021,216.5,UZB
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2000,98.3,UZB
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2001,99.4,UZB
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2002,79.6,UZB
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2003,106.1,UZB
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2004,100.6,UZB
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2005,104.9,UZB
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2006,132.5,UZB
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2007,162.7,UZB
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2008,144.9,UZB
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2009,171.7,UZB
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2010,132.0,UZB
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2011,147.5,UZB
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2012,165.5,UZB
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2013,182.4,UZB
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2014,171.7,UZB
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2015,155.2,UZB
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2016,145.9,UZB
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2017,67.9,UZB
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2018,67.5,UZB
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2019,82.8,UZB
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2020,102.6,UZB
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2021,169.5,UZB
02_133_1000,Fruits and berries: Total,2000,56.9,UZB
02_133_1000,Fruits and berries: Total,2001,56.0,UZB
02_133_1000,Fruits and berries: Total,2002,57.8,UZB
02_133_1000,Fruits and berries: Total,2003,52.5,UZB
02_133_1000,Fruits and berries: Total,2004,58.2,UZB
02_133_1000,Fruits and berries: Total,2005,62.3,UZB
02_133_1000,Fruits and berries: Total,2006,73.8,UZB
02_133_1000,Fruits and berries: Total,2007,76.6,UZB
02_133_1000,Fruits and berries: Total,2008,82.5,UZB
02_133_1000,Fruits and berries: Total,2009,87.2,UZB
02_133_1000,Fruits and berries: Total,2010,92.6,UZB
02_133_1000,Fruits and berries: Total,2011,97.3,UZB
02_133_1000,Fruits and berries: Total,2012,104.7,UZB
02_133_1000,Fruits and berries: Total,2013,112.3,UZB
02_133_1000,Fruits and berries: Total,2014,116.0,UZB
02_133_1000,Fruits and berries: Total,2015,128.1,UZB
02_133_1000,Fruits and berries: Total,2016,134.5,UZB
02_133_1000,Fruits and berries: Total,2017,118.3,UZB
02_133_1000,Fruits and berries: Total,2018,121.6,UZB
02_133_1000,Fruits and berries: Total,2019,118.5,UZB
02_133_1000,Fruits and berries: Total,2020,116.7,UZB
02_133_1000,Fruits and berries: Total,2021,122.1,UZB
02_133_1001,Fruits and berries: in farms,2000,36.9,UZB
02_133_1001,Fruits and berries: in farms,2001,38.4,UZB
02_133_1001,Fruits and berries: in farms,2002,42.3,UZB
02_133_1001,Fruits and berries: in farms,2003,34.3,UZB
02_133_1001,Fruits and berries: in farms,2004,45.4,UZB
02_133_1001,Fruits and berries: in farms,2005,50.5,UZB
02_133_1001,Fruits and berries: in farms,2006,63.9,UZB
02_133_1001,Fruits and berries: in farms,2007,63.4,UZB
02_133_1001,Fruits and berries: in farms,2008,67.4,UZB
02_133_1001,Fruits and berries: in farms,2009,73.4,UZB
02_133_1001,Fruits and berries: in farms,2010,76.2,UZB
02_133_1001,Fruits and berries: in farms,2011,79.6,UZB
02_133_1001,Fruits and berries: in farms,2012,83.5,UZB
02_133_1001,Fruits and berries: in farms,2013,88.1,UZB
02_133_1001,Fruits and berries: in farms,2014,90.1,UZB
02_133_1001,Fruits and berries: in farms,2015,99.0,UZB
02_133_1001,Fruits and berries: in farms,2016,103.9,UZB
02_133_1001,Fruits and berries: in farms,2017,77.1,UZB
02_133_1001,Fruits and berries: in farms,2018,82.5,UZB
02_133_1001,Fruits and berries: in farms,2019,83.4,UZB
02_133_1001,Fruits and berries: in farms,2020,83.7,UZB
02_133_1001,Fruits and berries: in farms,2021,89.9,UZB
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2000,91.5,UZB
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2001,90.2,UZB
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2002,88.6,UZB
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2003,83.6,UZB
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2004,88.7,UZB
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2005,92.2,UZB
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2006,92.7,UZB
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2007,100.0,UZB
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2008,106.6,UZB
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2009,109.9,UZB
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2010,125.1,UZB
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2011,135.1,UZB
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2012,147.9,UZB
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2013,159.4,UZB
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2014,169.5,UZB
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2015,183.8,UZB
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2016,194.3,UZB
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2017,197.4,UZB
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2018,198.7,UZB
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2019,193.4,UZB
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2020,188.2,UZB
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2021,192.8,UZB
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2000,36.9,UZB
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2001,35.1,UZB
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2002,37.9,UZB
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2003,32.0,UZB
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2004,34.9,UZB
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2005,36.8,UZB
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2006,49.5,UZB
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2007,32.7,UZB
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2008,42.3,UZB
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2009,40.6,UZB
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2010,24.2,UZB
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2011,30.4,UZB
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2012,28.7,UZB
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2013,36.6,UZB
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2014,43.7,UZB
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2015,61.1,UZB
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2016,60.2,UZB
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2017,32.2,UZB
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2018,32.4,UZB
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2019,37.1,UZB
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2020,44.7,UZB
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2021,45.0,UZB
02_134_1000,Grape: Total,2000,63.1,UZB
02_134_1000,Grape: Total,2001,57.6,UZB
02_134_1000,Grape: Total,2002,51.0,UZB
02_134_1000,Grape: Total,2003,41.2,UZB
02_134_1000,Grape: Total,2004,60.8,UZB
02_134_1000,Grape: Total,2005,64.7,UZB
02_134_1000,Grape: Total,2006,79.4,UZB
02_134_1000,Grape: Total,2007,85.2,UZB
02_134_1000,Grape: Total,2008,77.4,UZB
02_134_1000,Grape: Total,2009,85.2,UZB
02_134_1000,Grape: Total,2010,90.8,UZB
02_134_1000,Grape: Total,2011,97.8,UZB
02_134_1000,Grape: Total,2012,108.6,UZB
02_134_1000,Grape: Total,2013,116.1,UZB
02_134_1000,Grape: Total,2014,120.7,UZB
02_134_1000,Grape: Total,2015,133.1,UZB
02_134_1000,Grape: Total,2016,142.3,UZB
02_134_1000,Grape: Total,2017,157.0,UZB
02_134_1000,Grape: Total,2018,157.5,UZB
02_134_1000,Grape: Total,2019,153.5,UZB
02_134_1000,Grape: Total,2020,152.0,UZB
02_134_1000,Grape: Total,2021,154.7,UZB
02_134_1001,Grape: in farms,2000,56.3,UZB
02_134_1001,Grape: in farms,2001,53.3,UZB
02_134_1001,Grape: in farms,2002,45.7,UZB
02_134_1001,Grape: in farms,2003,31.1,UZB
02_134_1001,Grape: in farms,2004,47.5,UZB
02_134_1001,Grape: in farms,2005,51.0,UZB
02_134_1001,Grape: in farms,2006,70.3,UZB
02_134_1001,Grape: in farms,2007,73.5,UZB
02_134_1001,Grape: in farms,2008,63.5,UZB
02_134_1001,Grape: in farms,2009,72.7,UZB
02_134_1001,Grape: in farms,2010,79.7,UZB
02_134_1001,Grape: in farms,2011,83.2,UZB
02_134_1001,Grape: in farms,2012,91.7,UZB
02_134_1001,Grape: in farms,2013,95.7,UZB
02_134_1001,Grape: in farms,2014,96.5,UZB
02_134_1001,Grape: in farms,2015,108.3,UZB
02_134_1001,Grape: in farms,2016,116.1,UZB
02_134_1001,Grape: in farms,2017,120.2,UZB
02_134_1001,Grape: in farms,2018,118.4,UZB
02_134_1001,Grape: in farms,2019,111.9,UZB
02_134_1001,Grape: in farms,2020,108.2,UZB
02_134_1001,Grape: in farms,2021,116.6,UZB
02_134_1002,Grape: in dekhkan (personal) farms,2000,87.9,UZB
02_134_1002,Grape: in dekhkan (personal) farms,2001,85.5,UZB
02_134_1002,Grape: in dekhkan (personal) farms,2002,83.5,UZB
02_134_1002,Grape: in dekhkan (personal) farms,2003,77.0,UZB
02_134_1002,Grape: in dekhkan (personal) farms,2004,86.8,UZB
02_134_1002,Grape: in dekhkan (personal) farms,2005,94.7,UZB
02_134_1002,Grape: in dekhkan (personal) farms,2006,97.2,UZB
02_134_1002,Grape: in dekhkan (personal) farms,2007,109.0,UZB
02_134_1002,Grape: in dekhkan (personal) farms,2008,103.3,UZB
02_134_1002,Grape: in dekhkan (personal) farms,2009,110.0,UZB
02_134_1002,Grape: in dekhkan (personal) farms,2010,116.4,UZB
02_134_1002,Grape: in dekhkan (personal) farms,2011,130.5,UZB
02_134_1002,Grape: in dekhkan (personal) farms,2012,146.0,UZB
02_134_1002,Grape: in dekhkan (personal) farms,2013,161.9,UZB
02_134_1002,Grape: in dekhkan (personal) farms,2014,174.9,UZB
02_134_1002,Grape: in dekhkan (personal) farms,2015,189.0,UZB
02_134_1002,Grape: in dekhkan (personal) farms,2016,200.1,UZB
02_134_1002,Grape: in dekhkan (personal) farms,2017,226.1,UZB
02_134_1002,Grape: in dekhkan (personal) farms,2018,222.6,UZB
02_134_1002,Grape: in dekhkan (personal) farms,2019,225.4,UZB
02_134_1002,Grape: in dekhkan (personal) farms,2020,229.2,UZB
02_134_1002,Grape: in dekhkan (personal) farms,2021,229.8,UZB
02_134_1003,Grape: in organizations engaged in agricultural activities,2000,55.3,UZB
02_134_1003,Grape: in organizations engaged in agricultural activities,2001,47.4,UZB
02_134_1003,Grape: in organizations engaged in agricultural activities,2002,38.2,UZB
02_134_1003,Grape: in organizations engaged in agricultural activities,2003,25.9,UZB
02_134_1003,Grape: in organizations engaged in agricultural activities,2004,49.7,UZB
02_134_1003,Grape: in organizations engaged in agricultural activities,2005,50.5,UZB
02_134_1003,Grape: in organizations engaged in agricultural activities,2006,70.8,UZB
02_134_1003,Grape: in organizations engaged in agricultural activities,2007,62.1,UZB
02_134_1003,Grape: in organizations engaged in agricultural activities,2008,66.0,UZB
02_134_1003,Grape: in organizations engaged in agricultural activities,2009,78.3,UZB
02_134_1003,Grape: in organizations engaged in agricultural activities,2010,30.4,UZB
02_134_1003,Grape: in organizations engaged in agricultural activities,2011,60.1,UZB
02_134_1003,Grape: in organizations engaged in agricultural activities,2012,68.2,UZB
02_134_1003,Grape: in organizations engaged in agricultural activities,2013,73.3,UZB
02_134_1003,Grape: in organizations engaged in agricultural activities,2014,82.4,UZB
02_134_1003,Grape: in organizations engaged in agricultural activities,2015,77.5,UZB
02_134_1003,Grape: in organizations engaged in agricultural activities,2016,80.1,UZB
02_134_1003,Grape: in organizations engaged in agricultural activities,2017,60.8,UZB
02_134_1003,Grape: in organizations engaged in agricultural activities,2018,84.3,UZB
02_134_1003,Grape: in organizations engaged in agricultural activities,2019,80.9,UZB
02_134_1003,Grape: in organizations engaged in agricultural activities,2020,76.4,UZB
02_134_1003,Grape: in organizations engaged in agricultural activities,2021,72.8,UZB
