Year,UNIT_MEASURE,Regions,Area,Sex,Value,M49_country_code,unique_id,col_caption_name,col_caption_name1_empty,year,value
2014.0,Percent,Karagandy,rural,,10.7,KAZ,,,,,
2014.0,Percent,Kostanay,rural,,4.4,KAZ,,,,,
2014.0,Percent,Kyzylorda,rural,,11.4,KAZ,,,,,
2014.0,Percent,Mangistau,rural,,18.6,KAZ,,,,,
2014.0,Percent,Ontustik Kazakhstan,rural,,7.8,KAZ,,,,,
2014.0,Percent,Pavlodar,rural,,2.0,KAZ,,,,,
2014.0,Percent,Soltustik Kazakhstan,rural,,6.1,KAZ,,,,,
2014.0,Percent,Turkistan,rural,,7.0,KAZ,,,,,
2015.0,Percent,,,,7.9,KAZ,,,,,
2015.0,Percent,Akmola,,,7.7,KAZ,,,,,
2015.0,Percent,Aktobe,,,8.0,KAZ,,,,,
2015.0,Percent,Almaty,,,8.2,KAZ,,,,,
2015.0,Percent,Atyrau,,,7.0,KAZ,,,,,
2015.0,Percent,Batys Kazakhstan,,,3.9,KAZ,,,,,
2015.0,Percent,Zhambyl,,,12.9,KAZ,,,,,
2015.0,Percent,Karagandy,,,12.5,KAZ,,,,,
2015.0,Percent,Kostanay,,,6.5,KAZ,,,,,
2015.0,Percent,Kyzylorda,,,7.6,KAZ,,,,,
2015.0,Percent,Mangistau,,,9.9,KAZ,,,,,
2015.0,Percent,Ontustik Kazakhstan,,,8.3,KAZ,,,,,
2015.0,Percent,Pavlodar,,,5.6,KAZ,,,,,
2015.0,Percent,Soltustik Kazakhstan,,,7.2,KAZ,,,,,
2015.0,Percent,Shygys Kazakhstan,,,7.6,KAZ,,,,,
2015.0,Percent,Nur-Sultan city,,,5.2,KAZ,,,,,
2015.0,Percent,Almaty city,,,5.9,KAZ,,,,,
2015.0,Percent,,,Male,6.0,KAZ,,,,,
2015.0,Percent,Akmola,,Male,5.8,KAZ,,,,,
2015.0,Percent,Aktobe,,Male,5.4,KAZ,,,,,
2015.0,Percent,Almaty,,Male,6.1,KAZ,,,,,
2015.0,Percent,Atyrau,,Male,4.3,KAZ,,,,,
2015.0,Percent,Batys Kazakhstan,,Male,3.5,KAZ,,,,,
2015.0,Percent,Zhambyl,,Male,8.1,KAZ,,,,,
2015.0,Percent,Karagandy,,Male,7.2,KAZ,,,,,
2015.0,Percent,Kostanay,,Male,6.0,KAZ,,,,,
2015.0,Percent,Kyzylorda,,Male,6.6,KAZ,,,,,
2015.0,Percent,Mangistau,,Male,6.8,KAZ,,,,,
2015.0,Percent,Ontustik Kazakhstan,,Male,7.4,KAZ,,,,,
2015.0,Percent,Pavlodar,,Male,5.0,KAZ,,,,,
2015.0,Percent,Soltustik Kazakhstan,,Male,5.1,KAZ,,,,,
2015.0,Percent,Shygys Kazakhstan,,Male,4.9,KAZ,,,,,
2015.0,Percent,Nur-Sultan city,,Male,4.4,KAZ,,,,,
2015.0,Percent,Almaty city,,Male,5.2,KAZ,,,,,
2015.0,Percent,,,Female,9.7,KAZ,,,,,
2015.0,Percent,Akmola,,Female,9.7,KAZ,,,,,
2015.0,Percent,Aktobe,,Female,10.0,KAZ,,,,,
2015.0,Percent,Almaty,,Female,10.5,KAZ,,,,,
2015.0,Percent,Atyrau,,Female,10.4,KAZ,,,,,
2015.0,Percent,Batys Kazakhstan,,Female,4.4,KAZ,,,,,
2015.0,Percent,Zhambyl,,Female,17.9,KAZ,,,,,
2015.0,Percent,Karagandy,,Female,17.6,KAZ,,,,,
2015.0,Percent,Kostanay,,Female,7.1,KAZ,,,,,
2015.0,Percent,Kyzylorda,,Female,8.8,KAZ,,,,,
2015.0,Percent,Mangistau,,Female,13.5,KAZ,,,,,
2015.0,Percent,Ontustik Kazakhstan,,Female,9.2,KAZ,,,,,
2015.0,Percent,Pavlodar,,Female,6.2,KAZ,,,,,
2015.0,Percent,Soltustik Kazakhstan,,Female,9.7,KAZ,,,,,
2015.0,Percent,Shygys Kazakhstan,,Female,10.5,KAZ,,,,,
2015.0,Percent,Nur-Sultan city,,Female,5.8,KAZ,,,,,
2015.0,Percent,Almaty city,,Female,6.4,KAZ,,,,,
2015.0,Percent,,urban,,6.6,KAZ,,,,,
2015.0,Percent,Akmola,urban,,6.6,KAZ,,,,,
2015.0,Percent,Aktobe,urban,,6.3,KAZ,,,,,
2015.0,Percent,Almaty,urban,,7.7,KAZ,,,,,
2015.0,Percent,Atyrau,urban,,7.4,KAZ,,,,,
2015.0,Percent,Batys Kazakhstan,urban,,1.7,KAZ,,,,,
2015.0,Percent,Zhambyl,urban,,14.9,KAZ,,,,,
2015.0,Percent,Karagandy,urban,,12.0,KAZ,,,,,
2015.0,Percent,Kostanay,urban,,5.5,KAZ,,,,,
2015.0,Percent,Kyzylorda,urban,,7.2,KAZ,,,,,
2015.0,Percent,Mangistau,urban,,6.3,KAZ,,,,,
2015.0,Percent,Ontustik Kazakhstan,urban,,4.6,KAZ,,,,,
2015.0,Percent,Pavlodar,urban,,2.5,KAZ,,,,,
2015.0,Percent,Soltustik Kazakhstan,urban,,9.2,KAZ,,,,,
2015.0,Percent,Shygys Kazakhstan,urban,,6.3,KAZ,,,,,
2015.0,Percent,Nur-Sultan city,urban,,5.2,KAZ,,,,,
2015.0,Percent,Almaty city,urban,,5.9,KAZ,,,,,
2015.0,Percent,,rural,,9.6,KAZ,,,,,
2015.0,Percent,Akmola,rural,,8.6,KAZ,,,,,
2015.0,Percent,Aktobe,rural,,11.0,KAZ,,,,,
2015.0,Percent,Almaty,rural,,8.3,KAZ,,,,,
2015.0,Percent,Atyrau,rural,,6.8,KAZ,,,,,
2015.0,Percent,Batys Kazakhstan,rural,,6.2,KAZ,,,,,
2015.0,Percent,Zhambyl,rural,,11.6,KAZ,,,,,
2015.0,Percent,Karagandy,rural,,14.3,KAZ,,,,,
2015.0,Percent,Kostanay,rural,,7.6,KAZ,,,,,
2015.0,Percent,Kyzylorda,rural,,7.9,KAZ,,,,,
2015.0,Percent,Mangistau,rural,,13.3,KAZ,,,,,
2015.0,Percent,Ontustik Kazakhstan,rural,,11.5,KAZ,,,,,
2015.0,Percent,Pavlodar,rural,,12.7,KAZ,,,,,
2015.0,Percent,Soltustik Kazakhstan,rural,,5.8,KAZ,,,,,
2015.0,Percent,Turkistan,rural,,9.7,KAZ,,,,,
2016.0,Percent,,,,7.2,KAZ,,,,,
2016.0,Percent,Akmola,,,5.8,KAZ,,,,,
2016.0,Percent,Aktobe,,,5.1,KAZ,,,,,
2016.0,Percent,Almaty,,,7.6,KAZ,,,,,
2016.0,Percent,Atyrau,,,7.1,KAZ,,,,,
2016.0,Percent,Batys Kazakhstan,,,2.3,KAZ,,,,,
2016.0,Percent,Zhambyl,,,11.7,KAZ,,,,,
2016.0,Percent,Karagandy,,,9.5,KAZ,,,,,
2016.0,Percent,Kostanay,,,3.3,KAZ,,,,,
2016.0,Percent,Kyzylorda,,,10.1,KAZ,,,,,
2016.0,Percent,Mangistau,,,14.2,KAZ,,,,,
2016.0,Percent,Ontustik Kazakhstan,,,7.9,KAZ,,,,,
2016.0,Percent,Pavlodar,,,7.5,KAZ,,,,,
2016.0,Percent,Soltustik Kazakhstan,,,8.6,KAZ,,,,,
2016.0,Percent,Shygys Kazakhstan,,,4.6,KAZ,,,,,
2016.0,Percent,Nur-Sultan city,,,6.4,KAZ,,,,,
2016.0,Percent,Almaty city,,,5.2,KAZ,,,,,
2016.0,Percent,,,Male,5.3,KAZ,,,,,
2016.0,Percent,Akmola,,Male,4.5,KAZ,,,,,
2016.0,Percent,Aktobe,,Male,2.3,KAZ,,,,,
2016.0,Percent,Almaty,,Male,5.2,KAZ,,,,,
2016.0,Percent,Atyrau,,Male,5.7,KAZ,,,,,
2016.0,Percent,Batys Kazakhstan,,Male,2.2,KAZ,,,,,
2016.0,Percent,Zhambyl,,Male,7.8,KAZ,,,,,
2016.0,Percent,Karagandy,,Male,5.9,KAZ,,,,,
2016.0,Percent,Kostanay,,Male,2.9,KAZ,,,,,
2016.0,Percent,Kyzylorda,,Male,8.4,KAZ,,,,,
2016.0,Percent,Mangistau,,Male,6.2,KAZ,,,,,
2016.0,Percent,Ontustik Kazakhstan,,Male,6.5,KAZ,,,,,
2016.0,Percent,Pavlodar,,Male,7.1,KAZ,,,,,
2016.0,Percent,Soltustik Kazakhstan,,Male,4.6,KAZ,,,,,
2016.0,Percent,Shygys Kazakhstan,,Male,3.4,KAZ,,,,,
2016.0,Percent,Nur-Sultan city,,Male,4.9,KAZ,,,,,
2016.0,Percent,Almaty city,,Male,4.7,KAZ,,,,,
2016.0,Percent,,,Female,9.1,KAZ,,,,,
2016.0,Percent,Akmola,,Female,7.2,KAZ,,,,,
2016.0,Percent,Aktobe,,Female,7.9,KAZ,,,,,
2016.0,Percent,Almaty,,Female,10.3,KAZ,,,,,
2016.0,Percent,Atyrau,,Female,8.5,KAZ,,,,,
2016.0,Percent,Batys Kazakhstan,,Female,2.4,KAZ,,,,,
2016.0,Percent,Zhambyl,,Female,16.0,KAZ,,,,,
2016.0,Percent,Karagandy,,Female,13.2,KAZ,,,,,
2016.0,Percent,Kostanay,,Female,3.7,KAZ,,,,,
2016.0,Percent,Kyzylorda,,Female,12.0,KAZ,,,,,
2016.0,Percent,Mangistau,,Female,22.4,KAZ,,,,,
2016.0,Percent,Ontustik Kazakhstan,,Female,9.2,KAZ,,,,,
2016.0,Percent,Pavlodar,,Female,7.9,KAZ,,,,,
2016.0,Percent,Soltustik Kazakhstan,,Female,12.5,KAZ,,,,,
2016.0,Percent,Shygys Kazakhstan,,Female,6.1,KAZ,,,,,
2016.0,Percent,Nur-Sultan city,,Female,7.6,KAZ,,,,,
2016.0,Percent,Almaty city,,Female,5.6,KAZ,,,,,
2016.0,Percent,,urban,,5.8,KAZ,,,,,
2016.0,Percent,Akmola,urban,,4.0,KAZ,,,,,
2016.0,Percent,Aktobe,urban,,3.8,KAZ,,,,,
2016.0,Percent,Almaty,urban,,8.5,KAZ,,,,,
2016.0,Percent,Atyrau,urban,,8.1,KAZ,,,,,
2016.0,Percent,Batys Kazakhstan,urban,,1.4,KAZ,,,,,
2016.0,Percent,Zhambyl,urban,,12.0,KAZ,,,,,
2016.0,Percent,Karagandy,urban,,8.2,KAZ,,,,,
2016.0,Percent,Kostanay,urban,,3.1,KAZ,,,,,
2016.0,Percent,Kyzylorda,urban,,10.8,KAZ,,,,,
2016.0,Percent,Mangistau,urban,,14.8,KAZ,,,,,
2016.0,Percent,Ontustik Kazakhstan,urban,,3.1,KAZ,,,,,
2016.0,Percent,Pavlodar,urban,,5.1,KAZ,,,,,
2016.0,Percent,Soltustik Kazakhstan,urban,,9.6,KAZ,,,,,
2016.0,Percent,Shygys Kazakhstan,urban,,2.4,KAZ,,,,,
2016.0,Percent,Nur-Sultan city,urban,,6.4,KAZ,,,,,
2016.0,Percent,Almaty city,urban,,5.2,KAZ,,,,,
2016.0,Percent,,rural,,9.2,KAZ,,,,,
2016.0,Percent,Akmola,rural,,7.3,KAZ,,,,,
2016.0,Percent,Aktobe,rural,,7.4,KAZ,,,,,
2016.0,Percent,Almaty,rural,,7.3,KAZ,,,,,
2016.0,Percent,Atyrau,rural,,6.4,KAZ,,,,,
2016.0,Percent,Batys Kazakhstan,rural,,3.4,KAZ,,,,,
2016.0,Percent,Zhambyl,rural,,11.5,KAZ,,,,,
2016.0,Percent,Karagandy,rural,,14.8,KAZ,,,,,
2016.0,Percent,Kostanay,rural,,3.6,KAZ,,,,,
2016.0,Percent,Kyzylorda,rural,,9.7,KAZ,,,,,
2016.0,Percent,Mangistau,rural,,13.8,KAZ,,,,,
2016.0,Percent,Ontustik Kazakhstan,rural,,12.3,KAZ,,,,,
2016.0,Percent,Pavlodar,rural,,13.4,KAZ,,,,,
2016.0,Percent,Soltustik Kazakhstan,rural,,7.8,KAZ,,,,,
2016.0,Percent,Turkistan,rural,,8.3,KAZ,,,,,
2017.0,Percent,,,,6.4,KAZ,,,,,
2017.0,Percent,Akmola,,,6.1,KAZ,,,,,
2017.0,Percent,Aktobe,,,4.8,KAZ,,,,,
2017.0,Percent,Almaty,,,6.7,KAZ,,,,,
2017.0,Percent,Atyrau,,,7.2,KAZ,,,,,
2017.0,Percent,Batys Kazakhstan,,,2.2,KAZ,,,,,
2017.0,Percent,Zhambyl,,,9.3,KAZ,,,,,
2017.0,Percent,Karagandy,,,8.7,KAZ,,,,,
2017.0,Percent,Kostanay,,,4.1,KAZ,,,,,
2017.0,Percent,Kyzylorda,,,6.4,KAZ,,,,,
2017.0,Percent,Mangistau,,,6.6,KAZ,,,,,
2017.0,Percent,Ontustik Kazakhstan,,,9.0,KAZ,,,,,
2017.0,Percent,Pavlodar,,,4.5,KAZ,,,,,
2017.0,Percent,Soltustik Kazakhstan,,,6.6,KAZ,,,,,
2017.0,Percent,Shygys Kazakhstan,,,5.9,KAZ,,,,,
2017.0,Percent,Nur-Sultan city,,,4.1,KAZ,,,,,
2017.0,Percent,Almaty city,,,4.0,KAZ,,,,,
2017.0,Percent,,,Male,5.1,KAZ,,,,,
2017.0,Percent,Akmola,,Male,4.6,KAZ,,,,,
2017.0,Percent,Aktobe,,Male,2.1,KAZ,,,,,
2017.0,Percent,Almaty,,Male,6.5,KAZ,,,,,
2017.0,Percent,Atyrau,,Male,5.0,KAZ,,,,,
2017.0,Percent,Batys Kazakhstan,,Male,1.9,KAZ,,,,,
2017.0,Percent,Zhambyl,,Male,5.9,KAZ,,,,,
2017.0,Percent,Karagandy,,Male,6.4,KAZ,,,,,
2017.0,Percent,Kostanay,,Male,3.5,KAZ,,,,,
2017.0,Percent,Kyzylorda,,Male,5.5,KAZ,,,,,
2017.0,Percent,Mangistau,,Male,3.6,KAZ,,,,,
2017.0,Percent,Ontustik Kazakhstan,,Male,8.2,KAZ,,,,,
2017.0,Percent,Pavlodar,,Male,4.8,KAZ,,,,,
2017.0,Percent,Soltustik Kazakhstan,,Male,3.3,KAZ,,,,,
2017.0,Percent,Shygys Kazakhstan,,Male,3.5,KAZ,,,,,
2017.0,Percent,Nur-Sultan city,,Male,3.8,KAZ,,,,,
2017.0,Percent,Almaty city,,Male,3.3,KAZ,,,,,
2017.0,Percent,,,Female,7.6,KAZ,,,,,
2017.0,Percent,Akmola,,Female,7.8,KAZ,,,,,
2017.0,Percent,Aktobe,,Female,7.6,KAZ,,,,,
2017.0,Percent,Almaty,,Female,6.9,KAZ,,,,,
2017.0,Percent,Atyrau,,Female,10.0,KAZ,,,,,
2017.0,Percent,Batys Kazakhstan,,Female,2.4,KAZ,,,,,
2017.0,Percent,Zhambyl,,Female,13.0,KAZ,,,,,
2017.0,Percent,Karagandy,,Female,11.0,KAZ,,,,,
2017.0,Percent,Kostanay,,Female,4.6,KAZ,,,,,
2017.0,Percent,Kyzylorda,,Female,7.3,KAZ,,,,,
2017.0,Percent,Mangistau,,Female,9.7,KAZ,,,,,
2017.0,Percent,Ontustik Kazakhstan,,Female,9.8,KAZ,,,,,
2017.0,Percent,Pavlodar,,Female,4.2,KAZ,,,,,
2017.0,Percent,Soltustik Kazakhstan,,Female,10.3,KAZ,,,,,
2017.0,Percent,Shygys Kazakhstan,,Female,8.5,KAZ,,,,,
2017.0,Percent,Nur-Sultan city,,Female,4.3,KAZ,,,,,
2017.0,Percent,Almaty city,,Female,4.6,KAZ,,,,,
2017.0,Percent,,urban,,4.9,KAZ,,,,,
2017.0,Percent,Akmola,urban,,4.7,KAZ,,,,,
2017.0,Percent,Aktobe,urban,,4.2,KAZ,,,,,
2017.0,Percent,Almaty,urban,,6.0,KAZ,,,,,
2017.0,Percent,Atyrau,urban,,8.3,KAZ,,,,,
2017.0,Percent,Batys Kazakhstan,urban,,1.2,KAZ,,,,,
2017.0,Percent,Zhambyl,urban,,8.2,KAZ,,,,,
2017.0,Percent,Karagandy,urban,,8.5,KAZ,,,,,
2017.0,Percent,Kostanay,urban,,4.4,KAZ,,,,,
2017.0,Percent,Kyzylorda,urban,,5.5,KAZ,,,,,
2017.0,Percent,Mangistau,urban,,6.0,KAZ,,,,,
2017.0,Percent,Ontustik Kazakhstan,urban,,4.1,KAZ,,,,,
2017.0,Percent,Pavlodar,urban,,2.0,KAZ,,,,,
2017.0,Percent,Soltustik Kazakhstan,urban,,8.1,KAZ,,,,,
2017.0,Percent,Shygys Kazakhstan,urban,,4.6,KAZ,,,,,
2017.0,Percent,Nur-Sultan city,urban,,4.1,KAZ,,,,,
2017.0,Percent,Almaty city,urban,,4.0,KAZ,,,,,
2017.0,Percent,,rural,,8.4,KAZ,,,,,
2017.0,Percent,Akmola,rural,,7.5,KAZ,,,,,
2017.0,Percent,Aktobe,rural,,6.2,KAZ,,,,,
2017.0,Percent,Almaty,rural,,6.9,KAZ,,,,,
2017.0,Percent,Atyrau,rural,,6.3,KAZ,,,,,
2017.0,Percent,Batys Kazakhstan,rural,,3.1,KAZ,,,,,
2017.0,Percent,Zhambyl,rural,,10.0,KAZ,,,,,
2017.0,Percent,Karagandy,rural,,9.8,KAZ,,,,,
2017.0,Percent,Kostanay,rural,,3.7,KAZ,,,,,
2017.0,Percent,Kyzylorda,rural,,6.9,KAZ,,,,,
2017.0,Percent,Mangistau,rural,,7.1,KAZ,,,,,
2017.0,Percent,Ontustik Kazakhstan,rural,,13.2,KAZ,,,,,
2017.0,Percent,Pavlodar,rural,,11.3,KAZ,,,,,
2017.0,Percent,Soltustik Kazakhstan,rural,,5.3,KAZ,,,,,
2017.0,Percent,Turkistan,rural,,8.4,KAZ,,,,,
2018.0,Percent,,,,6.0,KAZ,,,,,
2018.0,Percent,Akmola,,,4.4,KAZ,,,,,
2018.0,Percent,Aktobe,,,6.5,KAZ,,,,,
2018.0,Percent,Almaty,,,6.1,KAZ,,,,,
2018.0,Percent,Atyrau,,,5.7,KAZ,,,,,
2018.0,Percent,Batys Kazakhstan,,,2.1,KAZ,,,,,
2018.0,Percent,Zhambyl,,,5.9,KAZ,,,,,
2018.0,Percent,Karagandy,,,9.7,KAZ,,,,,
2018.0,Percent,Kostanay,,,4.1,KAZ,,,,,
2018.0,Percent,Kyzylorda,,,4.0,KAZ,,,,,
2018.0,Percent,Mangistau,,,5.4,KAZ,,,,,
2018.0,Percent,Pavlodar,,,4.2,KAZ,,,,,
2018.0,Percent,Soltustik Kazakhstan,,,8.1,KAZ,,,,,
2018.0,Percent,Turkistan,,,11.4,KAZ,,,,,
2018.0,Percent,Shygys Kazakhstan,,,4.1,KAZ,,,,,
2018.0,Percent,Nur-Sultan city,,,4.1,KAZ,,,,,
2018.0,Percent,Almaty city,,,3.4,KAZ,,,,,
2018.0,Percent,Shymkent city,,,9.5,KAZ,,,,,
2018.0,Percent,,,Male,5.2,KAZ,,,,,
2018.0,Percent,Akmola,,Male,3.5,KAZ,,,,,
2018.0,Percent,Aktobe,,Male,4.2,KAZ,,,,,
2018.0,Percent,Almaty,,Male,3.7,KAZ,,,,,
2018.0,Percent,Atyrau,,Male,2.1,KAZ,,,,,
2018.0,Percent,Batys Kazakhstan,,Male,1.6,KAZ,,,,,
2018.0,Percent,Zhambyl,,Male,5.8,KAZ,,,,,
2018.0,Percent,Karagandy,,Male,7.0,KAZ,,,,,
2018.0,Percent,Kostanay,,Male,3.5,KAZ,,,,,
2018.0,Percent,Kyzylorda,,Male,3.4,KAZ,,,,,
2018.0,Percent,Mangistau,,Male,4.0,KAZ,,,,,
2018.0,Percent,Pavlodar,,Male,5.0,KAZ,,,,,
2018.0,Percent,Soltustik Kazakhstan,,Male,4.3,KAZ,,,,,
2018.0,Percent,Turkistan,,Male,12.0,KAZ,,,,,
2018.0,Percent,Shygys Kazakhstan,,Male,3.1,KAZ,,,,,
2018.0,Percent,Nur-Sultan city,,Male,4.1,KAZ,,,,,
2018.0,Percent,Almaty city,,Male,2.7,KAZ,,,,,
2018.0,Percent,Shymkent city,,Male,10.9,KAZ,,,,,
2018.0,Percent,,,Female,6.8,KAZ,,,,,
2018.0,Percent,Akmola,,Female,5.5,KAZ,,,,,
2018.0,Percent,Aktobe,,Female,8.9,KAZ,,,,,
2018.0,Percent,Almaty,,Female,8.6,KAZ,,,,,
2018.0,Percent,Atyrau,,Female,9.9,KAZ,,,,,
2018.0,Percent,Batys Kazakhstan,,Female,2.7,KAZ,,,,,
2018.0,Percent,Zhambyl,,Female,5.9,KAZ,,,,,
2018.0,Percent,Karagandy,,Female,12.5,KAZ,,,,,
2018.0,Percent,Kostanay,,Female,4.8,KAZ,,,,,
2018.0,Percent,Kyzylorda,,Female,4.8,KAZ,,,,,
2018.0,Percent,Mangistau,,Female,7.1,KAZ,,,,,
2018.0,Percent,Pavlodar,,Female,3.4,KAZ,,,,,
2018.0,Percent,Soltustik Kazakhstan,,Female,12.1,KAZ,,,,,
2018.0,Percent,Turkistan,,Female,10.8,KAZ,,,,,
2018.0,Percent,Shygys Kazakhstan,,Female,5.2,KAZ,,,,,
2018.0,Percent,Nur-Sultan city,,Female,4.1,KAZ,,,,,
2018.0,Percent,Almaty city,,Female,4.0,KAZ,,,,,
2018.0,Percent,Shymkent city,,Female,8.3,KAZ,,,,,
2018.0,Percent,,urban,,5.4,KAZ,,,,,
2018.0,Percent,Akmola,urban,,2.9,KAZ,,,,,
2018.0,Percent,Aktobe,urban,,7.3,KAZ,,,,,
2018.0,Percent,Almaty,urban,,5.5,KAZ,,,,,
2018.0,Percent,Atyrau,urban,,7.0,KAZ,,,,,
2018.0,Percent,Batys Kazakhstan,urban,,1.4,KAZ,,,,,
2018.0,Percent,Zhambyl,urban,,5.8,KAZ,,,,,
2018.0,Percent,Karagandy,urban,,9.9,KAZ,,,,,
2018.0,Percent,Kostanay,urban,,4.2,KAZ,,,,,
2018.0,Percent,Kyzylorda,urban,,3.5,KAZ,,,,,
2018.0,Percent,Mangistau,urban,,3.4,KAZ,,,,,
2018.0,Percent,Pavlodar,urban,,2.3,KAZ,,,,,
2018.0,Percent,Soltustik Kazakhstan,urban,,9.7,KAZ,,,,,
2018.0,Percent,Turkistan,urban,,12.8,KAZ,,,,,
2018.0,Percent,Shygys Kazakhstan,urban,,3.0,KAZ,,,,,
2018.0,Percent,Nur-Sultan city,urban,,4.1,KAZ,,,,,
2018.0,Percent,Almaty city,urban,,3.4,KAZ,,,,,
2018.0,Percent,Shymkent city,urban,,9.5,KAZ,,,,,
2018.0,Percent,,rural,,6.9,KAZ,,,,,
2018.0,Percent,Akmola,rural,,5.8,KAZ,,,,,
2018.0,Percent,Aktobe,rural,,5.3,KAZ,,,,,
2018.0,Percent,Almaty,rural,,6.2,KAZ,,,,,
2018.0,Percent,Atyrau,rural,,4.8,KAZ,,,,,
2018.0,Percent,Batys Kazakhstan,rural,,3.0,KAZ,,,,,
2018.0,Percent,Zhambyl,rural,,5.9,KAZ,,,,,
2018.0,Percent,Karagandy,rural,,9.1,KAZ,,,,,
2018.0,Percent,Kostanay,rural,,4.0,KAZ,,,,,
2018.0,Percent,Kyzylorda,rural,,4.3,KAZ,,,,,
2018.0,Percent,Mangistau,rural,,6.6,KAZ,,,,,
2018.0,Percent,Pavlodar,rural,,10.0,KAZ,,,,,
2018.0,Percent,Soltustik Kazakhstan,rural,,6.5,KAZ,,,,,
2018.0,Percent,Shygys Kazakhstan,rural,,11.2,KAZ,,,,,
2018.0,Percent,Turkistan,rural,,6.0,KAZ,,,,,
2019.0,Percent,,,,5.2,KAZ,,,,,
2019.0,Percent,Akmola,,,4.9,KAZ,,,,,
2019.0,Percent,Aktobe,,,6.4,KAZ,,,,,
2019.0,Percent,Almaty,,,4.5,KAZ,,,,,
2019.0,Percent,Atyrau,,,5.2,KAZ,,,,,
2019.0,Percent,Batys Kazakhstan,,,2.1,KAZ,,,,,
2019.0,Percent,Zhambyl,,,4.5,KAZ,,,,,
2019.0,Percent,Karagandy,,,8.5,KAZ,,,,,
2019.0,Percent,Kostanay,,,3.5,KAZ,,,,,
2019.0,Percent,Kyzylorda,,,5.6,KAZ,,,,,
2019.0,Percent,Mangistau,,,5.7,KAZ,,,,,
2019.0,Percent,Pavlodar,,,3.6,KAZ,,,,,
2019.0,Percent,Soltustik Kazakhstan,,,6.9,KAZ,,,,,
2019.0,Percent,Turkistan,,,9.7,KAZ,,,,,
2019.0,Percent,Shygys Kazakhstan,,,4.8,KAZ,,,,,
2019.0,Percent,Nur-Sultan city,,,2.0,KAZ,,,,,
2019.0,Percent,Almaty city,,,3.4,KAZ,,,,,
2019.0,Percent,Shymkent city,,,5.1,KAZ,,,,,
2019.0,Percent,,,Male,3.6,KAZ,,,,,
2019.0,Percent,Akmola,,Male,2.9,KAZ,,,,,
2019.0,Percent,Aktobe,,Male,5.2,KAZ,,,,,
2019.0,Percent,Almaty,,Male,3.2,KAZ,,,,,
2019.0,Percent,Atyrau,,Male,5.5,KAZ,,,,,
2019.0,Percent,Batys Kazakhstan,,Male,1.8,KAZ,,,,,
2019.0,Percent,Zhambyl,,Male,4.0,KAZ,,,,,
2019.0,Percent,Karagandy,,Male,5.8,KAZ,,,,,
2019.0,Percent,Kostanay,,Male,3.1,KAZ,,,,,
2019.0,Percent,Kyzylorda,,Male,5.1,KAZ,,,,,
2019.0,Percent,Mangistau,,Male,3.5,KAZ,,,,,
2019.0,Percent,Pavlodar,,Male,3.4,KAZ,,,,,
2019.0,Percent,Soltustik Kazakhstan,,Male,4.0,KAZ,,,,,
2019.0,Percent,Turkistan,,Male,3.8,KAZ,,,,,
2019.0,Percent,Shygys Kazakhstan,,Male,2.7,KAZ,,,,,
2019.0,Percent,Nur-Sultan city,,Male,1.9,KAZ,,,,,
2019.0,Percent,Almaty city,,Male,1.9,KAZ,,,,,
2019.0,Percent,Shymkent city,,Male,6.3,KAZ,,,,,
2019.0,Percent,,,Female,6.7,KAZ,,,,,
2019.0,Percent,Akmola,,Female,7.0,KAZ,,,,,
2019.0,Percent,Aktobe,,Female,7.6,KAZ,,,,,
2019.0,Percent,Almaty,,Female,6.0,KAZ,,,,,
2019.0,Percent,Atyrau,,Female,4.8,KAZ,,,,,
2019.0,Percent,Batys Kazakhstan,,Female,2.3,KAZ,,,,,
2019.0,Percent,Zhambyl,,Female,5.0,KAZ,,,,,
2019.0,Percent,Karagandy,,Female,11.5,KAZ,,,,,
2019.0,Percent,Kostanay,,Female,3.8,KAZ,,,,,
2019.0,Percent,Kyzylorda,,Female,6.2,KAZ,,,,,
2019.0,Percent,Mangistau,,Female,8.2,KAZ,,,,,
2019.0,Percent,Pavlodar,,Female,3.9,KAZ,,,,,
2019.0,Percent,Soltustik Kazakhstan,,Female,10.3,KAZ,,,,,
2019.0,Percent,Turkistan,,Female,15.5,KAZ,,,,,
2019.0,Percent,Shygys Kazakhstan,,Female,6.9,KAZ,,,,,
2019.0,Percent,Nur-Sultan city,,Female,2.1,KAZ,,,,,
2019.0,Percent,Almaty city,,Female,4.5,KAZ,,,,,
2019.0,Percent,Shymkent city,,Female,4.0,KAZ,,,,,
2019.0,Percent,,urban,,4.6,KAZ,,,,,
2019.0,Percent,Akmola,urban,,4.4,KAZ,,,,,
2019.0,Percent,Aktobe,urban,,6.3,KAZ,,,,,
2019.0,Percent,Almaty,urban,,5.8,KAZ,,,,,
2019.0,Percent,Atyrau,urban,,6.1,KAZ,,,,,
2019.0,Percent,Batys Kazakhstan,urban,,1.4,KAZ,,,,,
2019.0,Percent,Zhambyl,urban,,5.3,KAZ,,,,,
2019.0,Percent,Karagandy,urban,,8.3,KAZ,,,,,
2019.0,Percent,Kostanay,urban,,2.8,KAZ,,,,,
2019.0,Percent,Kyzylorda,urban,,5.4,KAZ,,,,,
2019.0,Percent,Mangistau,urban,,2.8,KAZ,,,,,
2019.0,Percent,Pavlodar,urban,,2.2,KAZ,,,,,
2019.0,Percent,Soltustik Kazakhstan,urban,,7.1,KAZ,,,,,
