Year,UNIT_MEASURE,Sex,Value,M49_country_code,Reference area,COMPOSITE_BREAKDOWN,GeoCode,unique_id,col_caption_name,col_caption_name1_empty,year,value
2020.0,,Male,330.8,KGZ,Osh,Non-communicable disease: Cardiovascular disease,KG06,,,,,
2021.0,,Male,259.2,KGZ,Osh,Non-communicable disease: Cardiovascular disease,KG06,,,,,
2007.0,,Female,239.605735,KGZ,Osh,Non-communicable disease: Cardiovascular disease,KG06,,,,,
2008.0,,Female,243.945554,KGZ,Osh,Non-communicable disease: Cardiovascular disease,KG06,,,,,
2009.0,,Female,260.545044,KGZ,Osh,Non-communicable disease: Cardiovascular disease,KG06,,,,,
2010.0,,Female,268.817204,KGZ,Osh,Non-communicable disease: Cardiovascular disease,KG06,,,,,
2011.0,,Female,255.435743,KGZ,Osh,Non-communicable disease: Cardiovascular disease,KG06,,,,,
2012.0,,Female,263.843083,KGZ,Osh,Non-communicable disease: Cardiovascular disease,KG06,,,,,
2013.0,,Female,248.131793,KGZ,Osh,Non-communicable disease: Cardiovascular disease,KG06,,,,,
2014.0,,Female,254.566589,KGZ,Osh,Non-communicable disease: Cardiovascular disease,KG06,,,,,
2015.0,,Female,261.997406,KGZ,Osh,Non-communicable disease: Cardiovascular disease,KG06,,,,,
2016.0,,Female,234.865293,KGZ,Osh,Non-communicable disease: Cardiovascular disease,KG06,,,,,
2017.0,,Female,229.658385,KGZ,Osh,Non-communicable disease: Cardiovascular disease,KG06,,,,,
2018.0,,Female,214.579212,KGZ,Osh,Non-communicable disease: Cardiovascular disease,KG06,,,,,
2019.0,,Female,212.686567,KGZ,Osh,Non-communicable disease: Cardiovascular disease,KG06,,,,,
2020.0,,Female,278.3,KGZ,Osh,Non-communicable disease: Cardiovascular disease,KG06,,,,,
2021.0,,Female,236.8,KGZ,Osh,Non-communicable disease: Cardiovascular disease,KG06,,,,,
2007.0,,,348.958333,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2008.0,,,340.325342,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2009.0,,,348.778433,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2010.0,,,333.767361,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2011.0,,,345.034247,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2012.0,,,342.459983,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2013.0,,,309.8,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2014.0,,,332.653893,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2015.0,,,322.503008,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2016.0,,,288.704581,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2017.0,,,301.945525,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2018.0,,,261.485452,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2019.0,,,299.924642,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2020.0,,,339.2,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2021.0,,,347.9,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2007.0,,Male,354.978355,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2008.0,,Male,348.678602,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2009.0,,Male,373.534338,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2010.0,,Male,382.683983,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2011.0,,Male,358.056266,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2012.0,,Male,371.021776,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2013.0,,Male,330.864198,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2014.0,,Male,369.7411,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2015.0,,Male,349.761526,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2016.0,,Male,303.362002,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2017.0,,Male,328.967643,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2018.0,,Male,282.575758,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2019.0,,Male,333.830104,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2020.0,,Male,369.6,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2021.0,,Male,361.7,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2007.0,,Female,342.906876,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2008.0,,Female,331.900258,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2009.0,,Female,323.728814,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2010.0,,Female,284.5953,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2011.0,,Female,331.900258,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2012.0,,Female,313.559322,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2013.0,,Female,288.573812,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2014.0,,Female,294.987675,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2015.0,,Female,294.736842,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2016.0,,Female,273.743017,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2017.0,,Female,274.371069,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2018.0,,Female,239.93808,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2019.0,,Female,265.243902,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2020.0,,Female,308.0,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2021.0,,Female,333.8,KGZ,Talas,Non-communicable disease: Cardiovascular disease,KG07,,,,,
2007.0,,,548.299655,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2008.0,,,539.513863,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2009.0,,,464.780253,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2010.0,,,483.982257,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2011.0,,,466.959814,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2012.0,,,466.947622,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2013.0,,,441.607565,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2014.0,,,430.162413,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2015.0,,,400.841962,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2016.0,,,381.345532,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2017.0,,,377.668309,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2018.0,,,377.066781,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2019.0,,,360.757496,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2020.0,,,405.5,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2021.0,,,391.1,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2007.0,,Male,539.869609,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2008.0,,Male,517.515528,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2009.0,,Male,462.686567,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2010.0,,Male,476.930792,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2011.0,,Male,455.652174,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2012.0,,Male,452.654759,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2013.0,,Male,441.296519,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2014.0,,Male,416.116871,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2015.0,,Male,394.177449,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2016.0,,Male,383.552333,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2017.0,,Male,376.389506,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2018.0,,Male,366.986481,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2019.0,,Male,368.005126,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2020.0,,Male,398.8,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2021.0,,Male,400.7,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2007.0,,Female,556.443798,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2008.0,,Female,560.788083,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2009.0,,Female,466.808914,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2010.0,,Female,490.794574,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2011.0,,Female,477.895243,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2012.0,,Female,480.796586,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2013.0,,Female,441.909197,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2014.0,,Female,443.784278,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2015.0,,Female,407.307779,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2016.0,,Female,379.204221,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2017.0,,Female,378.908777,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2018.0,,Female,386.844332,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2019.0,,Female,353.72175,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2020.0,,Female,412.5,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2021.0,,Female,381.9,KGZ,Chui,Non-communicable disease: Cardiovascular disease,KG08,,,,,
2007.0,,,353.534169,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2008.0,,,321.877523,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2009.0,,,288.411532,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2010.0,,,298.32376,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2011.0,,,305.385769,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2012.0,,,297.003957,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2013.0,,,269.583471,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2014.0,,,272.638964,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2015.0,,,253.191265,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2016.0,,,242.521147,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2017.0,,,242.433414,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2018.0,,,232.778161,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2019.0,,,237.36306,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2020.0,,,254.0,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2021.0,,,255.7,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2007.0,,Male,349.07805,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2008.0,,Male,320.089397,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2009.0,,Male,282.587549,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2010.0,,Male,283.910078,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2011.0,,Male,297.243606,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2012.0,,Male,287.451362,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2013.0,,Male,264.482431,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2014.0,,Male,269.168404,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2015.0,,Male,243.218807,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2016.0,,Male,230.684327,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2017.0,,Male,237.057808,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2018.0,,Male,229.473684,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2019.0,,Male,237.753638,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2020.0,,Male,253.1,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2021.0,,Male,256.0,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2007.0,,Female,357.392826,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2008.0,,Female,323.428079,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2009.0,,Female,293.471371,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2010.0,,Female,310.804899,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2011.0,,Female,312.446167,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2012.0,,Female,305.30319,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2013.0,,Female,274.023559,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2014.0,,Female,275.666936,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2015.0,,Female,261.918892,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2016.0,,Female,252.904725,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2017.0,,Female,247.156937,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2018.0,,Female,235.686492,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2019.0,,Female,237.018274,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2020.0,,Female,254.9,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2021.0,,Female,255.5,KGZ,Bishkek (city),Non-communicable disease: Cardiovascular disease,KG11,,,,,
2007.0,,,247.76699,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2008.0,,,292.02502,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2009.0,,,274.312282,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2010.0,,,267.961165,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2011.0,,,281.860829,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2012.0,,,298.721426,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2013.0,,,266.8,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2014.0,,,270.078446,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2015.0,,,253.479853,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2016.0,,,248.92396,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2017.0,,,240.364401,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2018.0,,,223.393404,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2019.0,,,208.823529,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2020.0,,,287.3,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2021.0,,,258.9,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2007.0,,Male,279.935275,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2008.0,,Male,314.029364,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2009.0,,Male,311.793215,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2010.0,,Male,292.880259,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2011.0,,Male,316.476346,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2012.0,,Male,319.063005,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2013.0,,Male,285.035629,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2014.0,,Male,280.062064,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2015.0,,Male,277.355623,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2016.0,,Male,257.057949,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2017.0,,Male,243.654822,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2018.0,,Male,226.825843,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2019.0,,Male,221.173297,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2020.0,,Male,291.4,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2021.0,,Male,271.5,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2007.0,,Female,218.073189,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2008.0,,Female,271.771772,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2009.0,,Female,239.761727,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2010.0,,Female,244.958925,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2011.0,,Female,250.0,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2012.0,,Female,279.970216,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2013.0,,Female,249.81685,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2014.0,,Female,260.806916,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2015.0,,Female,231.25884,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2016.0,,Female,241.331484,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2017.0,,Female,237.288136,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2018.0,,Female,220.171391,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2019.0,,Female,197.209892,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2020.0,,Female,283.5,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2021.0,,Female,247.0,KGZ,Osh (city),Non-communicable disease: Cardiovascular disease,KG21,,,,,
2007.0,,,57.1,KGZ,,Non-communicable disease: Cancer,,,,,,
2008.0,,,58.2,KGZ,,Non-communicable disease: Cancer,,,,,,
2009.0,,,60.7,KGZ,,Non-communicable disease: Cancer,,,,,,
2010.0,,,59.4,KGZ,,Non-communicable disease: Cancer,,,,,,
2011.0,,,61.3,KGZ,,Non-communicable disease: Cancer,,,,,,
2012.0,,,59.4,KGZ,,Non-communicable disease: Cancer,,,,,,
2013.0,,,61.0,KGZ,,Non-communicable disease: Cancer,,,,,,
2014.0,,,64.3,KGZ,,Non-communicable disease: Cancer,,,,,,
2015.0,,,64.5,KGZ,,Non-communicable disease: Cancer,,,,,,
2016.0,,,64.4,KGZ,,Non-communicable disease: Cancer,,,,,,
2017.0,,,62.2,KGZ,,Non-communicable disease: Cancer,,,,,,
2018.0,,,65.6,KGZ,,Non-communicable disease: Cancer,,,,,,
2019.0,,,64.1,KGZ,,Non-communicable disease: Cancer,,,,,,
2020.0,,,63.8,KGZ,,Non-communicable disease: Cancer,,,,,,
2021.0,,,59.5,KGZ,,Non-communicable disease: Cancer,,,,,,
2007.0,,Male,60.758812,KGZ,,Non-communicable disease: Cancer,,,,,,
2008.0,,Male,60.756213,KGZ,,Non-communicable disease: Cancer,,,,,,
2009.0,,Male,66.097038,KGZ,,Non-communicable disease: Cancer,,,,,,
2010.0,,Male,63.699241,KGZ,,Non-communicable disease: Cancer,,,,,,
2011.0,,Male,65.633379,KGZ,,Non-communicable disease: Cancer,,,,,,
2012.0,,Male,63.242248,KGZ,,Non-communicable disease: Cancer,,,,,,
2013.0,,Male,63.974255,KGZ,,Non-communicable disease: Cancer,,,,,,
2014.0,,Male,69.006132,KGZ,,Non-communicable disease: Cancer,,,,,,
2015.0,,Male,66.804571,KGZ,,Non-communicable disease: Cancer,,,,,,
2016.0,,Male,69.296411,KGZ,,Non-communicable disease: Cancer,,,,,,
2017.0,,Male,65.881128,KGZ,,Non-communicable disease: Cancer,,,,,,
2018.0,,Male,67.25771,KGZ,,Non-communicable disease: Cancer,,,,,,
2019.0,,Male,66.331627,KGZ,,Non-communicable disease: Cancer,,,,,,
2020.0,,Male,67.6,KGZ,,Non-communicable disease: Cancer,,,,,,
2021.0,,Male,62.7,KGZ,,Non-communicable disease: Cancer,,,,,,
2007.0,,Female,53.49116,KGZ,,Non-communicable disease: Cancer,,,,,,
2008.0,,Female,55.693666,KGZ,,Non-communicable disease: Cancer,,,,,,
2009.0,,Female,55.417003,KGZ,,Non-communicable disease: Cancer,,,,,,
2010.0,,Female,55.31591,KGZ,,Non-communicable disease: Cancer,,,,,,
2011.0,,Female,57.020057,KGZ,,Non-communicable disease: Cancer,,,,,,
2012.0,,Female,55.618215,KGZ,,Non-communicable disease: Cancer,,,,,,
2013.0,,Female,58.018118,KGZ,,Non-communicable disease: Cancer,,,,,,
2014.0,,Female,59.747041,KGZ,,Non-communicable disease: Cancer,,,,,,
2015.0,,Female,62.194595,KGZ,,Non-communicable disease: Cancer,,,,,,
2016.0,,Female,59.711222,KGZ,,Non-communicable disease: Cancer,,,,,,
2017.0,,Female,58.599623,KGZ,,Non-communicable disease: Cancer,,,,,,
2018.0,,Female,63.939261,KGZ,,Non-communicable disease: Cancer,,,,,,
2019.0,,Female,61.883243,KGZ,,Non-communicable disease: Cancer,,,,,,
2020.0,,Female,60.0,KGZ,,Non-communicable disease: Cancer,,,,,,
2021.0,,Female,56.4,KGZ,,Non-communicable disease: Cancer,,,,,,
2007.0,,,32.3,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2008.0,,,26.4,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2009.0,,,30.2,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2010.0,,,33.8,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2011.0,,,33.9,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2012.0,,,33.0,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2013.0,,,32.1,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2014.0,,,35.6,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2015.0,,,42.3,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2016.0,,,38.6,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2017.0,,,32.6,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2018.0,,,43.319214,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2019.0,,,37.462349,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2020.0,,,34.1,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2021.0,,,37.8,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2007.0,,Male,30.826716,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2008.0,,Male,31.018519,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2009.0,,Male,34.246575,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2010.0,,Male,35.087719,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2011.0,,Male,31.443756,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2012.0,,Male,30.381944,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2013.0,,Male,28.401865,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2014.0,,Male,38.907285,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2015.0,,Male,42.424242,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2016.0,,Male,37.095501,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2017.0,,Male,28.979907,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2018.0,,Male,38.185255,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2019.0,,Male,38.433112,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2020.0,,Male,32.9,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2021.0,,Male,31.9,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2007.0,,Female,33.800097,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2008.0,,Female,21.562051,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2009.0,,Female,26.017029,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2010.0,,Female,32.543003,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2011.0,,Female,36.513008,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2012.0,,Female,35.810206,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2013.0,,Female,35.901926,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2014.0,,Female,32.106164,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2015.0,,Female,42.24174,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2016.0,,Female,40.04904,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2017.0,,Female,36.443732,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2018.0,,Female,48.646528,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2019.0,,Female,36.454336,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2020.0,,Female,35.3,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
