Year,UNIT_MEASURE,Area,Sex,Regions,Value,M49_country_code,Reference area,Age,Degree of urbanisation,Income or wealth quantile,Education level,GeoCode,unique_id,col_caption_name,col_caption_name1_empty,year,value
2018.0,Percent,rural,Female,Batys Kazakhstan,82.8,KAZ,,,,,,,,,,,
2018.0,Percent,,,Zhambyl,83.0,KAZ,,,,,,,,,,,
2018.0,Percent,,Male,Zhambyl,84.2,KAZ,,,,,,,,,,,
2018.0,Percent,,Female,Zhambyl,81.9,KAZ,,,,,,,,,,,
2018.0,Percent,urban,,Zhambyl,78.7,KAZ,,,,,,,,,,,
2018.0,Percent,urban,Male,Zhambyl,78.5,KAZ,,,,,,,,,,,
2018.0,Percent,urban,Female,Zhambyl,78.8,KAZ,,,,,,,,,,,
2018.0,Percent,rural,,Zhambyl,85.9,KAZ,,,,,,,,,,,
2018.0,Percent,rural,Male,Zhambyl,87.7,KAZ,,,,,,,,,,,
2018.0,Percent,rural,Female,Zhambyl,84.1,KAZ,,,,,,,,,,,
2018.0,Percent,,,Karagandy,86.3,KAZ,,,,,,,,,,,
2018.0,Percent,,Male,Karagandy,87.3,KAZ,,,,,,,,,,,
2018.0,Percent,,Female,Karagandy,85.5,KAZ,,,,,,,,,,,
2018.0,Percent,urban,,Karagandy,87.3,KAZ,,,,,,,,,,,
2018.0,Percent,urban,Male,Karagandy,88.0,KAZ,,,,,,,,,,,
2018.0,Percent,urban,Female,Karagandy,86.7,KAZ,,,,,,,,,,,
2018.0,Percent,rural,,Karagandy,82.4,KAZ,,,,,,,,,,,
2018.0,Percent,rural,Male,Karagandy,84.5,KAZ,,,,,,,,,,,
2018.0,Percent,rural,Female,Karagandy,80.2,KAZ,,,,,,,,,,,
2018.0,Percent,,,Kostanay,91.3,KAZ,,,,,,,,,,,
2018.0,Percent,,Male,Kostanay,91.4,KAZ,,,,,,,,,,,
2018.0,Percent,,Female,Kostanay,91.2,KAZ,,,,,,,,,,,
2018.0,Percent,urban,,Kostanay,93.7,KAZ,,,,,,,,,,,
2018.0,Percent,urban,Male,Kostanay,93.2,KAZ,,,,,,,,,,,
2018.0,Percent,urban,Female,Kostanay,94.1,KAZ,,,,,,,,,,,
2018.0,Percent,rural,,Kostanay,88.6,KAZ,,,,,,,,,,,
2018.0,Percent,rural,Male,Kostanay,89.6,KAZ,,,,,,,,,,,
2018.0,Percent,rural,Female,Kostanay,87.6,KAZ,,,,,,,,,,,
2018.0,Percent,,,Kyzylorda,85.9,KAZ,,,,,,,,,,,
2018.0,Percent,,Male,Kyzylorda,86.6,KAZ,,,,,,,,,,,
2018.0,Percent,,Female,Kyzylorda,85.2,KAZ,,,,,,,,,,,
2018.0,Percent,urban,,Kyzylorda,93.9,KAZ,,,,,,,,,,,
2018.0,Percent,urban,Male,Kyzylorda,93.8,KAZ,,,,,,,,,,,
2018.0,Percent,urban,Female,Kyzylorda,94.0,KAZ,,,,,,,,,,,
2018.0,Percent,rural,,Kyzylorda,79.7,KAZ,,,,,,,,,,,
2018.0,Percent,rural,Male,Kyzylorda,81.2,KAZ,,,,,,,,,,,
2018.0,Percent,rural,Female,Kyzylorda,78.1,KAZ,,,,,,,,,,,
2018.0,Percent,,,Mangistau,88.7,KAZ,,,,,,,,,,,
2018.0,Percent,,Male,Mangistau,88.6,KAZ,,,,,,,,,,,
2018.0,Percent,,Female,Mangistau,88.8,KAZ,,,,,,,,,,,
2018.0,Percent,urban,,Mangistau,91.8,KAZ,,,,,,,,,,,
2018.0,Percent,urban,Male,Mangistau,91.5,KAZ,,,,,,,,,,,
2018.0,Percent,urban,Female,Mangistau,92.0,KAZ,,,,,,,,,,,
2018.0,Percent,rural,,Mangistau,86.6,KAZ,,,,,,,,,,,
2018.0,Percent,rural,Male,Mangistau,86.5,KAZ,,,,,,,,,,,
2018.0,Percent,rural,Female,Mangistau,86.6,KAZ,,,,,,,,,,,
2018.0,Percent,,,Pavlodar,88.1,KAZ,,,,,,,,,,,
2018.0,Percent,,Male,Pavlodar,89.4,KAZ,,,,,,,,,,,
2018.0,Percent,,Female,Pavlodar,86.9,KAZ,,,,,,,,,,,
2018.0,Percent,urban,,Pavlodar,91.4,KAZ,,,,,,,,,,,
2018.0,Percent,urban,Male,Pavlodar,93.5,KAZ,,,,,,,,,,,
2018.0,Percent,urban,Female,Pavlodar,89.6,KAZ,,,,,,,,,,,
2018.0,Percent,rural,,Pavlodar,80.2,KAZ,,,,,,,,,,,
2018.0,Percent,rural,Male,Pavlodar,80.6,KAZ,,,,,,,,,,,
2018.0,Percent,rural,Female,Pavlodar,79.9,KAZ,,,,,,,,,,,
2018.0,Percent,,,Soltustik Kazakhstan,84.8,KAZ,,,,,,,,,,,
2018.0,Percent,,Male,Soltustik Kazakhstan,85.1,KAZ,,,,,,,,,,,
2018.0,Percent,,Female,Soltustik Kazakhstan,84.5,KAZ,,,,,,,,,,,
2018.0,Percent,urban,,Soltustik Kazakhstan,86.4,KAZ,,,,,,,,,,,
2018.0,Percent,urban,Male,Soltustik Kazakhstan,86.5,KAZ,,,,,,,,,,,
2018.0,Percent,urban,Female,Soltustik Kazakhstan,86.3,KAZ,,,,,,,,,,,
2018.0,Percent,rural,,Soltustik Kazakhstan,83.5,KAZ,,,,,,,,,,,
2018.0,Percent,rural,Male,Soltustik Kazakhstan,84.1,KAZ,,,,,,,,,,,
2018.0,Percent,rural,Female,Soltustik Kazakhstan,83.0,KAZ,,,,,,,,,,,
2018.0,Percent,,,Turkistan,80.4,KAZ,,,,,,,,,,,
2018.0,Percent,,Male,Turkistan,81.2,KAZ,,,,,,,,,,,
2018.0,Percent,,Female,Turkistan,79.5,KAZ,,,,,,,,,,,
2018.0,Percent,urban,,Turkistan,77.9,KAZ,,,,,,,,,,,
2018.0,Percent,urban,Male,Turkistan,78.0,KAZ,,,,,,,,,,,
2018.0,Percent,urban,Female,Turkistan,77.8,KAZ,,,,,,,,,,,
2018.0,Percent,rural,,Turkistan,80.9,KAZ,,,,,,,,,,,
2018.0,Percent,rural,Male,Turkistan,82.0,KAZ,,,,,,,,,,,
2018.0,Percent,rural,Female,Turkistan,79.9,KAZ,,,,,,,,,,,
2018.0,Percent,,,Shygys Kazakhstan,87.3,KAZ,,,,,,,,,,,
2018.0,Percent,,Male,Shygys Kazakhstan,87.7,KAZ,,,,,,,,,,,
2018.0,Percent,,Female,Shygys Kazakhstan,87.0,KAZ,,,,,,,,,,,
2018.0,Percent,urban,,Shygys Kazakhstan,94.2,KAZ,,,,,,,,,,,
2018.0,Percent,urban,Male,Shygys Kazakhstan,94.3,KAZ,,,,,,,,,,,
2018.0,Percent,urban,Female,Shygys Kazakhstan,94.2,KAZ,,,,,,,,,,,
2018.0,Percent,rural,,Shygys Kazakhstan,76.5,KAZ,,,,,,,,,,,
2018.0,Percent,rural,Male,Shygys Kazakhstan,78.2,KAZ,,,,,,,,,,,
2018.0,Percent,rural,Female,Shygys Kazakhstan,74.8,KAZ,,,,,,,,,,,
2018.0,Percent,,,Nur-Sultan city,94.2,KAZ,,,,,,,,,,,
2018.0,Percent,,Male,Nur-Sultan city,98.5,KAZ,,,,,,,,,,,
2018.0,Percent,,Female,Nur-Sultan city,90.3,KAZ,,,,,,,,,,,
2018.0,Percent,,,Almaty city,89.8,KAZ,,,,,,,,,,,
2018.0,Percent,,Male,Almaty city,90.5,KAZ,,,,,,,,,,,
2018.0,Percent,,Female,Almaty city,89.2,KAZ,,,,,,,,,,,
2018.0,Percent,,,Shymkent city,91.3,KAZ,,,,,,,,,,,
2018.0,Percent,,Male,Shymkent city,92.4,KAZ,,,,,,,,,,,
2018.0,Percent,,Female,Shymkent city,90.3,KAZ,,,,,,,,,,,
2019.0,Percent,,,,88.1,KAZ,,,,,,,,,,,
2019.0,Percent,,Male,,88.6,KAZ,,,,,,,,,,,
2019.0,Percent,,Female,,87.7,KAZ,,,,,,,,,,,
2019.0,Percent,urban,,,90.1,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Male,,90.6,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Female,,89.6,KAZ,,,,,,,,,,,
2019.0,Percent,rural,,,85.4,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Male,,86.0,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Female,,84.8,KAZ,,,,,,,,,,,
2019.0,Percent,,,Akmola,88.1,KAZ,,,,,,,,,,,
2019.0,Percent,,Male,Akmola,89.2,KAZ,,,,,,,,,,,
2019.0,Percent,,Female,Akmola,87.1,KAZ,,,,,,,,,,,
2019.0,Percent,urban,,Akmola,89.2,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Male,Akmola,90.0,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Female,Akmola,88.6,KAZ,,,,,,,,,,,
2019.0,Percent,rural,,Akmola,87.1,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Male,Akmola,88.6,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Female,Akmola,85.7,KAZ,,,,,,,,,,,
2019.0,Percent,,,Aktobe,90.7,KAZ,,,,,,,,,,,
2019.0,Percent,,Male,Aktobe,91.6,KAZ,,,,,,,,,,,
2019.0,Percent,,Female,Aktobe,89.8,KAZ,,,,,,,,,,,
2019.0,Percent,urban,,Aktobe,92.4,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Male,Aktobe,92.6,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Female,Aktobe,92.3,KAZ,,,,,,,,,,,
2019.0,Percent,rural,,Aktobe,86.4,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Male,Aktobe,89.4,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Female,Aktobe,83.5,KAZ,,,,,,,,,,,
2019.0,Percent,,,Almaty,91.7,KAZ,,,,,,,,,,,
2019.0,Percent,,Male,Almaty,91.9,KAZ,,,,,,,,,,,
2019.0,Percent,,Female,Almaty,91.5,KAZ,,,,,,,,,,,
2019.0,Percent,urban,,Almaty,90.2,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Male,Almaty,91.2,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Female,Almaty,89.4,KAZ,,,,,,,,,,,
2019.0,Percent,rural,,Almaty,92.1,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Male,Almaty,92.1,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Female,Almaty,92.2,KAZ,,,,,,,,,,,
2019.0,Percent,,,Atyrau,84.7,KAZ,,,,,,,,,,,
2019.0,Percent,,Male,Atyrau,84.7,KAZ,,,,,,,,,,,
2019.0,Percent,,Female,Atyrau,84.6,KAZ,,,,,,,,,,,
2019.0,Percent,urban,,Atyrau,88.5,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Male,Atyrau,90.2,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Female,Atyrau,87.0,KAZ,,,,,,,,,,,
2019.0,Percent,rural,,Atyrau,80.5,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Male,Atyrau,79.2,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Female,Atyrau,81.9,KAZ,,,,,,,,,,,
2019.0,Percent,,,Batys Kazakhstan,87.6,KAZ,,,,,,,,,,,
2019.0,Percent,,Male,Batys Kazakhstan,87.4,KAZ,,,,,,,,,,,
2019.0,Percent,,Female,Batys Kazakhstan,87.7,KAZ,,,,,,,,,,,
2019.0,Percent,urban,,Batys Kazakhstan,94.5,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Male,Batys Kazakhstan,95.0,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Female,Batys Kazakhstan,94.0,KAZ,,,,,,,,,,,
2019.0,Percent,rural,,Batys Kazakhstan,80.2,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Male,Batys Kazakhstan,80.0,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Female,Batys Kazakhstan,80.3,KAZ,,,,,,,,,,,
2019.0,Percent,,,Zhambyl,81.4,KAZ,,,,,,,,,,,
2019.0,Percent,,Male,Zhambyl,81.4,KAZ,,,,,,,,,,,
2019.0,Percent,,Female,Zhambyl,81.3,KAZ,,,,,,,,,,,
2019.0,Percent,urban,,Zhambyl,76.8,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Male,Zhambyl,74.9,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Female,Zhambyl,78.5,KAZ,,,,,,,,,,,
2019.0,Percent,rural,,Zhambyl,84.3,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Male,Zhambyl,85.4,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Female,Zhambyl,83.3,KAZ,,,,,,,,,,,
2019.0,Percent,,,Karagandy,89.7,KAZ,,,,,,,,,,,
2019.0,Percent,,Male,Karagandy,90.0,KAZ,,,,,,,,,,,
2019.0,Percent,,Female,Karagandy,89.3,KAZ,,,,,,,,,,,
2019.0,Percent,urban,,Karagandy,90.0,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Male,Karagandy,90.3,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Female,Karagandy,89.7,KAZ,,,,,,,,,,,
2019.0,Percent,rural,,Karagandy,88.4,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Male,Karagandy,88.9,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Female,Karagandy,87.8,KAZ,,,,,,,,,,,
2019.0,Percent,,,Kostanay,91.8,KAZ,,,,,,,,,,,
2019.0,Percent,,Male,Kostanay,92.6,KAZ,,,,,,,,,,,
2019.0,Percent,,Female,Kostanay,91.2,KAZ,,,,,,,,,,,
2019.0,Percent,urban,,Kostanay,95.6,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Male,Kostanay,95.6,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Female,Kostanay,95.6,KAZ,,,,,,,,,,,
2019.0,Percent,rural,,Kostanay,87.4,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Male,Kostanay,89.2,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Female,Kostanay,85.6,KAZ,,,,,,,,,,,
2019.0,Percent,,,Kyzylorda,82.2,KAZ,,,,,,,,,,,
2019.0,Percent,,Male,Kyzylorda,80.8,KAZ,,,,,,,,,,,
2019.0,Percent,,Female,Kyzylorda,83.7,KAZ,,,,,,,,,,,
2019.0,Percent,urban,,Kyzylorda,86.5,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Male,Kyzylorda,84.1,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Female,Kyzylorda,88.7,KAZ,,,,,,,,,,,
2019.0,Percent,rural,,Kyzylorda,78.9,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Male,Kyzylorda,78.3,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Female,Kyzylorda,79.5,KAZ,,,,,,,,,,,
2019.0,Percent,,,Mangistau,91.6,KAZ,,,,,,,,,,,
2019.0,Percent,,Male,Mangistau,92.1,KAZ,,,,,,,,,,,
2019.0,Percent,,Female,Mangistau,91.0,KAZ,,,,,,,,,,,
2019.0,Percent,urban,,Mangistau,94.5,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Male,Mangistau,95.3,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Female,Mangistau,93.8,KAZ,,,,,,,,,,,
2019.0,Percent,rural,,Mangistau,89.6,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Male,Mangistau,90.0,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Female,Mangistau,89.1,KAZ,,,,,,,,,,,
2019.0,Percent,,,Pavlodar,86.4,KAZ,,,,,,,,,,,
2019.0,Percent,,Male,Pavlodar,86.6,KAZ,,,,,,,,,,,
2019.0,Percent,,Female,Pavlodar,86.2,KAZ,,,,,,,,,,,
2019.0,Percent,urban,,Pavlodar,89.3,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Male,Pavlodar,89.2,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Female,Pavlodar,89.5,KAZ,,,,,,,,,,,
2019.0,Percent,rural,,Pavlodar,79.2,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Male,Pavlodar,81.0,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Female,Pavlodar,77.5,KAZ,,,,,,,,,,,
2019.0,Percent,,,Soltustik Kazakhstan,86.6,KAZ,,,,,,,,,,,
2019.0,Percent,,Male,Soltustik Kazakhstan,87.1,KAZ,,,,,,,,,,,
2019.0,Percent,,Female,Soltustik Kazakhstan,86.1,KAZ,,,,,,,,,,,
2019.0,Percent,urban,,Soltustik Kazakhstan,91.1,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Male,Soltustik Kazakhstan,91.8,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Female,Soltustik Kazakhstan,90.5,KAZ,,,,,,,,,,,
2019.0,Percent,rural,,Soltustik Kazakhstan,82.8,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Male,Soltustik Kazakhstan,83.6,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Female,Soltustik Kazakhstan,82.0,KAZ,,,,,,,,,,,
2019.0,Percent,,,Turkistan,82.5,KAZ,,,,,,,,,,,
2019.0,Percent,,Male,Turkistan,83.3,KAZ,,,,,,,,,,,
2019.0,Percent,,Female,Turkistan,81.7,KAZ,,,,,,,,,,,
2019.0,Percent,urban,,Turkistan,79.6,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Male,Turkistan,78.2,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Female,Turkistan,80.9,KAZ,,,,,,,,,,,
2019.0,Percent,rural,,Turkistan,83.2,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Male,Turkistan,84.5,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Female,Turkistan,81.9,KAZ,,,,,,,,,,,
2019.0,Percent,,,Shygys Kazakhstan,89.7,KAZ,,,,,,,,,,,
2019.0,Percent,,Male,Shygys Kazakhstan,89.9,KAZ,,,,,,,,,,,
2019.0,Percent,,Female,Shygys Kazakhstan,89.6,KAZ,,,,,,,,,,,
2019.0,Percent,urban,,Shygys Kazakhstan,95.3,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Male,Shygys Kazakhstan,96.2,KAZ,,,,,,,,,,,
2019.0,Percent,urban,Female,Shygys Kazakhstan,94.6,KAZ,,,,,,,,,,,
2019.0,Percent,rural,,Shygys Kazakhstan,80.8,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Male,Shygys Kazakhstan,80.5,KAZ,,,,,,,,,,,
2019.0,Percent,rural,Female,Shygys Kazakhstan,81.0,KAZ,,,,,,,,,,,
2019.0,Percent,,,Nur-Sultan city,94.7,KAZ,,,,,,,,,,,
2019.0,Percent,,Male,Nur-Sultan city,98.0,KAZ,,,,,,,,,,,
2019.0,Percent,,Female,Nur-Sultan city,91.7,KAZ,,,,,,,,,,,
2019.0,Percent,,,Almaty city,88.3,KAZ,,,,,,,,,,,
2019.0,Percent,,Male,Almaty city,88.8,KAZ,,,,,,,,,,,
2019.0,Percent,,Female,Almaty city,88.0,KAZ,,,,,,,,,,,
2019.0,Percent,,,Shymkent city,88.6,KAZ,,,,,,,,,,,
2019.0,Percent,,Male,Shymkent city,89.3,KAZ,,,,,,,,,,,
2019.0,Percent,,Female,Shymkent city,88.0,KAZ,,,,,,,,,,,
2018.0,,,,,91.8,KGZ,,15 years old and over,,,,,,,,,
2019.0,,,,,91.178938,KGZ,,15 years old and over,,,,,,,,,
2020.0,,,,,92.6,KGZ,,15 years old and over,,,,,,,,,
2021.0,,,,,92.994602,KGZ,,15 years old and over,,,,,,,,,
2018.0,,,,,94.9,KGZ,,15 years old and over,Urban,,,,,,,,
2019.0,,,,,95.590033,KGZ,,15 years old and over,Urban,,,,,,,,
2020.0,,,,,96.0,KGZ,,15 years old and over,Urban,,,,,,,,
2021.0,,,,,96.70329,KGZ,,15 years old and over,Urban,,,,,,,,
2018.0,,,,,89.9,KGZ,,15 years old and over,Rural,,,,,,,,
2019.0,,,,,88.555506,KGZ,,15 years old and over,Rural,,,,,,,,
2020.0,,,,,90.5,KGZ,,15 years old and over,Rural,,,,,,,,
2021.0,,,,,90.681478,KGZ,,15 years old and over,Rural,,,,,,,,
2018.0,,,Male,,92.8,KGZ,,15 years old and over,,,,,,,,,
2019.0,,,Male,,92.137465,KGZ,,15 years old and over,,,,,,,,,
2020.0,,,Male,,93.2,KGZ,,15 years old and over,,,,,,,,,
2021.0,,,Male,,94.137112,KGZ,,15 years old and over,,,,,,,,,
2018.0,,,Female,,91.0,KGZ,,15 years old and over,,,,,,,,,
2019.0,,,Female,,90.379166,KGZ,,15 years old and over,,,,,,,,,
2020.0,,,Female,,92.0,KGZ,,15 years old and over,,,,,,,,,
2021.0,,,Female,,92.036289,KGZ,,15 years old and over,,,,,,,,,
2018.0,,,,,91.1,KGZ,Batken,15 years old and over,,,,KG05,,,,,
2019.0,,,,,92.501775,KGZ,Batken,15 years old and over,,,,KG05,,,,,
2020.0,,,,,93.5,KGZ,Batken,15 years old and over,,,,KG05,,,,,
2021.0,,,,,93.333536,KGZ,Batken,15 years old and over,,,,KG05,,,,,
2018.0,,,,,90.6,KGZ,Jalal-Abad,15 years old and over,,,,KG03,,,,,
2019.0,,,,,82.95577,KGZ,Jalal-Abad,15 years old and over,,,,KG03,,,,,
2020.0,,,,,83.5,KGZ,Jalal-Abad,15 years old and over,,,,KG03,,,,,
2021.0,,,,,83.868737,KGZ,Jalal-Abad,15 years old and over,,,,KG03,,,,,
2018.0,,,,,92.1,KGZ,Issyk-Kul,15 years old and over,,,,KG02,,,,,
2019.0,,,,,93.390895,KGZ,Issyk-Kul,15 years old and over,,,,KG02,,,,,
2020.0,,,,,95.2,KGZ,Issyk-Kul,15 years old and over,,,,KG02,,,,,
2021.0,,,,,96.414753,KGZ,Issyk-Kul,15 years old and over,,,,KG02,,,,,
2018.0,,,,,89.4,KGZ,Naryn,15 years old and over,,,,KG04,,,,,
2019.0,,,,,89.199874,KGZ,Naryn,15 years old and over,,,,KG04,,,,,
2020.0,,,,,92.2,KGZ,Naryn,15 years old and over,,,,KG04,,,,,
2021.0,,,,,93.035508,KGZ,Naryn,15 years old and over,,,,KG04,,,,,
2018.0,,,,,87.6,KGZ,Osh,15 years old and over,,,,KG06,,,,,
2019.0,,,,,89.256132,KGZ,Osh,15 years old and over,,,,KG06,,,,,
2020.0,,,,,93.2,KGZ,Osh,15 years old and over,,,,KG06,,,,,
2021.0,,,,,92.867771,KGZ,Osh,15 years old and over,,,,KG06,,,,,
2018.0,,,,,91.5,KGZ,Talas,15 years old and over,,,,KG07,,,,,
2019.0,,,,,90.937706,KGZ,Talas,15 years old and over,,,,KG07,,,,,
2020.0,,,,,92.6,KGZ,Talas,15 years old and over,,,,KG07,,,,,
2021.0,,,,,92.877988,KGZ,Talas,15 years old and over,,,,KG07,,,,,
2018.0,,,,,94.6,KGZ,Chui,15 years old and over,,,,KG08,,,,,
2019.0,,,,,95.858208,KGZ,Chui,15 years old and over,,,,KG08,,,,,
2020.0,,,,,96.0,KGZ,Chui,15 years old and over,,,,KG08,,,,,
2021.0,,,,,96.944232,KGZ,Chui,15 years old and over,,,,KG08,,,,,
2018.0,,,,,97.0,KGZ,Bishkek (city),15 years old and over,,,,KG11,,,,,
2019.0,,,,,97.2808,KGZ,Bishkek (city),15 years old and over,,,,KG11,,,,,
2020.0,,,,,97.9,KGZ,Bishkek (city),15 years old and over,,,,KG11,,,,,
2021.0,,,,,97.652833,KGZ,Bishkek (city),15 years old and over,,,,KG11,,,,,
2018.0,,,,,88.3,KGZ,Osh (city),15 years old and over,,,,KG21,,,,,
2019.0,,,,,91.838606,KGZ,Osh (city),15 years old and over,,,,KG21,,,,,
2020.0,,,,,91.9,KGZ,Osh (city),15 years old and over,,,,KG21,,,,,
2021.0,,,,,95.83957,KGZ,Osh (city),15 years old and over,,,,KG21,,,,,
2018.0,,,,,90.9,KGZ,,15 to 28 years old,,,,,,,,,
2019.0,,,,,89.361139,KGZ,,15 to 28 years old,,,,,,,,,
2020.0,,,,,90.1,KGZ,,15 to 28 years old,,,,,,,,,
2021.0,,,,,91.964757,KGZ,,15 to 28 years old,,,,,,,,,
2018.0,,,,,95.9,KGZ,,"29 to 62 years old (working age population: women under 57 years old, men under 62 years old)",,,,,,,,,
2019.0,,,,,95.334863,KGZ,,"29 to 62 years old (working age population: women under 57 years old, men under 62 years old)",,,,,,,,,
2020.0,,,,,96.1,KGZ,,"29 to 62 years old (working age population: women under 57 years old, men under 62 years old)",,,,,,,,,
2021.0,,,,,95.62544,KGZ,,"29 to 62 years old (working age population: women under 57 years old, men under 62 years old)",,,,,,,,,
2018.0,,,,,78.8,KGZ,,"58 years old and over (population over working age: women 58 years and older, men 63 years and older)",,,,,,,,,
2019.0,,,,,80.597836,KGZ,,"58 years old and over (population over working age: women 58 years and older, men 63 years and older)",,,,,,,,,
2020.0,,,,,85.6,KGZ,,"58 years old and over (population over working age: women 58 years and older, men 63 years and older)",,,,,,,,,
2021.0,,,,,86.706527,KGZ,,"58 years old and over (population over working age: women 58 years and older, men 63 years and older)",,,,,,,,,
2018.0,,,,,58.1,KGZ,,15 years old and over,,,Primary education,,,,,,
2019.0,,,,,60.727949,KGZ,,15 years old and over,,,Primary education,,,,,,
2020.0,,,,,68.7,KGZ,,15 years old and over,,,Primary education,,,,,,
2021.0,,,,,68.076027,KGZ,,15 years old and over,,,Primary education,,,,,,
2018.0,,,,,84.0,KGZ,,15 years old and over,,,Lower secondary education,,,,,,
2019.0,,,,,82.680604,KGZ,,15 years old and over,,,Lower secondary education,,,,,,
2020.0,,,,,85.6,KGZ,,15 years old and over,,,Lower secondary education,,,,,,
2021.0,,,,,89.482325,KGZ,,15 years old and over,,,Lower secondary education,,,,,,
2018.0,,,,,92.8,KGZ,,15 years old and over,,,Upper secondary education,,,,,,
2019.0,,,,,92.037394,KGZ,,15 years old and over,,,Upper secondary education,,,,,,
2020.0,,,,,92.9,KGZ,,15 years old and over,,,Upper secondary education,,,,,,
2021.0,,,,,92.677684,KGZ,,15 years old and over,,,Upper secondary education,,,,,,
2018.0,,,,,96.4,KGZ,,15 years old and over,,,Post-secondary non-tertiary education,,,,,,
2019.0,,,,,96.037143,KGZ,,15 years old and over,,,Post-secondary non-tertiary education,,,,,,
2020.0,,,,,96.8,KGZ,,15 years old and over,,,Post-secondary non-tertiary education,,,,,,
2021.0,,,,,97.302275,KGZ,,15 years old and over,,,Post-secondary non-tertiary education,,,,,,
2018.0,,,,,98.1,KGZ,,15 years old and over,,,Tertiary education (Bachelor’s and Master's or equivalent),,,,,,
2019.0,,,,,97.488857,KGZ,,15 years old and over,,,Tertiary education (Bachelor’s and Master's or equivalent),,,,,,
2020.0,,,,,98.4,KGZ,,15 years old and over,,,Tertiary education (Bachelor’s and Master's or equivalent),,,,,,
2021.0,,,,,98.334718,KGZ,,15 years old and over,,,Tertiary education (Bachelor’s and Master's or equivalent),,,,,,
2018.0,,,,,88.941427,KGZ,,15 years old and over,,Quintile 1 (poorest),,,,,,,
2019.0,,,,,86.235104,KGZ,,15 years old and over,,Quintile 1 (poorest),,,,,,,
2020.0,,,,,87.533804,KGZ,,15 years old and over,,Quintile 1 (poorest),,,,,,,
2021.0,,,,,86.414024,KGZ,,15 years old and over,,Quintile 1 (poorest),,,,,,,
2018.0,,,,,90.234584,KGZ,,15 years old and over,,Quintile 2,,,,,,,
2019.0,,,,,90.9333,KGZ,,15 years old and over,,Quintile 2,,,,,,,
2020.0,,,,,92.176936,KGZ,,15 years old and over,,Quintile 2,,,,,,,
2021.0,,,,,93.331957,KGZ,,15 years old and over,,Quintile 2,,,,,,,
2018.0,,,,,91.864446,KGZ,,15 years old and over,,Quintile 3,,,,,,,
