Year,UNIT_MEASURE,Regions,Sex,Area,Age,Value,M49_country_code,Degree of urbanisation,Economic activity
2015,Percent,Nur-Sultan city,Female,,,0.4,KAZ,,
2015,Percent,Almaty city,Female,,,0.8,KAZ,,
2015,Percent,,,urban,,2.5,KAZ,,
2015,Percent,Akmola,,urban,,1.6,KAZ,,
2015,Percent,Aktobe,,urban,,2.4,KAZ,,
2015,Percent,Almaty,,urban,,4.0,KAZ,,
2015,Percent,Atyrau,,urban,,0.3,KAZ,,
2015,Percent,Batys Kazakhstan,,urban,,2.5,KAZ,,
2015,Percent,Zhambyl,,urban,,12.1,KAZ,,
2015,Percent,Karagandy,,urban,,2.6,KAZ,,
2015,Percent,Kostanay,,urban,,5.0,KAZ,,
2015,Percent,Kyzylorda,,urban,,5.0,KAZ,,
2015,Percent,Mangistau,,urban,,3.3,KAZ,,
2015,Percent,Ontustik Kazakhstan,,urban,,1.6,KAZ,,
2015,Percent,Pavlodar,,urban,,0.4,KAZ,,
2015,Percent,Soltustik Kazakhstan,,urban,,2.6,KAZ,,
2015,Percent,Shygys Kazakhstan,,urban,,2.7,KAZ,,
2015,Percent,Nur-Sultan city,,urban,,0.6,KAZ,,
2015,Percent,Almaty city,,urban,,1.0,KAZ,,
2015,Percent,,,rural,,5.6,KAZ,,
2015,Percent,Akmola,,rural,,6.9,KAZ,,
2015,Percent,Aktobe,,rural,,4.0,KAZ,,
2015,Percent,Almaty,,rural,,6.2,KAZ,,
2015,Percent,Atyrau,,rural,,2.2,KAZ,,
2015,Percent,Batys Kazakhstan,,rural,,5.5,KAZ,,
2015,Percent,Zhambyl,,rural,,12.6,KAZ,,
2015,Percent,Karagandy,,rural,,3.4,KAZ,,
2015,Percent,Kostanay,,rural,,1.8,KAZ,,
2015,Percent,Kyzylorda,,rural,,17.6,KAZ,,
2015,Percent,Mangistau,,rural,,0.7,KAZ,,
2015,Percent,Ontustik Kazakhstan,,rural,,2.0,KAZ,,
2015,Percent,Pavlodar,,rural,,4.3,KAZ,,
2015,Percent,Soltustik Kazakhstan,,rural,,2.1,KAZ,,
2015,Percent,Shygys Kazakhstan,,rural,,8.7,KAZ,,
2015,Percent,,,,Y15,43.9,KAZ,,
2015,Percent,,,,16-24,5.0,KAZ,,
2015,Percent,,,,25-28,3.6,KAZ,,
2015,Percent,,,,29-34,3.7,KAZ,,
2015,Percent,,,,35-44,3.6,KAZ,,
2015,Percent,,,,45-54,3.9,KAZ,,
2015,Percent,,,,55-64,3.8,KAZ,,
2015,Percent,,,,65 and older,6.3,KAZ,,
2015,Percent,Akmola,,,Y15,38.6,KAZ,,
2015,Percent,Akmola,,,16-24,5.6,KAZ,,
2015,Percent,Akmola,,,25-28,3.7,KAZ,,
2015,Percent,Akmola,,,29-34,4.5,KAZ,,
2015,Percent,Akmola,,,35-44,4.1,KAZ,,
2015,Percent,Akmola,,,45-54,5.3,KAZ,,
2015,Percent,Akmola,,,55-64,4.1,KAZ,,
2015,Percent,Akmola,,,65 and older,2.0,KAZ,,
2015,Percent,Aktobe,,,16-24,4.0,KAZ,,
2015,Percent,Aktobe,,,25-28,2.7,KAZ,,
2015,Percent,Aktobe,,,29-34,2.7,KAZ,,
2015,Percent,Aktobe,,,35-44,3.5,KAZ,,
2015,Percent,Aktobe,,,45-54,3.2,KAZ,,
2015,Percent,Aktobe,,,55-64,2.3,KAZ,,
2015,Percent,Almaty,,,16-24,5.2,KAZ,,
2015,Percent,Almaty,,,25-28,4.6,KAZ,,
2015,Percent,Almaty,,,29-34,6.1,KAZ,,
2015,Percent,Almaty,,,35-44,5.9,KAZ,,
2015,Percent,Almaty,,,45-54,7.2,KAZ,,
2015,Percent,Almaty,,,55-64,6.2,KAZ,,
2015,Percent,Almaty,,,65 and older,5.2,KAZ,,
2015,Percent,Atyrau,,,16-24,1.2,KAZ,,
2015,Percent,Atyrau,,,25-28,1.2,KAZ,,
2015,Percent,Atyrau,,,29-34,1.2,KAZ,,
2015,Percent,Atyrau,,,35-44,0.8,KAZ,,
2015,Percent,Atyrau,,,45-54,1.6,KAZ,,
2015,Percent,Atyrau,,,55-64,1.4,KAZ,,
2015,Percent,Batys Kazakhstan,,,16-24,6.5,KAZ,,
2015,Percent,Batys Kazakhstan,,,25-28,5.5,KAZ,,
2015,Percent,Batys Kazakhstan,,,29-34,4.2,KAZ,,
2015,Percent,Batys Kazakhstan,,,35-44,2.9,KAZ,,
2015,Percent,Batys Kazakhstan,,,45-54,3.7,KAZ,,
2015,Percent,Batys Kazakhstan,,,55-64,4.0,KAZ,,
2015,Percent,Zhambyl,,,Y15,58.7,KAZ,,
2015,Percent,Zhambyl,,,16-24,20.2,KAZ,,
2015,Percent,Zhambyl,,,25-28,12.9,KAZ,,
2015,Percent,Zhambyl,,,29-34,11.2,KAZ,,
2015,Percent,Zhambyl,,,35-44,10.2,KAZ,,
2015,Percent,Zhambyl,,,45-54,9.8,KAZ,,
2015,Percent,Zhambyl,,,55-64,13.3,KAZ,,
2015,Percent,Zhambyl,,,65 and older,49.8,KAZ,,
2015,Percent,Karagandy,,,Y15,95.0,KAZ,,
2015,Percent,Karagandy,,,16-24,3.0,KAZ,,
2015,Percent,Karagandy,,,25-28,1.6,KAZ,,
2015,Percent,Karagandy,,,29-34,3.1,KAZ,,
2015,Percent,Karagandy,,,35-44,3.9,KAZ,,
2015,Percent,Karagandy,,,45-54,2.7,KAZ,,
2015,Percent,Karagandy,,,55-64,1.7,KAZ,,
2015,Percent,Karagandy,,,65 and older,0.5,KAZ,,
2015,Percent,Kostanay,,,16-24,3.4,KAZ,,
2015,Percent,Kostanay,,,25-28,3.8,KAZ,,
2015,Percent,Kostanay,,,29-34,3.9,KAZ,,
2015,Percent,Kostanay,,,35-44,3.9,KAZ,,
2015,Percent,Kostanay,,,45-54,3.2,KAZ,,
2015,Percent,Kostanay,,,55-64,3.0,KAZ,,
2015,Percent,Kostanay,,,65 and older,0.8,KAZ,,
2015,Percent,Kyzylorda,,,16-24,16.2,KAZ,,
2015,Percent,Kyzylorda,,,25-28,10.8,KAZ,,
2015,Percent,Kyzylorda,,,29-34,10.2,KAZ,,
2015,Percent,Kyzylorda,,,35-44,12.2,KAZ,,
2015,Percent,Kyzylorda,,,45-54,13.1,KAZ,,
2015,Percent,Kyzylorda,,,55-64,13.2,KAZ,,
2015,Percent,Mangistau,,,16-24,2.4,KAZ,,
2015,Percent,Mangistau,,,25-28,2.1,KAZ,,
2015,Percent,Mangistau,,,29-34,1.3,KAZ,,
2015,Percent,Mangistau,,,35-44,2.1,KAZ,,
2015,Percent,Mangistau,,,45-54,2.8,KAZ,,
2015,Percent,Mangistau,,,55-64,1.4,KAZ,,
2015,Percent,Mangistau,,,65 and older,7.2,KAZ,,
2015,Percent,Ontustik Kazakhstan,,,16-24,2.4,KAZ,,
2015,Percent,Ontustik Kazakhstan,,,25-28,2.2,KAZ,,
2015,Percent,Ontustik Kazakhstan,,,29-34,2.0,KAZ,,
2015,Percent,Ontustik Kazakhstan,,,35-44,1.7,KAZ,,
2015,Percent,Ontustik Kazakhstan,,,45-54,1.4,KAZ,,
2015,Percent,Ontustik Kazakhstan,,,55-64,1.8,KAZ,,
2015,Percent,Pavlodar,,,Y15,56.3,KAZ,,
2015,Percent,Pavlodar,,,16-24,3.9,KAZ,,
2015,Percent,Pavlodar,,,25-28,0.6,KAZ,,
2015,Percent,Pavlodar,,,29-34,1.2,KAZ,,
2015,Percent,Pavlodar,,,35-44,1.2,KAZ,,
2015,Percent,Pavlodar,,,45-54,2.5,KAZ,,
2015,Percent,Pavlodar,,,55-64,1.8,KAZ,,
2015,Percent,Pavlodar,,,65 and older,0.2,KAZ,,
2015,Percent,Soltustik Kazakhstan,,,Y15,29.5,KAZ,,
2015,Percent,Soltustik Kazakhstan,,,16-24,4.6,KAZ,,
2015,Percent,Soltustik Kazakhstan,,,25-28,3.5,KAZ,,
2015,Percent,Soltustik Kazakhstan,,,29-34,2.6,KAZ,,
2015,Percent,Soltustik Kazakhstan,,,35-44,2.0,KAZ,,
2015,Percent,Soltustik Kazakhstan,,,45-54,1.8,KAZ,,
2015,Percent,Soltustik Kazakhstan,,,55-64,1.6,KAZ,,
2015,Percent,Soltustik Kazakhstan,,,65 and older,0.1,KAZ,,
2015,Percent,Shygys Kazakhstan,,,Y15,62.5,KAZ,,
2015,Percent,Shygys Kazakhstan,,,16-24,9.2,KAZ,,
2015,Percent,Shygys Kazakhstan,,,25-28,5.6,KAZ,,
2015,Percent,Shygys Kazakhstan,,,29-34,4.5,KAZ,,
2015,Percent,Shygys Kazakhstan,,,35-44,4.7,KAZ,,
2015,Percent,Shygys Kazakhstan,,,45-54,5.1,KAZ,,
2015,Percent,Shygys Kazakhstan,,,55-64,4.6,KAZ,,
2015,Percent,Shygys Kazakhstan,,,65 and older,8.0,KAZ,,
2015,Percent,Nur-Sultan city,,,16-24,3.5,KAZ,,
2015,Percent,Nur-Sultan city,,,25-28,0.5,KAZ,,
2015,Percent,Nur-Sultan city,,,29-34,0.2,KAZ,,
2015,Percent,Nur-Sultan city,,,35-44,0.4,KAZ,,
2015,Percent,Nur-Sultan city,,,45-54,0.1,KAZ,,
2015,Percent,Nur-Sultan city,,,55-64,0.5,KAZ,,
2015,Percent,Almaty city,,,16-24,0.7,KAZ,,
2015,Percent,Almaty city,,,25-28,0.8,KAZ,,
2015,Percent,Almaty city,,,29-34,1.2,KAZ,,
2015,Percent,Almaty city,,,35-44,1.0,KAZ,,
2015,Percent,Almaty city,,,45-54,1.2,KAZ,,
2015,Percent,Almaty city,,,55-64,0.8,KAZ,,
2015,Percent,Almaty city,,,65 and older,0.9,KAZ,,
2016,Percent,,,,,3.5,KAZ,,
2016,Percent,Akmola,,,,4.1,KAZ,,
2016,Percent,Aktobe,,,,5.0,KAZ,,
2016,Percent,Almaty,,,,4.2,KAZ,,
2016,Percent,Atyrau,,,,0.4,KAZ,,
2016,Percent,Batys Kazakhstan,,,,4.1,KAZ,,
2016,Percent,Zhambyl,,,,15.6,KAZ,,
2016,Percent,Karagandy,,,,2.5,KAZ,,
2016,Percent,Kostanay,,,,5.1,KAZ,,
2016,Percent,Kyzylorda,,,,5.5,KAZ,,
2016,Percent,Mangistau,,,,1.1,KAZ,,
2016,Percent,Ontustik Kazakhstan,,,,2.1,KAZ,,
2016,Percent,Pavlodar,,,,1.9,KAZ,,
2016,Percent,Soltustik Kazakhstan,,,,1.7,KAZ,,
2016,Percent,Shygys Kazakhstan,,,,3.5,KAZ,,
2016,Percent,Nur-Sultan city,,,,0.0,KAZ,,
2016,Percent,Almaty city,,,,0.7,KAZ,,
2016,Percent,,Male,,,3.4,KAZ,,
2016,Percent,Akmola,Male,,,3.0,KAZ,,
2016,Percent,Aktobe,Male,,,5.4,KAZ,,
2016,Percent,Almaty,Male,,,3.2,KAZ,,
2016,Percent,Atyrau,Male,,,0.4,KAZ,,
2016,Percent,Batys Kazakhstan,Male,,,3.9,KAZ,,
2016,Percent,Zhambyl,Male,,,16.3,KAZ,,
2016,Percent,Karagandy,Male,,,2.7,KAZ,,
2016,Percent,Kostanay,Male,,,4.1,KAZ,,
2016,Percent,Kyzylorda,Male,,,5.7,KAZ,,
2016,Percent,Mangistau,Male,,,1.0,KAZ,,
2016,Percent,Ontustik Kazakhstan,Male,,,1.9,KAZ,,
2016,Percent,Pavlodar,Male,,,1.8,KAZ,,
2016,Percent,Soltustik Kazakhstan,Male,,,1.1,KAZ,,
2016,Percent,Shygys Kazakhstan,Male,,,3.8,KAZ,,
2016,Percent,Nur-Sultan city,Male,,,0.0,KAZ,,
2016,Percent,Almaty city,Male,,,1.0,KAZ,,
2016,Percent,,Female,,,3.7,KAZ,,
2016,Percent,Akmola,Female,,,5.2,KAZ,,
2016,Percent,Aktobe,Female,,,4.6,KAZ,,
2016,Percent,Almaty,Female,,,5.4,KAZ,,
2016,Percent,Atyrau,Female,,,0.4,KAZ,,
2016,Percent,Batys Kazakhstan,Female,,,4.2,KAZ,,
2016,Percent,Zhambyl,Female,,,14.9,KAZ,,
2016,Percent,Karagandy,Female,,,2.3,KAZ,,
2016,Percent,Kostanay,Female,,,6.1,KAZ,,
2016,Percent,Kyzylorda,Female,,,5.2,KAZ,,
2016,Percent,Mangistau,Female,,,1.1,KAZ,,
2016,Percent,Ontustik Kazakhstan,Female,,,2.3,KAZ,,
2016,Percent,Pavlodar,Female,,,2.0,KAZ,,
2016,Percent,Soltustik Kazakhstan,Female,,,2.4,KAZ,,
2016,Percent,Shygys Kazakhstan,Female,,,3.1,KAZ,,
2016,Percent,Nur-Sultan city,Female,,,0.1,KAZ,,
2016,Percent,Almaty city,Female,,,0.5,KAZ,,
2016,Percent,,,urban,,2.1,KAZ,,
2016,Percent,Akmola,,urban,,1.7,KAZ,,
2016,Percent,Aktobe,,urban,,3.7,KAZ,,
2016,Percent,Almaty,,urban,,2.7,KAZ,,
2016,Percent,Atyrau,,urban,,0.1,KAZ,,
2016,Percent,Batys Kazakhstan,,urban,,2.5,KAZ,,
2016,Percent,Zhambyl,,urban,,17.7,KAZ,,
2016,Percent,Karagandy,,urban,,1.8,KAZ,,
2016,Percent,Kostanay,,urban,,7.8,KAZ,,
2016,Percent,Kyzylorda,,urban,,0.9,KAZ,,
2016,Percent,Mangistau,,urban,,1.6,KAZ,,
2016,Percent,Ontustik Kazakhstan,,urban,,0.0,KAZ,,
2016,Percent,Pavlodar,,urban,,0.6,KAZ,,
2016,Percent,Soltustik Kazakhstan,,urban,,1.4,KAZ,,
2016,Percent,Shygys Kazakhstan,,urban,,0.5,KAZ,,
2016,Percent,Nur-Sultan city,,urban,,0.0,KAZ,,
2016,Percent,Almaty city,,urban,,0.7,KAZ,,
2016,Percent,,,rural,,5.4,KAZ,,
2016,Percent,Akmola,,rural,,6.3,KAZ,,
2016,Percent,Aktobe,,rural,,7.2,KAZ,,
2016,Percent,Almaty,,rural,,4.7,KAZ,,
2016,Percent,Atyrau,,rural,,0.7,KAZ,,
2016,Percent,Batys Kazakhstan,,rural,,5.5,KAZ,,
2016,Percent,Zhambyl,,rural,,14.3,KAZ,,
2016,Percent,Karagandy,,rural,,5.1,KAZ,,
2016,Percent,Kostanay,,rural,,2.1,KAZ,,
2016,Percent,Kyzylorda,,rural,,9.1,KAZ,,
2016,Percent,Mangistau,,rural,,0.5,KAZ,,
2016,Percent,Ontustik Kazakhstan,,rural,,3.6,KAZ,,
2016,Percent,Pavlodar,,rural,,4.8,KAZ,,
2016,Percent,Soltustik Kazakhstan,,rural,,2.0,KAZ,,
2016,Percent,Shygys Kazakhstan,,rural,,8.0,KAZ,,
2016,Percent,,,,Y15,45.7,KAZ,,
2016,Percent,,,,16-24,4.7,KAZ,,
2016,Percent,,,,25-28,2.9,KAZ,,
2016,Percent,,,,29-34,2.8,KAZ,,
2016,Percent,,,,35-44,3.0,KAZ,,
2016,Percent,,,,45-54,3.2,KAZ,,
2016,Percent,,,,55-64,5.5,KAZ,,
2016,Percent,,,,65 and older,14.4,KAZ,,
2016,Percent,Akmola,,,Y15,87.5,KAZ,,
2016,Percent,Akmola,,,16-24,6.0,KAZ,,
2016,Percent,Akmola,,,25-28,3.1,KAZ,,
2016,Percent,Akmola,,,29-34,2.7,KAZ,,
2016,Percent,Akmola,,,35-44,3.0,KAZ,,
2016,Percent,Akmola,,,45-54,3.2,KAZ,,
2016,Percent,Akmola,,,55-64,6.1,KAZ,,
2016,Percent,Akmola,,,65 and older,18.4,KAZ,,
2016,Percent,Aktobe,,,16-24,6.6,KAZ,,
2016,Percent,Aktobe,,,25-28,5.5,KAZ,,
2016,Percent,Aktobe,,,29-34,4.5,KAZ,,
2016,Percent,Aktobe,,,35-44,5.3,KAZ,,
2016,Percent,Aktobe,,,45-54,4.2,KAZ,,
2016,Percent,Aktobe,,,55-64,4.7,KAZ,,
2016,Percent,Aktobe,,,65 and older,6.3,KAZ,,
2016,Percent,Almaty,,,Y15,100.0,KAZ,,
2016,Percent,Almaty,,,16-24,3.1,KAZ,,
2016,Percent,Almaty,,,25-28,3.0,KAZ,,
2016,Percent,Almaty,,,29-34,3.6,KAZ,,
2016,Percent,Almaty,,,35-44,3.9,KAZ,,
2016,Percent,Almaty,,,45-54,4.0,KAZ,,
2016,Percent,Almaty,,,55-64,9.3,KAZ,,
2016,Percent,Almaty,,,65 and older,18.7,KAZ,,
2016,Percent,Atyrau,,,16-24,0.3,KAZ,,
2016,Percent,Atyrau,,,25-28,0.3,KAZ,,
2016,Percent,Atyrau,,,29-34,0.4,KAZ,,
2016,Percent,Atyrau,,,35-44,0.5,KAZ,,
2016,Percent,Atyrau,,,45-54,0.5,KAZ,,
2016,Percent,Atyrau,,,55-64,0.4,KAZ,,
2016,Percent,Batys Kazakhstan,,,16-24,5.2,KAZ,,
2016,Percent,Batys Kazakhstan,,,25-28,4.0,KAZ,,
2016,Percent,Batys Kazakhstan,,,29-34,4.4,KAZ,,
2016,Percent,Batys Kazakhstan,,,35-44,3.6,KAZ,,
2016,Percent,Batys Kazakhstan,,,45-54,3.5,KAZ,,
2016,Percent,Batys Kazakhstan,,,55-64,4.2,KAZ,,
2016,Percent,Zhambyl,,,16-24,29.2,KAZ,,
2016,Percent,Zhambyl,,,25-28,13.0,KAZ,,
2016,Percent,Zhambyl,,,29-34,11.6,KAZ,,
2016,Percent,Zhambyl,,,35-44,10.9,KAZ,,
2016,Percent,Zhambyl,,,45-54,10.2,KAZ,,
2016,Percent,Zhambyl,,,55-64,25.1,KAZ,,
2016,Percent,Zhambyl,,,65 and older,45.7,KAZ,,
2016,Percent,Karagandy,,,Y15,41.0,KAZ,,
2016,Percent,Karagandy,,,16-24,2.4,KAZ,,
2016,Percent,Karagandy,,,25-28,3.1,KAZ,,
2016,Percent,Karagandy,,,29-34,1.9,KAZ,,
2016,Percent,Karagandy,,,35-44,2.4,KAZ,,
2016,Percent,Karagandy,,,45-54,2.6,KAZ,,
2016,Percent,Karagandy,,,55-64,2.8,KAZ,,
2016,Percent,Karagandy,,,65 and older,5.0,KAZ,,
2016,Percent,Kostanay,,,16-24,7.2,KAZ,,
2016,Percent,Kostanay,,,25-28,5.8,KAZ,,
2016,Percent,Kostanay,,,29-34,4.1,KAZ,,
2016,Percent,Kostanay,,,35-44,4.2,KAZ,,
2016,Percent,Kostanay,,,45-54,3.8,KAZ,,
2016,Percent,Kostanay,,,55-64,6.5,KAZ,,
2016,Percent,Kostanay,,,65 and older,9.9,KAZ,,
2016,Percent,Kyzylorda,,,Y15,100.0,KAZ,,
2016,Percent,Kyzylorda,,,16-24,6.8,KAZ,,
2016,Percent,Kyzylorda,,,25-28,4.4,KAZ,,
2016,Percent,Kyzylorda,,,29-34,5.5,KAZ,,
2016,Percent,Kyzylorda,,,35-44,4.9,KAZ,,
2016,Percent,Kyzylorda,,,45-54,5.5,KAZ,,
2016,Percent,Kyzylorda,,,55-64,6.4,KAZ,,
2016,Percent,Mangistau,,,16-24,0.8,KAZ,,
2016,Percent,Mangistau,,,25-28,0.3,KAZ,,
2016,Percent,Mangistau,,,29-34,0.5,KAZ,,
2016,Percent,Mangistau,,,35-44,1.6,KAZ,,
2016,Percent,Mangistau,,,45-54,0.9,KAZ,,
2016,Percent,Mangistau,,,55-64,3.1,KAZ,,
2016,Percent,Ontustik Kazakhstan,,,16-24,1.8,KAZ,,
2016,Percent,Ontustik Kazakhstan,,,25-28,1.9,KAZ,,
2016,Percent,Ontustik Kazakhstan,,,29-34,1.8,KAZ,,
2016,Percent,Ontustik Kazakhstan,,,35-44,2.4,KAZ,,
2016,Percent,Ontustik Kazakhstan,,,45-54,2.2,KAZ,,
2016,Percent,Ontustik Kazakhstan,,,55-64,2.1,KAZ,,
2016,Percent,Ontustik Kazakhstan,,,65 and older,7.2,KAZ,,
2016,Percent,Pavlodar,,,16-24,3.3,KAZ,,
2016,Percent,Pavlodar,,,25-28,1.8,KAZ,,
2016,Percent,Pavlodar,,,29-34,1.2,KAZ,,
2016,Percent,Pavlodar,,,35-44,1.4,KAZ,,
2016,Percent,Pavlodar,,,45-54,2.3,KAZ,,
2016,Percent,Pavlodar,,,55-64,2.5,KAZ,,
2016,Percent,Pavlodar,,,65 and older,0.3,KAZ,,
2016,Percent,Soltustik Kazakhstan,,,Y15,43.8,KAZ,,
2016,Percent,Soltustik Kazakhstan,,,16-24,4.5,KAZ,,
2016,Percent,Soltustik Kazakhstan,,,25-28,1.3,KAZ,,
2016,Percent,Soltustik Kazakhstan,,,29-34,2.1,KAZ,,
2016,Percent,Soltustik Kazakhstan,,,35-44,1.1,KAZ,,
2016,Percent,Soltustik Kazakhstan,,,45-54,1.2,KAZ,,
2016,Percent,Soltustik Kazakhstan,,,55-64,1.8,KAZ,,
2016,Percent,Soltustik Kazakhstan,,,65 and older,2.9,KAZ,,
2016,Percent,Shygys Kazakhstan,,,Y15,100.0,KAZ,,
2016,Percent,Shygys Kazakhstan,,,16-24,6.7,KAZ,,
2016,Percent,Shygys Kazakhstan,,,25-28,2.3,KAZ,,
2016,Percent,Shygys Kazakhstan,,,29-34,2.4,KAZ,,
2016,Percent,Shygys Kazakhstan,,,35-44,3.2,KAZ,,
2016,Percent,Shygys Kazakhstan,,,45-54,3.8,KAZ,,
2016,Percent,Shygys Kazakhstan,,,55-64,4.0,KAZ,,
2016,Percent,Shygys Kazakhstan,,,65 and older,12.1,KAZ,,
2016,Percent,Nur-Sultan city,,,29-34,0.1,KAZ,,
2016,Percent,Nur-Sultan city,,,45-54,0.1,KAZ,,
2016,Percent,Almaty city,,,16-24,0.3,KAZ,,
2016,Percent,Almaty city,,,25-28,0.4,KAZ,,
2016,Percent,Almaty city,,,29-34,0.7,KAZ,,
2016,Percent,Almaty city,,,35-44,0.6,KAZ,,
2016,Percent,Almaty city,,,45-54,1.3,KAZ,,
2016,Percent,Almaty city,,,55-64,1.1,KAZ,,
2016,Percent,Almaty city,,,65 and older,2.6,KAZ,,
2017,Percent,,,,,2.5,KAZ,,
2017,Percent,Akmola,,,,4.1,KAZ,,
2017,Percent,Aktobe,,,,1.8,KAZ,,
2017,Percent,Almaty,,,,3.9,KAZ,,
2017,Percent,Atyrau,,,,0.4,KAZ,,
2017,Percent,Batys Kazakhstan,,,,3.8,KAZ,,
2017,Percent,Zhambyl,,,,3.6,KAZ,,
2017,Percent,Karagandy,,,,1.8,KAZ,,
2017,Percent,Kostanay,,,,5.3,KAZ,,
2017,Percent,Kyzylorda,,,,4.3,KAZ,,
2017,Percent,Mangistau,,,,1.1,KAZ,,
2017,Percent,Ontustik Kazakhstan,,,,1.7,KAZ,,
2017,Percent,Pavlodar,,,,1.7,KAZ,,
2017,Percent,Soltustik Kazakhstan,,,,0.8,KAZ,,
2017,Percent,Shygys Kazakhstan,,,,4.9,KAZ,,
2017,Percent,Nur-Sultan city,,,,0.0,KAZ,,
2017,Percent,Almaty city,,,,0.6,KAZ,,
2017,Percent,,Male,,,2.5,KAZ,,
2017,Percent,Akmola,Male,,,4.4,KAZ,,
2017,Percent,Aktobe,Male,,,2.1,KAZ,,
2017,Percent,Almaty,Male,,,4.1,KAZ,,
2017,Percent,Atyrau,Male,,,0.4,KAZ,,
2017,Percent,Batys Kazakhstan,Male,,,3.8,KAZ,,
2017,Percent,Zhambyl,Male,,,4.2,KAZ,,
2017,Percent,Karagandy,Male,,,2.1,KAZ,,
2017,Percent,Kostanay,Male,,,5.4,KAZ,,
2017,Percent,Kyzylorda,Male,,,5.3,KAZ,,
2017,Percent,Mangistau,Male,,,1.1,KAZ,,
2017,Percent,Ontustik Kazakhstan,Male,,,0.3,KAZ,,
2017,Percent,Pavlodar,Male,,,1.7,KAZ,,
2017,Percent,Soltustik Kazakhstan,Male,,,0.9,KAZ,,
2017,Percent,Shygys Kazakhstan,Male,,,5.2,KAZ,,
2017,Percent,Nur-Sultan city,Male,,,0.0,KAZ,,
2017,Percent,Almaty city,Male,,,0.7,KAZ,,
2017,Percent,,Female,,,2.5,KAZ,,
2017,Percent,Akmola,Female,,,3.8,KAZ,,
2017,Percent,Aktobe,Female,,,1.5,KAZ,,
2017,Percent,Almaty,Female,,,3.7,KAZ,,
2017,Percent,Atyrau,Female,,,0.4,KAZ,,
2017,Percent,Batys Kazakhstan,Female,,,3.8,KAZ,,
2017,Percent,Zhambyl,Female,,,3.0,KAZ,,
2017,Percent,Karagandy,Female,,,1.6,KAZ,,
2017,Percent,Kostanay,Female,,,5.1,KAZ,,
2017,Percent,Kyzylorda,Female,,,3.2,KAZ,,
2017,Percent,Mangistau,Female,,,1.1,KAZ,,
2017,Percent,Ontustik Kazakhstan,Female,,,3.3,KAZ,,
2017,Percent,Pavlodar,Female,,,1.8,KAZ,,
2017,Percent,Soltustik Kazakhstan,Female,,,0.8,KAZ,,
2017,Percent,Shygys Kazakhstan,Female,,,4.6,KAZ,,
2017,Percent,Nur-Sultan city,Female,,,0.0,KAZ,,
2017,Percent,Almaty city,Female,,,0.5,KAZ,,
2017,Percent,,,urban,,1.5,KAZ,,
2017,Percent,Akmola,,urban,,2.3,KAZ,,
2017,Percent,Aktobe,,urban,,1.5,KAZ,,
2017,Percent,Almaty,,urban,,2.2,KAZ,,
2017,Percent,Atyrau,,urban,,0.1,KAZ,,
2017,Percent,Batys Kazakhstan,,urban,,1.7,KAZ,,
2017,Percent,Zhambyl,,urban,,3.0,KAZ,,
2017,Percent,Karagandy,,urban,,1.6,KAZ,,
2017,Percent,Kostanay,,urban,,8.9,KAZ,,
2017,Percent,Kyzylorda,,urban,,1.7,KAZ,,
2017,Percent,Mangistau,,urban,,0.9,KAZ,,
2017,Percent,Ontustik Kazakhstan,,urban,,0.3,KAZ,,
2017,Percent,Pavlodar,,urban,,0.4,KAZ,,
2017,Percent,Soltustik Kazakhstan,,urban,,1.3,KAZ,,
2017,Percent,Shygys Kazakhstan,,urban,,1.7,KAZ,,
2017,Percent,Nur-Sultan city,,urban,,0.0,KAZ,,
2017,Percent,Almaty city,,urban,,0.6,KAZ,,
2017,Percent,,,rural,,4.0,KAZ,,
2017,Percent,Akmola,,rural,,5.8,KAZ,,
2017,Percent,Aktobe,,rural,,2.4,KAZ,,
2017,Percent,Almaty,,rural,,4.4,KAZ,,
2017,Percent,Atyrau,,rural,,0.7,KAZ,,
2017,Percent,Batys Kazakhstan,,rural,,5.7,KAZ,,
2017,Percent,Zhambyl,,rural,,4.0,KAZ,,
2017,Percent,Karagandy,,rural,,2.7,KAZ,,
2017,Percent,Kostanay,,rural,,1.5,KAZ,,
2017,Percent,Kyzylorda,,rural,,6.4,KAZ,,
2017,Percent,Mangistau,,rural,,1.3,KAZ,,
2017,Percent,Ontustik Kazakhstan,,rural,,2.7,KAZ,,
2017,Percent,Pavlodar,,rural,,4.8,KAZ,,
2017,Percent,Soltustik Kazakhstan,,rural,,0.5,KAZ,,
2017,Percent,Shygys Kazakhstan,,rural,,9.9,KAZ,,
2017,Percent,,,,Y15,41.0,KAZ,,
2017,Percent,,,,16-24,3.6,KAZ,,
2017,Percent,,,,25-28,2.4,KAZ,,
2017,Percent,,,,29-34,2.2,KAZ,,
2017,Percent,,,,35-44,2.1,KAZ,,
2017,Percent,,,,45-54,2.6,KAZ,,
2017,Percent,,,,55-64,3.0,KAZ,,
2017,Percent,,,,65 and older,3.6,KAZ,,
2017,Percent,Akmola,,,Y15,78.6,KAZ,,
2017,Percent,Akmola,,,16-24,4.0,KAZ,,
2017,Percent,Akmola,,,25-28,3.7,KAZ,,
2017,Percent,Akmola,,,29-34,3.6,KAZ,,
2017,Percent,Akmola,,,35-44,3.3,KAZ,,
2017,Percent,Akmola,,,45-54,4.1,KAZ,,
2017,Percent,Akmola,,,55-64,5.0,KAZ,,
2017,Percent,Akmola,,,65 and older,8.6,KAZ,,
