Year,UNIT_MEASURE,Value,M49_country_code,Reference area,Sex,Age,GeoCode,unique_id,col_caption_name,col_caption_name1_empty,year,value
2009.0,,0.495299,KGZ,Osh (city),,,KG21,,,,,
2010.0,,0.295259,KGZ,Osh (city),,,KG21,,,,,
2011.0,,0.23457,KGZ,Osh (city),,,KG21,,,,,
2012.0,,0.255731,KGZ,Osh (city),,,KG21,,,,,
2013.0,,0.190275,KGZ,Osh (city),,,KG21,,,,,
2014.0,,0.212932,KGZ,Osh (city),,,KG21,,,,,
2015.0,,0.150194,KGZ,Osh (city),,,KG21,,,,,
2016.0,,0.190109,KGZ,Osh (city),,,KG21,,,,,
2017.0,,0.150703,KGZ,Osh (city),,,KG21,,,,,
2018.0,,0.166617,KGZ,Osh (city),,,KG21,,,,,
2019.0,,0.2,KGZ,Osh (city),,,KG21,,,,,
2020.0,,0.2,KGZ,Osh (city),,,KG21,,,,,
2021.0,,0.167736,KGZ,Osh (city),,,KG21,,,,,
2007.0,,0.127494,KGZ,Osh (city),Female,,KG21,,,,,
2008.0,,0.119412,KGZ,Osh (city),Female,,KG21,,,,,
2009.0,,0.260529,KGZ,Osh (city),Female,,KG21,,,,,
2010.0,,0.179244,KGZ,Osh (city),Female,,KG21,,,,,
2011.0,,0.165104,KGZ,Osh (city),Female,,KG21,,,,,
2012.0,,0.208416,KGZ,Osh (city),Female,,KG21,,,,,
2013.0,,0.190447,KGZ,Osh (city),Female,,KG21,,,,,
2014.0,,0.230489,KGZ,Osh (city),Female,,KG21,,,,,
2015.0,,0.120243,KGZ,Osh (city),Female,,KG21,,,,,
2016.0,,0.187213,KGZ,Osh (city),Female,,KG21,,,,,
2017.0,,0.14241,KGZ,Osh (city),Female,,KG21,,,,,
2018.0,,0.151575,KGZ,Osh (city),Female,,KG21,,,,,
2019.0,,0.1,KGZ,Osh (city),Female,,KG21,,,,,
2020.0,,0.2,KGZ,Osh (city),Female,,KG21,,,,,
2021.0,,0.195992,KGZ,Osh (city),Female,,KG21,,,,,
2007.0,,0.577748,KGZ,Osh (city),Male,,KG21,,,,,
2008.0,,0.380736,KGZ,Osh (city),Male,,KG21,,,,,
2009.0,,0.749468,KGZ,Osh (city),Male,,KG21,,,,,
2010.0,,0.421036,KGZ,Osh (city),Male,,KG21,,,,,
2011.0,,0.310108,KGZ,Osh (city),Male,,KG21,,,,,
2012.0,,0.307103,KGZ,Osh (city),Male,,KG21,,,,,
2013.0,,0.19009,KGZ,Osh (city),Male,,KG21,,,,,
2014.0,,0.194015,KGZ,Osh (city),Male,,KG21,,,,,
2015.0,,0.182369,KGZ,Osh (city),Male,,KG21,,,,,
2016.0,,0.193214,KGZ,Osh (city),Male,,KG21,,,,,
2017.0,,0.159574,KGZ,Osh (city),Male,,KG21,,,,,
2018.0,,0.182651,KGZ,Osh (city),Male,,KG21,,,,,
2019.0,,0.2,KGZ,Osh (city),Male,,KG21,,,,,
2020.0,,0.1,KGZ,Osh (city),Male,,KG21,,,,,
2021.0,,0.137912,KGZ,Osh (city),Male,,KG21,,,,,
2007.0,,0.028575,KGZ,,,under 14 years old,,,,,,
2008.0,,0.060681,KGZ,,,under 14 years old,,,,,,
2009.0,,0.030757,KGZ,,,under 14 years old,,,,,,
2010.0,,0.026761,KGZ,,,under 14 years old,,,,,,
2011.0,,0.034624,KGZ,,,under 14 years old,,,,,,
2012.0,,0.091373,KGZ,,,under 14 years old,,,,,,
2013.0,,0.01358,KGZ,,,under 14 years old,,,,,,
2014.0,,0.019784,KGZ,,,under 14 years old,,,,,,
2015.0,,0.016499,KGZ,,,under 14 years old,,,,,,
2016.0,,0.0165,KGZ,,,under 14 years old,,,,,,
2017.0,,0.015035,KGZ,,,under 14 years old,,,,,,
2018.0,,0.016559,KGZ,,,under 14 years old,,,,,,
2019.0,,0.013237,KGZ,,,under 14 years old,,,,,,
2020.0,,0.0,KGZ,,,under 14 years old,,,,,,
2021.0,,0.0,KGZ,,,under 14 years old,,,,,,
2007.0,,0.11669,KGZ,,,15 to 24 years old,,,,,,
2008.0,,0.148212,KGZ,,,15 to 24 years old,,,,,,
2009.0,,0.214585,KGZ,,,15 to 24 years old,,,,,,
2010.0,,0.174198,KGZ,,,15 to 24 years old,,,,,,
2011.0,,0.177296,KGZ,,,15 to 24 years old,,,,,,
2012.0,,0.178004,KGZ,,,15 to 24 years old,,,,,,
2013.0,,0.14731,KGZ,,,15 to 24 years old,,,,,,
2014.0,,0.173101,KGZ,,,15 to 24 years old,,,,,,
2015.0,,0.165554,KGZ,,,15 to 24 years old,,,,,,
2016.0,,0.199817,KGZ,,,15 to 24 years old,,,,,,
2017.0,,0.220635,KGZ,,,15 to 24 years old,,,,,,
2018.0,,0.216018,KGZ,,,15 to 24 years old,,,,,,
2019.0,,0.067974,KGZ,,,15 to 24 years old,,,,,,
2020.0,,0.1,KGZ,,,15 to 24 years old,,,,,,
2021.0,,0.1,KGZ,,,15 to 24 years old,,,,,,
2007.0,,0.11669,KGZ,,,25 years old and over,,,,,,
2008.0,,0.148212,KGZ,,,25 years old and over,,,,,,
2009.0,,0.214585,KGZ,,,25 years old and over,,,,,,
2010.0,,0.174198,KGZ,,,25 years old and over,,,,,,
2011.0,,0.177296,KGZ,,,25 years old and over,,,,,,
2012.0,,0.178004,KGZ,,,25 years old and over,,,,,,
2013.0,,0.14731,KGZ,,,25 years old and over,,,,,,
2014.0,,0.173101,KGZ,,,25 years old and over,,,,,,
2015.0,,0.165554,KGZ,,,25 years old and over,,,,,,
2016.0,,0.199817,KGZ,,,25 years old and over,,,,,,
2017.0,,0.220635,KGZ,,,25 years old and over,,,,,,
2018.0,,0.216018,KGZ,,,25 years old and over,,,,,,
2019.0,,0.136237,KGZ,,,25 years old and over,,,,,,
2020.0,,0.2,KGZ,,,25 years old and over,,,,,,
2021.0,,0.2,KGZ,,,25 years old and over,,,,,,
,,,UZB,,,,,14_101_,Total,True,2000.0,0.0
,,,UZB,,,,,14_101_,Total,True,2001.0,0.0
,,,UZB,,,,,14_101_,Total,True,2002.0,0.0
,,,UZB,,,,,14_101_,Total,True,2003.0,0.0
,,,UZB,,,,,14_101_,Total,True,2004.0,0.0
,,,UZB,,,,,14_101_,Total,True,2005.0,0.0
,,,UZB,,,,,14_101_,Total,True,2006.0,0.0
,,,UZB,,,,,14_101_,Total,True,2007.0,0.0
,,,UZB,,,,,14_101_,Total,True,2008.0,0.0
,,,UZB,,,,,14_101_,Total,True,2009.0,0.0
,,,UZB,,,,,14_101_,Total,True,2010.0,0.0
,,,UZB,,,,,14_101_,Total,True,2011.0,0.1
,,,UZB,,,,,14_101_,Total,True,2012.0,0.1
,,,UZB,,,,,14_101_,Total,True,2013.0,0.1
,,,UZB,,,,,14_101_,Total,True,2014.0,0.1
,,,UZB,,,,,14_101_,Total,True,2015.0,0.1
,,,UZB,,,,,14_101_,Total,True,2016.0,0.1
,,,UZB,,,,,14_101_,Total,True,2017.0,0.1
,,,UZB,,,,,14_101_,Total,True,2018.0,0.1
,,,UZB,,,,,14_101_,Total,True,2019.0,0.1
,,,UZB,,,,,14_101_,Total,True,2020.0,0.1
,,,UZB,,,,,14_101_,Total,True,2021.0,0.1
,,,UZB,,,,,14_135_,Men,True,2000.0,0.0
,,,UZB,,,,,14_135_,Men,True,2001.0,0.0
,,,UZB,,,,,14_135_,Men,True,2002.0,0.0
,,,UZB,,,,,14_135_,Men,True,2003.0,0.0
,,,UZB,,,,,14_135_,Men,True,2004.0,0.0
,,,UZB,,,,,14_135_,Men,True,2005.0,0.0
,,,UZB,,,,,14_135_,Men,True,2006.0,0.0
,,,UZB,,,,,14_135_,Men,True,2007.0,0.0
,,,UZB,,,,,14_135_,Men,True,2008.0,0.0
,,,UZB,,,,,14_135_,Men,True,2009.0,0.0
,,,UZB,,,,,14_135_,Men,True,2010.0,0.0
,,,UZB,,,,,14_135_,Men,True,2011.0,0.1
,,,UZB,,,,,14_135_,Men,True,2012.0,0.1
,,,UZB,,,,,14_135_,Men,True,2013.0,0.2
,,,UZB,,,,,14_135_,Men,True,2014.0,0.2
,,,UZB,,,,,14_135_,Men,True,2015.0,0.1
,,,UZB,,,,,14_135_,Men,True,2016.0,0.1
,,,UZB,,,,,14_135_,Men,True,2017.0,0.1
,,,UZB,,,,,14_135_,Men,True,2018.0,0.1
,,,UZB,,,,,14_135_,Men,True,2019.0,0.1
,,,UZB,,,,,14_135_,Men,True,2020.0,0.1
,,,UZB,,,,,14_135_,Men,True,2021.0,0.1
,,,UZB,,,,,14_136_,Women,True,2000.0,0.0
,,,UZB,,,,,14_136_,Women,True,2001.0,0.0
,,,UZB,,,,,14_136_,Women,True,2002.0,0.0
,,,UZB,,,,,14_136_,Women,True,2003.0,0.0
,,,UZB,,,,,14_136_,Women,True,2004.0,0.0
,,,UZB,,,,,14_136_,Women,True,2005.0,0.0
,,,UZB,,,,,14_136_,Women,True,2006.0,0.0
,,,UZB,,,,,14_136_,Women,True,2007.0,0.0
,,,UZB,,,,,14_136_,Women,True,2008.0,0.0
,,,UZB,,,,,14_136_,Women,True,2009.0,0.0
,,,UZB,,,,,14_136_,Women,True,2010.0,0.0
,,,UZB,,,,,14_136_,Women,True,2011.0,0.1
,,,UZB,,,,,14_136_,Women,True,2012.0,0.1
,,,UZB,,,,,14_136_,Women,True,2013.0,0.1
,,,UZB,,,,,14_136_,Women,True,2014.0,0.1
,,,UZB,,,,,14_136_,Women,True,2015.0,0.1
,,,UZB,,,,,14_136_,Women,True,2016.0,0.1
,,,UZB,,,,,14_136_,Women,True,2017.0,0.1
,,,UZB,,,,,14_136_,Women,True,2018.0,0.1
,,,UZB,,,,,14_136_,Women,True,2019.0,0.1
,,,UZB,,,,,14_136_,Women,True,2020.0,0.1
,,,UZB,,,,,14_136_,Women,True,2021.0,0.1
,,,UZB,,,,,14_137_,0-17 years old,True,2000.0,0.0
,,,UZB,,,,,14_137_,0-17 years old,True,2001.0,0.0
,,,UZB,,,,,14_137_,0-17 years old,True,2002.0,0.0
,,,UZB,,,,,14_137_,0-17 years old,True,2003.0,0.0
,,,UZB,,,,,14_137_,0-17 years old,True,2004.0,0.0
,,,UZB,,,,,14_137_,0-17 years old,True,2005.0,0.0
,,,UZB,,,,,14_137_,0-17 years old,True,2006.0,0.0
,,,UZB,,,,,14_137_,0-17 years old,True,2007.0,0.0
,,,UZB,,,,,14_137_,0-17 years old,True,2008.0,0.0
,,,UZB,,,,,14_137_,0-17 years old,True,2009.0,0.0
,,,UZB,,,,,14_137_,0-17 years old,True,2010.0,0.0
,,,UZB,,,,,14_137_,0-17 years old,True,2011.0,0.1
,,,UZB,,,,,14_137_,0-17 years old,True,2012.0,0.1
,,,UZB,,,,,14_137_,0-17 years old,True,2013.0,0.1
,,,UZB,,,,,14_137_,0-17 years old,True,2014.0,0.1
,,,UZB,,,,,14_137_,0-17 years old,True,2015.0,0.1
,,,UZB,,,,,14_137_,0-17 years old,True,2016.0,0.1
,,,UZB,,,,,14_137_,0-17 years old,True,2017.0,0.1
,,,UZB,,,,,14_137_,0-17 years old,True,2018.0,0.1
,,,UZB,,,,,14_137_,0-17 years old,True,2019.0,0.0
,,,UZB,,,,,14_137_,0-17 years old,True,2020.0,0.0
,,,UZB,,,,,14_137_,0-17 years old,True,2021.0,0.0
,,,UZB,,,,,14_138_,18 years and older,True,2000.0,0.0
,,,UZB,,,,,14_138_,18 years and older,True,2001.0,0.0
,,,UZB,,,,,14_138_,18 years and older,True,2002.0,0.0
,,,UZB,,,,,14_138_,18 years and older,True,2003.0,0.0
,,,UZB,,,,,14_138_,18 years and older,True,2004.0,0.0
,,,UZB,,,,,14_138_,18 years and older,True,2005.0,0.0
,,,UZB,,,,,14_138_,18 years and older,True,2006.0,0.0
,,,UZB,,,,,14_138_,18 years and older,True,2007.0,0.0
,,,UZB,,,,,14_138_,18 years and older,True,2008.0,0.0
,,,UZB,,,,,14_138_,18 years and older,True,2009.0,0.0
,,,UZB,,,,,14_138_,18 years and older,True,2010.0,0.0
,,,UZB,,,,,14_138_,18 years and older,True,2011.0,0.1
,,,UZB,,,,,14_138_,18 years and older,True,2012.0,0.2
,,,UZB,,,,,14_138_,18 years and older,True,2013.0,0.2
,,,UZB,,,,,14_138_,18 years and older,True,2014.0,0.2
,,,UZB,,,,,14_138_,18 years and older,True,2015.0,0.2
,,,UZB,,,,,14_138_,18 years and older,True,2016.0,0.2
,,,UZB,,,,,14_138_,18 years and older,True,2017.0,0.2
,,,UZB,,,,,14_138_,18 years and older,True,2018.0,0.2
,,,UZB,,,,,14_138_,18 years and older,True,2019.0,0.2
,,,UZB,,,,,14_138_,18 years and older,True,2020.0,0.1
,,,UZB,,,,,14_138_,18 years and older,True,2021.0,0.1
