Year,UNIT_MEASURE,SERIES,Value,M49_country_code,Reference area,Sex,GeoCode,unique_id,col_caption_name,col_caption_name1_empty,year,value
2014.0,,Non-fatal occupational injuries among employees (rate),39.493821,KGZ,Chui,,KG08,,,,,
2015.0,,Non-fatal occupational injuries among employees (rate),52.914295,KGZ,Chui,,KG08,,,,,
2016.0,,Non-fatal occupational injuries among employees (rate),20.676602,KGZ,Chui,,KG08,,,,,
2017.0,,Non-fatal occupational injuries among employees (rate),14.895483,KGZ,Chui,,KG08,,,,,
2018.0,,Non-fatal occupational injuries among employees (rate),27.829162,KGZ,Chui,,KG08,,,,,
2019.0,,Non-fatal occupational injuries among employees (rate),26.166728,KGZ,Chui,,KG08,,,,,
2020.0,,Non-fatal occupational injuries among employees (rate),30.257644,KGZ,Chui,,KG08,,,,,
2021.0,,Non-fatal occupational injuries among employees (rate),22.137537,KGZ,Chui,,KG08,,,,,
2007.0,,Non-fatal occupational injuries among employees (rate),54.193199,KGZ,Chui,Female,KG08,,,,,
2008.0,,Non-fatal occupational injuries among employees (rate),26.478376,KGZ,Chui,Female,KG08,,,,,
2009.0,,Non-fatal occupational injuries among employees (rate),15.113046,KGZ,Chui,Female,KG08,,,,,
2010.0,,Non-fatal occupational injuries among employees (rate),18.584482,KGZ,Chui,Female,KG08,,,,,
2011.0,,Non-fatal occupational injuries among employees (rate),15.769886,KGZ,Chui,Female,KG08,,,,,
2012.0,,Non-fatal occupational injuries among employees (rate),29.823149,KGZ,Chui,Female,KG08,,,,,
2013.0,,Non-fatal occupational injuries among employees (rate),27.034334,KGZ,Chui,Female,KG08,,,,,
2014.0,,Non-fatal occupational injuries among employees (rate),22.348509,KGZ,Chui,Female,KG08,,,,,
2015.0,,Non-fatal occupational injuries among employees (rate),15.284911,KGZ,Chui,Female,KG08,,,,,
2016.0,,Non-fatal occupational injuries among employees (rate),9.59785,KGZ,Chui,Female,KG08,,,,,
2017.0,,Non-fatal occupational injuries among employees (rate),13.31425,KGZ,Chui,Female,KG08,,,,,
2018.0,,Non-fatal occupational injuries among employees (rate),9.651889,KGZ,Chui,Female,KG08,,,,,
2019.0,,Non-fatal occupational injuries among employees (rate),18.453022,KGZ,Chui,Female,KG08,,,,,
2020.0,,Non-fatal occupational injuries among employees (rate),6.034093,KGZ,Chui,Female,KG08,,,,,
2021.0,,Non-fatal occupational injuries among employees (rate),3.185221,KGZ,Chui,Female,KG08,,,,,
2007.0,,Non-fatal occupational injuries among employees (rate),55.381207,KGZ,Chui,Male,KG08,,,,,
2008.0,,Non-fatal occupational injuries among employees (rate),74.490978,KGZ,Chui,Male,KG08,,,,,
2009.0,,Non-fatal occupational injuries among employees (rate),46.136811,KGZ,Chui,Male,KG08,,,,,
2010.0,,Non-fatal occupational injuries among employees (rate),62.193126,KGZ,Chui,Male,KG08,,,,,
2011.0,,Non-fatal occupational injuries among employees (rate),42.334015,KGZ,Chui,Male,KG08,,,,,
2012.0,,Non-fatal occupational injuries among employees (rate),96.960781,KGZ,Chui,Male,KG08,,,,,
2013.0,,Non-fatal occupational injuries among employees (rate),75.060375,KGZ,Chui,Male,KG08,,,,,
2014.0,,Non-fatal occupational injuries among employees (rate),57.730838,KGZ,Chui,Male,KG08,,,,,
2015.0,,Non-fatal occupational injuries among employees (rate),94.425522,KGZ,Chui,Male,KG08,,,,,
2016.0,,Non-fatal occupational injuries among employees (rate),31.629555,KGZ,Chui,Male,KG08,,,,,
2017.0,,Non-fatal occupational injuries among employees (rate),16.45928,KGZ,Chui,Male,KG08,,,,,
2018.0,,Non-fatal occupational injuries among employees (rate),46.65889,KGZ,Chui,Male,KG08,,,,,
2019.0,,Non-fatal occupational injuries among employees (rate),33.895171,KGZ,Chui,Male,KG08,,,,,
2020.0,,Non-fatal occupational injuries among employees (rate),54.621594,KGZ,Chui,Male,KG08,,,,,
2021.0,,Non-fatal occupational injuries among employees (rate),40.821453,KGZ,Chui,Male,KG08,,,,,
2007.0,,Non-fatal occupational injuries among employees (rate),25.544578,KGZ,Bishkek (city),,KG11,,,,,
2008.0,,Non-fatal occupational injuries among employees (rate),35.587189,KGZ,Bishkek (city),,KG11,,,,,
2009.0,,Non-fatal occupational injuries among employees (rate),27.549559,KGZ,Bishkek (city),,KG11,,,,,
2010.0,,Non-fatal occupational injuries among employees (rate),172.396125,KGZ,Bishkek (city),,KG11,,,,,
2011.0,,Non-fatal occupational injuries among employees (rate),26.428883,KGZ,Bishkek (city),,KG11,,,,,
2012.0,,Non-fatal occupational injuries among employees (rate),21.074932,KGZ,Bishkek (city),,KG11,,,,,
2013.0,,Non-fatal occupational injuries among employees (rate),47.614038,KGZ,Bishkek (city),,KG11,,,,,
2014.0,,Non-fatal occupational injuries among employees (rate),34.362547,KGZ,Bishkek (city),,KG11,,,,,
2015.0,,Non-fatal occupational injuries among employees (rate),20.034504,KGZ,Bishkek (city),,KG11,,,,,
2016.0,,Non-fatal occupational injuries among employees (rate),30.786654,KGZ,Bishkek (city),,KG11,,,,,
2017.0,,Non-fatal occupational injuries among employees (rate),28.115403,KGZ,Bishkek (city),,KG11,,,,,
2018.0,,Non-fatal occupational injuries among employees (rate),34.548189,KGZ,Bishkek (city),,KG11,,,,,
2019.0,,Non-fatal occupational injuries among employees (rate),37.950088,KGZ,Bishkek (city),,KG11,,,,,
2020.0,,Non-fatal occupational injuries among employees (rate),42.637787,KGZ,Bishkek (city),,KG11,,,,,
2021.0,,Non-fatal occupational injuries among employees (rate),84.992299,KGZ,Bishkek (city),,KG11,,,,,
2007.0,,Non-fatal occupational injuries among employees (rate),13.871389,KGZ,Bishkek (city),Female,KG11,,,,,
2008.0,,Non-fatal occupational injuries among employees (rate),27.298253,KGZ,Bishkek (city),Female,KG11,,,,,
2009.0,,Non-fatal occupational injuries among employees (rate),18.177412,KGZ,Bishkek (city),Female,KG11,,,,,
2010.0,,Non-fatal occupational injuries among employees (rate),36.051626,KGZ,Bishkek (city),Female,KG11,,,,,
2011.0,,Non-fatal occupational injuries among employees (rate),21.926886,KGZ,Bishkek (city),Female,KG11,,,,,
2012.0,,Non-fatal occupational injuries among employees (rate),15.309916,KGZ,Bishkek (city),Female,KG11,,,,,
2013.0,,Non-fatal occupational injuries among employees (rate),31.064217,KGZ,Bishkek (city),Female,KG11,,,,,
2014.0,,Non-fatal occupational injuries among employees (rate),30.258167,KGZ,Bishkek (city),Female,KG11,,,,,
2015.0,,Non-fatal occupational injuries among employees (rate),14.949598,KGZ,Bishkek (city),Female,KG11,,,,,
2016.0,,Non-fatal occupational injuries among employees (rate),33.905848,KGZ,Bishkek (city),Female,KG11,,,,,
2017.0,,Non-fatal occupational injuries among employees (rate),31.034376,KGZ,Bishkek (city),Female,KG11,,,,,
2018.0,,Non-fatal occupational injuries among employees (rate),33.577192,KGZ,Bishkek (city),Female,KG11,,,,,
2019.0,,Non-fatal occupational injuries among employees (rate),24.386199,KGZ,Bishkek (city),Female,KG11,,,,,
2020.0,,Non-fatal occupational injuries among employees (rate),28.650255,KGZ,Bishkek (city),Female,KG11,,,,,
2021.0,,Non-fatal occupational injuries among employees (rate),20.729207,KGZ,Bishkek (city),Female,KG11,,,,,
2007.0,,Non-fatal occupational injuries among employees (rate),39.954338,KGZ,Bishkek (city),Male,KG11,,,,,
2008.0,,Non-fatal occupational injuries among employees (rate),44.11057,KGZ,Bishkek (city),Male,KG11,,,,,
2009.0,,Non-fatal occupational injuries among employees (rate),37.118606,KGZ,Bishkek (city),Male,KG11,,,,,
2010.0,,Non-fatal occupational injuries among employees (rate),309.616245,KGZ,Bishkek (city),Male,KG11,,,,,
2011.0,,Non-fatal occupational injuries among employees (rate),30.44769,KGZ,Bishkek (city),Male,KG11,,,,,
2012.0,,Non-fatal occupational injuries among employees (rate),27.007258,KGZ,Bishkek (city),Male,KG11,,,,,
2013.0,,Non-fatal occupational injuries among employees (rate),65.319032,KGZ,Bishkek (city),Male,KG11,,,,,
2014.0,,Non-fatal occupational injuries among employees (rate),38.683839,KGZ,Bishkek (city),Male,KG11,,,,,
2015.0,,Non-fatal occupational injuries among employees (rate),25.568908,KGZ,Bishkek (city),Male,KG11,,,,,
2016.0,,Non-fatal occupational injuries among employees (rate),27.42293,KGZ,Bishkek (city),Male,KG11,,,,,
2017.0,,Non-fatal occupational injuries among employees (rate),24.919295,KGZ,Bishkek (city),Male,KG11,,,,,
2018.0,,Non-fatal occupational injuries among employees (rate),35.610158,KGZ,Bishkek (city),Male,KG11,,,,,
2019.0,,Non-fatal occupational injuries among employees (rate),52.570155,KGZ,Bishkek (city),Male,KG11,,,,,
2020.0,,Non-fatal occupational injuries among employees (rate),56.753081,KGZ,Bishkek (city),Male,KG11,,,,,
2021.0,,Non-fatal occupational injuries among employees (rate),148.062751,KGZ,Bishkek (city),Male,KG11,,,,,
2007.0,,Non-fatal occupational injuries among employees (rate),7.896399,KGZ,Osh (city),,KG21,,,,,
2008.0,,Non-fatal occupational injuries among employees (rate),20.263425,KGZ,Osh (city),,KG21,,,,,
2009.0,,Non-fatal occupational injuries among employees (rate),13.09209,KGZ,Osh (city),,KG21,,,,,
2010.0,,Non-fatal occupational injuries among employees (rate),84.274841,KGZ,Osh (city),,KG21,,,,,
2011.0,,Non-fatal occupational injuries among employees (rate),47.337278,KGZ,Osh (city),,KG21,,,,,
2012.0,,Non-fatal occupational injuries among employees (rate),5.333333,KGZ,Osh (city),,KG21,,,,,
2013.0,,Non-fatal occupational injuries among employees (rate),35.351063,KGZ,Osh (city),,KG21,,,,,
2014.0,,Non-fatal occupational injuries among employees (rate),12.94733,KGZ,Osh (city),,KG21,,,,,
2015.0,,Non-fatal occupational injuries among employees (rate),2.512879,KGZ,Osh (city),,KG21,,,,,
2016.0,,Non-fatal occupational injuries among employees (rate),12.46137,KGZ,Osh (city),,KG21,,,,,
2017.0,,Non-fatal occupational injuries among employees (rate),5.105036,KGZ,Osh (city),,KG21,,,,,
2018.0,,Non-fatal occupational injuries among employees (rate),2.617458,KGZ,Osh (city),,KG21,,,,,
2019.0,,Non-fatal occupational injuries among employees (rate),7.705545,KGZ,Osh (city),,KG21,,,,,
2020.0,,Non-fatal occupational injuries among employees (rate),33.273611,KGZ,Osh (city),,KG21,,,,,
2021.0,,Non-fatal occupational injuries among employees (rate),2.541038,KGZ,Osh (city),,KG21,,,,,
2009.0,,Non-fatal occupational injuries among employees (rate),16.408686,KGZ,Osh (city),Female,KG21,,,,,
2010.0,,Non-fatal occupational injuries among employees (rate),33.337037,KGZ,Osh (city),Female,KG21,,,,,
2011.0,,Non-fatal occupational injuries among employees (rate),5.502972,KGZ,Osh (city),Female,KG21,,,,,
2013.0,,Non-fatal occupational injuries among employees (rate),5.457919,KGZ,Osh (city),Female,KG21,,,,,
2014.0,,Non-fatal occupational injuries among employees (rate),5.139538,KGZ,Osh (city),Female,KG21,,,,,
2015.0,,Non-fatal occupational injuries among employees (rate),5.105948,KGZ,Osh (city),Female,KG21,,,,,
2020.0,,Non-fatal occupational injuries among employees (rate),9.967109,KGZ,Osh (city),Female,KG21,,,,,
2021.0,,Non-fatal occupational injuries among employees (rate),0.0,KGZ,Osh (city),Female,KG21,,,,,
2007.0,,Non-fatal occupational injuries among employees (rate),15.438452,KGZ,Osh (city),Male,KG21,,,,,
2008.0,,Non-fatal occupational injuries among employees (rate),40.178796,KGZ,Osh (city),Male,KG21,,,,,
2009.0,,Non-fatal occupational injuries among employees (rate),10.046213,KGZ,Osh (city),Male,KG21,,,,,
2010.0,,Non-fatal occupational injuries among employees (rate),130.175737,KGZ,Osh (city),Male,KG21,,,,,
2011.0,,Non-fatal occupational injuries among employees (rate),85.629376,KGZ,Osh (city),Male,KG21,,,,,
2012.0,,Non-fatal occupational injuries among employees (rate),10.400416,KGZ,Osh (city),Male,KG21,,,,,
2013.0,,Non-fatal occupational injuries among employees (rate),65.033601,KGZ,Osh (city),Male,KG21,,,,,
2014.0,,Non-fatal occupational injuries among employees (rate),20.875737,KGZ,Osh (city),Male,KG21,,,,,
2016.0,,Non-fatal occupational injuries among employees (rate),25.440114,KGZ,Osh (city),Male,KG21,,,,,
2017.0,,Non-fatal occupational injuries among employees (rate),10.756736,KGZ,Osh (city),Male,KG21,,,,,
2018.0,,Non-fatal occupational injuries among employees (rate),5.567309,KGZ,Osh (city),Male,KG21,,,,,
2019.0,,Non-fatal occupational injuries among employees (rate),15.828629,KGZ,Osh (city),Male,KG21,,,,,
2020.0,,Non-fatal occupational injuries among employees (rate),57.882551,KGZ,Osh (city),Male,KG21,,,,,
2021.0,,Non-fatal occupational injuries among employees (rate),5.315756,KGZ,Osh (city),Male,KG21,,,,,
2007.0,,Fatal occupational injuries among employees (rate),4.792995,KGZ,,,,,,,,
2008.0,,Fatal occupational injuries among employees (rate),4.826447,KGZ,,,,,,,,
2009.0,,Fatal occupational injuries among employees (rate),5.057444,KGZ,,,,,,,,
2010.0,,Fatal occupational injuries among employees (rate),6.148875,KGZ,,,,,,,,
2011.0,,Fatal occupational injuries among employees (rate),4.517259,KGZ,,,,,,,,
2012.0,,Fatal occupational injuries among employees (rate),4.781357,KGZ,,,,,,,,
2013.0,,Fatal occupational injuries among employees (rate),5.835186,KGZ,,,,,,,,
2014.0,,Fatal occupational injuries among employees (rate),3.602017,KGZ,,,,,,,,
2015.0,,Fatal occupational injuries among employees (rate),4.103205,KGZ,,,,,,,,
2016.0,,Fatal occupational injuries among employees (rate),5.048044,KGZ,,,,,,,,
2017.0,,Fatal occupational injuries among employees (rate),6.691124,KGZ,,,,,,,,
2018.0,,Fatal occupational injuries among employees (rate),1.516867,KGZ,,,,,,,,
2019.0,,Fatal occupational injuries among employees (rate),2.932863,KGZ,,,,,,,,
2020.0,,Fatal occupational injuries among employees (rate),2.042355,KGZ,,,,,,,,
2021.0,,Fatal occupational injuries among employees (rate),3.764061,KGZ,,,,,,,,
2007.0,,Fatal occupational injuries among employees (rate),0.777454,KGZ,,Female,,,,,,
2008.0,,Fatal occupational injuries among employees (rate),0.411186,KGZ,,Female,,,,,,
2009.0,,Fatal occupational injuries among employees (rate),1.629361,KGZ,,Female,,,,,,
2010.0,,Fatal occupational injuries among employees (rate),0.825627,KGZ,,Female,,,,,,
2011.0,,Fatal occupational injuries among employees (rate),0.403146,KGZ,,Female,,,,,,
2013.0,,Fatal occupational injuries among employees (rate),0.764608,KGZ,,Female,,,,,,
2014.0,,Fatal occupational injuries among employees (rate),1.134662,KGZ,,Female,,,,,,
2015.0,,Fatal occupational injuries among employees (rate),0.729733,KGZ,,Female,,,,,,
2016.0,,Fatal occupational injuries among employees (rate),0.364109,KGZ,,Female,,,,,,
2018.0,,Fatal occupational injuries among employees (rate),0.355105,KGZ,,Female,,,,,,
2019.0,,Fatal occupational injuries among employees (rate),0.0,KGZ,,Female,,,,,,
2020.0,,Fatal occupational injuries among employees (rate),0.353173,KGZ,,Female,,,,,,
2021.0,,Fatal occupational injuries among employees (rate),0.356425,KGZ,,Female,,,,,,
2007.0,,Fatal occupational injuries among employees (rate),9.433242,KGZ,,Male,,,,,,
2008.0,,Fatal occupational injuries among employees (rate),9.428221,KGZ,,Male,,,,,,
2009.0,,Fatal occupational injuries among employees (rate),8.731604,KGZ,,Male,,,,,,
2010.0,,Fatal occupational injuries among employees (rate),11.770296,KGZ,,Male,,,,,,
2011.0,,Fatal occupational injuries among employees (rate),8.78764,KGZ,,Male,,,,,,
2012.0,,Fatal occupational injuries among employees (rate),9.937867,KGZ,,Male,,,,,,
2013.0,,Fatal occupational injuries among employees (rate),11.469205,KGZ,,Male,,,,,,
2014.0,,Fatal occupational injuries among employees (rate),6.37419,KGZ,,Male,,,,,,
2015.0,,Fatal occupational injuries among employees (rate),7.992529,KGZ,,Male,,,,,,
2016.0,,Fatal occupational injuries among employees (rate),10.398988,KGZ,,Male,,,,,,
2017.0,,Fatal occupational injuries among employees (rate),14.357973,KGZ,,Male,,,,,,
2018.0,,Fatal occupational injuries among employees (rate),2.84789,KGZ,,Male,,,,,,
2019.0,,Fatal occupational injuries among employees (rate),6.237574,KGZ,,Male,,,,,,
2020.0,,Fatal occupational injuries among employees (rate),3.914706,KGZ,,Male,,,,,,
2021.0,,Fatal occupational injuries among employees (rate),7.576452,KGZ,,Male,,,,,,
2007.0,,Fatal occupational injuries among employees (rate),3.728144,KGZ,Batken,,KG05,,,,,
2008.0,,Fatal occupational injuries among employees (rate),4.071661,KGZ,Batken,,KG05,,,,,
2009.0,,Fatal occupational injuries among employees (rate),21.645959,KGZ,Batken,,KG05,,,,,
2010.0,,Fatal occupational injuries among employees (rate),15.755475,KGZ,Batken,,KG05,,,,,
2011.0,,Fatal occupational injuries among employees (rate),13.845621,KGZ,Batken,,KG05,,,,,
2012.0,,Fatal occupational injuries among employees (rate),10.351253,KGZ,Batken,,KG05,,,,,
2013.0,,Fatal occupational injuries among employees (rate),12.475439,KGZ,Batken,,KG05,,,,,
2014.0,,Fatal occupational injuries among employees (rate),2.86574,KGZ,Batken,,KG05,,,,,
2015.0,,Fatal occupational injuries among employees (rate),17.705905,KGZ,Batken,,KG05,,,,,
2016.0,,Fatal occupational injuries among employees (rate),20.716188,KGZ,Batken,,KG05,,,,,
2017.0,,Fatal occupational injuries among employees (rate),11.266019,KGZ,Batken,,KG05,,,,,
2018.0,,Fatal occupational injuries among employees (rate),2.849977,KGZ,Batken,,KG05,,,,,
2019.0,,Fatal occupational injuries among employees (rate),14.151477,KGZ,Batken,,KG05,,,,,
2020.0,,Fatal occupational injuries among employees (rate),8.238816,KGZ,Batken,,KG05,,,,,
2021.0,,Fatal occupational injuries among employees (rate),8.301511,KGZ,Batken,,KG05,,,,,
2007.0,,Fatal occupational injuries among employees (rate),7.11187,KGZ,Batken,Male,KG05,,,,,
2008.0,,Fatal occupational injuries among employees (rate),7.190106,KGZ,Batken,Male,KG05,,,,,
2009.0,,Fatal occupational injuries among employees (rate),41.52479,KGZ,Batken,Male,KG05,,,,,
2010.0,,Fatal occupational injuries among employees (rate),28.176951,KGZ,Batken,Male,KG05,,,,,
2011.0,,Fatal occupational injuries among employees (rate),26.668445,KGZ,Batken,Male,KG05,,,,,
2012.0,,Fatal occupational injuries among employees (rate),20.19794,KGZ,Batken,Male,KG05,,,,,
2013.0,,Fatal occupational injuries among employees (rate),23.565453,KGZ,Batken,Male,KG05,,,,,
2014.0,,Fatal occupational injuries among employees (rate),6.255865,KGZ,Batken,Male,KG05,,,,,
2015.0,,Fatal occupational injuries among employees (rate),38.56289,KGZ,Batken,Male,KG05,,,,,
2016.0,,Fatal occupational injuries among employees (rate),43.859649,KGZ,Batken,Male,KG05,,,,,
2017.0,,Fatal occupational injuries among employees (rate),24.816975,KGZ,Batken,Male,KG05,,,,,
2018.0,,Fatal occupational injuries among employees (rate),6.485505,KGZ,Batken,Male,KG05,,,,,
2019.0,,Fatal occupational injuries among employees (rate),32.036907,KGZ,Batken,Male,KG05,,,,,
2020.0,,Fatal occupational injuries among employees (rate),18.121413,KGZ,Batken,Male,KG05,,,,,
2021.0,,Fatal occupational injuries among employees (rate),18.371096,KGZ,Batken,Male,KG05,,,,,
2007.0,,Fatal occupational injuries among employees (rate),3.583972,KGZ,Jalal-Abad,,KG03,,,,,
2008.0,,Fatal occupational injuries among employees (rate),4.534393,KGZ,Jalal-Abad,,KG03,,,,,
2009.0,,Fatal occupational injuries among employees (rate),3.352498,KGZ,Jalal-Abad,,KG03,,,,,
2010.0,,Fatal occupational injuries among employees (rate),1.65191,KGZ,Jalal-Abad,,KG03,,,,,
2011.0,,Fatal occupational injuries among employees (rate),4.722773,KGZ,Jalal-Abad,,KG03,,,,,
2012.0,,Fatal occupational injuries among employees (rate),9.200055,KGZ,Jalal-Abad,,KG03,,,,,
2013.0,,Fatal occupational injuries among employees (rate),9.390847,KGZ,Jalal-Abad,,KG03,,,,,
2014.0,,Fatal occupational injuries among employees (rate),3.023614,KGZ,Jalal-Abad,,KG03,,,,,
2015.0,,Fatal occupational injuries among employees (rate),2.776081,KGZ,Jalal-Abad,,KG03,,,,,
2016.0,,Fatal occupational injuries among employees (rate),1.395557,KGZ,Jalal-Abad,,KG03,,,,,
2017.0,,Fatal occupational injuries among employees (rate),13.231714,KGZ,Jalal-Abad,,KG03,,,,,
2020.0,,Fatal occupational injuries among employees (rate),2.648305,KGZ,Jalal-Abad,,KG03,,,,,
2021.0,,Fatal occupational injuries among employees (rate),3.716873,KGZ,Jalal-Abad,,KG03,,,,,
2013.0,,Fatal occupational injuries among employees (rate),2.833263,KGZ,Jalal-Abad,Female,KG03,,,,,
2007.0,,Fatal occupational injuries among employees (rate),7.714264,KGZ,Jalal-Abad,Male,KG03,,,,,
2008.0,,Fatal occupational injuries among employees (rate),9.484367,KGZ,Jalal-Abad,Male,KG03,,,,,
2009.0,,Fatal occupational injuries among employees (rate),7.03705,KGZ,Jalal-Abad,Male,KG03,,,,,
2010.0,,Fatal occupational injuries among employees (rate),3.454351,KGZ,Jalal-Abad,Male,KG03,,,,,
2011.0,,Fatal occupational injuries among employees (rate),10.300783,KGZ,Jalal-Abad,Male,KG03,,,,,
2012.0,,Fatal occupational injuries among employees (rate),20.34381,KGZ,Jalal-Abad,Male,KG03,,,,,
2013.0,,Fatal occupational injuries among employees (rate),17.484352,KGZ,Jalal-Abad,Male,KG03,,,,,
2014.0,,Fatal occupational injuries among employees (rate),6.547716,KGZ,Jalal-Abad,Male,KG03,,,,,
2015.0,,Fatal occupational injuries among employees (rate),6.146848,KGZ,Jalal-Abad,Male,KG03,,,,,
2016.0,,Fatal occupational injuries among employees (rate),3.084611,KGZ,Jalal-Abad,Male,KG03,,,,,
2017.0,,Fatal occupational injuries among employees (rate),29.022521,KGZ,Jalal-Abad,Male,KG03,,,,,
2020.0,,Fatal occupational injuries among employees (rate),5.850006,KGZ,Jalal-Abad,Male,KG03,,,,,
2021.0,,Fatal occupational injuries among employees (rate),8.429334,KGZ,Jalal-Abad,Male,KG03,,,,,
2007.0,,Fatal occupational injuries among employees (rate),13.136807,KGZ,Issyk-Kul,,KG02,,,,,
2008.0,,Fatal occupational injuries among employees (rate),2.646273,KGZ,Issyk-Kul,,KG02,,,,,
2009.0,,Fatal occupational injuries among employees (rate),16.290182,KGZ,Issyk-Kul,,KG02,,,,,
2010.0,,Fatal occupational injuries among employees (rate),7.840063,KGZ,Issyk-Kul,,KG02,,,,,
2011.0,,Fatal occupational injuries among employees (rate),2.596189,KGZ,Issyk-Kul,,KG02,,,,,
2012.0,,Fatal occupational injuries among employees (rate),5.463287,KGZ,Issyk-Kul,,KG02,,,,,
2014.0,,Fatal occupational injuries among employees (rate),2.655901,KGZ,Issyk-Kul,,KG02,,,,,
2015.0,,Fatal occupational injuries among employees (rate),7.797879,KGZ,Issyk-Kul,,KG02,,,,,
2016.0,,Fatal occupational injuries among employees (rate),10.529918,KGZ,Issyk-Kul,,KG02,,,,,
2017.0,,Fatal occupational injuries among employees (rate),7.956927,KGZ,Issyk-Kul,,KG02,,,,,
2018.0,,Fatal occupational injuries among employees (rate),2.535947,KGZ,Issyk-Kul,,KG02,,,,,
2019.0,,Fatal occupational injuries among employees (rate),7.904722,KGZ,Issyk-Kul,,KG02,,,,,
2020.0,,Fatal occupational injuries among employees (rate),5.03918,KGZ,Issyk-Kul,,KG02,,,,,
2021.0,,Fatal occupational injuries among employees (rate),5.073438,KGZ,Issyk-Kul,,KG02,,,,,
2007.0,,Fatal occupational injuries among employees (rate),5.253204,KGZ,Issyk-Kul,Female,KG02,,,,,
2009.0,,Fatal occupational injuries among employees (rate),16.760713,KGZ,Issyk-Kul,Female,KG02,,,,,
2010.0,,Fatal occupational injuries among employees (rate),5.038799,KGZ,Issyk-Kul,Female,KG02,,,,,
2007.0,,Fatal occupational injuries among employees (rate),21.024967,KGZ,Issyk-Kul,Male,KG02,,,,,
2008.0,,Fatal occupational injuries among employees (rate),5.302789,KGZ,Issyk-Kul,Male,KG02,,,,,
2009.0,,Fatal occupational injuries among employees (rate),15.845349,KGZ,Issyk-Kul,Male,KG02,,,,,
2010.0,,Fatal occupational injuries among employees (rate),10.858353,KGZ,Issyk-Kul,Male,KG02,,,,,
2011.0,,Fatal occupational injuries among employees (rate),5.352746,KGZ,Issyk-Kul,Male,KG02,,,,,
2012.0,,Fatal occupational injuries among employees (rate),11.813349,KGZ,Issyk-Kul,Male,KG02,,,,,
2013.0,,Fatal occupational injuries among employees (rate),0.0,KGZ,Issyk-Kul,Male,KG02,,,,,
2014.0,,Fatal occupational injuries among employees (rate),5.590652,KGZ,Issyk-Kul,Male,KG02,,,,,
2015.0,,Fatal occupational injuries among employees (rate),16.993316,KGZ,Issyk-Kul,Male,KG02,,,,,
2016.0,,Fatal occupational injuries among employees (rate),22.840176,KGZ,Issyk-Kul,Male,KG02,,,,,
2017.0,,Fatal occupational injuries among employees (rate),17.059994,KGZ,Issyk-Kul,Male,KG02,,,,,
2018.0,,Fatal occupational injuries among employees (rate),5.593467,KGZ,Issyk-Kul,Male,KG02,,,,,
2019.0,,Fatal occupational injuries among employees (rate),17.360106,KGZ,Issyk-Kul,Male,KG02,,,,,
2020.0,,Fatal occupational injuries among employees (rate),11.036918,KGZ,Issyk-Kul,Male,KG02,,,,,
2021.0,,Fatal occupational injuries among employees (rate),11.222085,KGZ,Issyk-Kul,Male,KG02,,,,,
2007.0,,Fatal occupational injuries among employees (rate),17.955739,KGZ,Naryn,,KG04,,,,,
2008.0,,Fatal occupational injuries among employees (rate),4.448003,KGZ,Naryn,,KG04,,,,,
2009.0,,Fatal occupational injuries among employees (rate),8.653139,KGZ,Naryn,,KG04,,,,,
2010.0,,Fatal occupational injuries among employees (rate),8.600301,KGZ,Naryn,,KG04,,,,,
2011.0,,Fatal occupational injuries among employees (rate),8.443094,KGZ,Naryn,,KG04,,,,,
2012.0,,Fatal occupational injuries among employees (rate),8.285691,KGZ,Naryn,,KG04,,,,,
2013.0,,Fatal occupational injuries among employees (rate),8.224022,KGZ,Naryn,,KG04,,,,,
2014.0,,Fatal occupational injuries among employees (rate),16.345879,KGZ,Naryn,,KG04,,,,,
2015.0,,Fatal occupational injuries among employees (rate),3.700278,KGZ,Naryn,,KG04,,,,,
2016.0,,Fatal occupational injuries among employees (rate),19.647137,KGZ,Naryn,,KG04,,,,,
2017.0,,Fatal occupational injuries among employees (rate),19.320685,KGZ,Naryn,,KG04,,,,,
2019.0,,Fatal occupational injuries among employees (rate),7.69586,KGZ,Naryn,,KG04,,,,,
2021.0,,Fatal occupational injuries among employees (rate),3.808073,KGZ,Naryn,,KG04,,,,,
2008.0,,Fatal occupational injuries among employees (rate),8.058667,KGZ,Naryn,Female,KG04,,,,,
2009.0,,Fatal occupational injuries among employees (rate),7.907639,KGZ,Naryn,Female,KG04,,,,,
2010.0,,Fatal occupational injuries among employees (rate),7.789375,KGZ,Naryn,Female,KG04,,,,,
2007.0,,Fatal occupational injuries among employees (rate),38.71842,KGZ,Naryn,Male,KG04,,,,,
2009.0,,Fatal occupational injuries among employees (rate),9.553836,KGZ,Naryn,Male,KG04,,,,,
2010.0,,Fatal occupational injuries among employees (rate),9.599693,KGZ,Naryn,Male,KG04,,,,,
2011.0,,Fatal occupational injuries among employees (rate),18.703825,KGZ,Naryn,Male,KG04,,,,,
2012.0,,Fatal occupational injuries among employees (rate),18.637592,KGZ,Naryn,Male,KG04,,,,,
2013.0,,Fatal occupational injuries among employees (rate),18.883958,KGZ,Naryn,Male,KG04,,,,,
2014.0,,Fatal occupational injuries among employees (rate),37.703836,KGZ,Naryn,Male,KG04,,,,,
2015.0,,Fatal occupational injuries among employees (rate),8.688097,KGZ,Naryn,Male,KG04,,,,,
2016.0,,Fatal occupational injuries among employees (rate),45.195697,KGZ,Naryn,Male,KG04,,,,,
