Year,UNIT_MEASURE,Regions,Value,M49_country_code,Reference area,Sex,Age,Degree of urbanisation,Income or wealth quantile,Education level,GeoCode,unique_id,col_caption_name,col_caption_name1_empty,year,value
2019.0,,,73.0,KGZ,,,,,Quintile 2,,,,,,,
2020.0,,,76.162079,KGZ,,,,,Quintile 2,,,,,,,
2021.0,,,71.466218,KGZ,,,,,Quintile 2,,,,,,,
2016.0,,,77.695134,KGZ,,,,,Quintile 3,,,,,,,
2017.0,,,79.355343,KGZ,,,,,Quintile 3,,,,,,,
2018.0,,,75.445514,KGZ,,,,,Quintile 3,,,,,,,
2019.0,,,79.8,KGZ,,,,,Quintile 3,,,,,,,
2020.0,,,73.787028,KGZ,,,,,Quintile 3,,,,,,,
2021.0,,,74.357597,KGZ,,,,,Quintile 3,,,,,,,
2016.0,,,78.152318,KGZ,,,,,Quintile 4,,,,,,,
2017.0,,,78.68821,KGZ,,,,,Quintile 4,,,,,,,
2018.0,,,75.522557,KGZ,,,,,Quintile 4,,,,,,,
2019.0,,,78.6,KGZ,,,,,Quintile 4,,,,,,,
2020.0,,,76.372727,KGZ,,,,,Quintile 4,,,,,,,
2021.0,,,73.016879,KGZ,,,,,Quintile 4,,,,,,,
2016.0,,,77.652465,KGZ,,,,,Quintile 5 (richest),,,,,,,
2017.0,,,78.64359,KGZ,,,,,Quintile 5 (richest),,,,,,,
2018.0,,,78.047036,KGZ,,,,,Quintile 5 (richest),,,,,,,
2019.0,,,77.2,KGZ,,,,,Quintile 5 (richest),,,,,,,
2020.0,,,73.088156,KGZ,,,,,Quintile 5 (richest),,,,,,,
2021.0,,,73.786667,KGZ,,,,,Quintile 5 (richest),,,,,,,
,,,,UZB,,,,,,,,16_101_,Total,True,2000.0,0.0
,,,,UZB,,,,,,,,16_101_,Total,True,2001.0,0.0
,,,,UZB,,,,,,,,16_101_,Total,True,2002.0,0.0
,,,,UZB,,,,,,,,16_101_,Total,True,2003.0,0.0
,,,,UZB,,,,,,,,16_101_,Total,True,2004.0,0.0
,,,,UZB,,,,,,,,16_101_,Total,True,2005.0,0.0
,,,,UZB,,,,,,,,16_101_,Total,True,2006.0,0.0
,,,,UZB,,,,,,,,16_101_,Total,True,2007.0,0.0
,,,,UZB,,,,,,,,16_101_,Total,True,2008.0,93.5
,,,,UZB,,,,,,,,16_101_,Total,True,2009.0,100.0
,,,,UZB,,,,,,,,16_101_,Total,True,2010.0,99.4
,,,,UZB,,,,,,,,16_101_,Total,True,2011.0,99.8
,,,,UZB,,,,,,,,16_101_,Total,True,2012.0,100.0
,,,,UZB,,,,,,,,16_101_,Total,True,2013.0,100.0
,,,,UZB,,,,,,,,16_101_,Total,True,2014.0,100.0
,,,,UZB,,,,,,,,16_101_,Total,True,2015.0,100.0
,,,,UZB,,,,,,,,16_101_,Total,True,2016.0,100.0
,,,,UZB,,,,,,,,16_101_,Total,True,2017.0,100.0
,,,,UZB,,,,,,,,16_101_,Total,True,2018.0,100.0
,,,,UZB,,,,,,,,16_101_,Total,True,2019.0,100.0
,,,,UZB,,,,,,,,16_101_,Total,True,2020.0,100.0
,,,,UZB,,,,,,,,16_101_,Total,True,2021.0,100.0
,,,,UZB,,,,,,,,16_102_,city,True,2000.0,0.0
,,,,UZB,,,,,,,,16_102_,city,True,2001.0,0.0
,,,,UZB,,,,,,,,16_102_,city,True,2002.0,0.0
,,,,UZB,,,,,,,,16_102_,city,True,2003.0,0.0
,,,,UZB,,,,,,,,16_102_,city,True,2004.0,0.0
,,,,UZB,,,,,,,,16_102_,city,True,2005.0,0.0
,,,,UZB,,,,,,,,16_102_,city,True,2006.0,0.0
,,,,UZB,,,,,,,,16_102_,city,True,2007.0,0.0
,,,,UZB,,,,,,,,16_102_,city,True,2008.0,95.7
,,,,UZB,,,,,,,,16_102_,city,True,2009.0,100.0
,,,,UZB,,,,,,,,16_102_,city,True,2010.0,99.4
,,,,UZB,,,,,,,,16_102_,city,True,2011.0,99.8
,,,,UZB,,,,,,,,16_102_,city,True,2012.0,100.0
,,,,UZB,,,,,,,,16_102_,city,True,2013.0,100.0
,,,,UZB,,,,,,,,16_102_,city,True,2014.0,100.0
,,,,UZB,,,,,,,,16_102_,city,True,2015.0,100.0
,,,,UZB,,,,,,,,16_102_,city,True,2016.0,100.0
,,,,UZB,,,,,,,,16_102_,city,True,2017.0,100.0
,,,,UZB,,,,,,,,16_102_,city,True,2018.0,100.0
,,,,UZB,,,,,,,,16_102_,city,True,2019.0,100.0
,,,,UZB,,,,,,,,16_102_,city,True,2020.0,100.0
,,,,UZB,,,,,,,,16_102_,city,True,2021.0,100.0
,,,,UZB,,,,,,,,16_103_,village,True,2000.0,0.0
,,,,UZB,,,,,,,,16_103_,village,True,2001.0,0.0
,,,,UZB,,,,,,,,16_103_,village,True,2002.0,0.0
,,,,UZB,,,,,,,,16_103_,village,True,2003.0,0.0
,,,,UZB,,,,,,,,16_103_,village,True,2004.0,0.0
,,,,UZB,,,,,,,,16_103_,village,True,2005.0,0.0
,,,,UZB,,,,,,,,16_103_,village,True,2006.0,0.0
,,,,UZB,,,,,,,,16_103_,village,True,2007.0,0.0
,,,,UZB,,,,,,,,16_103_,village,True,2008.0,91.9
,,,,UZB,,,,,,,,16_103_,village,True,2009.0,100.0
,,,,UZB,,,,,,,,16_103_,village,True,2010.0,99.4
,,,,UZB,,,,,,,,16_103_,village,True,2011.0,99.8
,,,,UZB,,,,,,,,16_103_,village,True,2012.0,100.0
,,,,UZB,,,,,,,,16_103_,village,True,2013.0,100.0
,,,,UZB,,,,,,,,16_103_,village,True,2014.0,100.0
,,,,UZB,,,,,,,,16_103_,village,True,2015.0,100.0
,,,,UZB,,,,,,,,16_103_,village,True,2016.0,100.0
,,,,UZB,,,,,,,,16_103_,village,True,2017.0,100.0
,,,,UZB,,,,,,,,16_103_,village,True,2018.0,100.0
,,,,UZB,,,,,,,,16_103_,village,True,2019.0,100.0
,,,,UZB,,,,,,,,16_103_,village,True,2020.0,100.0
,,,,UZB,,,,,,,,16_103_,village,True,2021.0,100.0
