Year,UNIT_MEASURE,Regions,Value,M49_country_code,unique_id,col_caption_name,year,value
,,,,UZB,02_128_1001,Rice: in farms,2000.0,19.9
,,,,UZB,02_128_1001,Rice: in farms,2001.0,18.3
,,,,UZB,02_128_1001,Rice: in farms,2002.0,26.5
,,,,UZB,02_128_1001,Rice: in farms,2003.0,30.5
,,,,UZB,02_128_1001,Rice: in farms,2004.0,28.1
,,,,UZB,02_128_1001,Rice: in farms,2005.0,30.7
,,,,UZB,02_128_1001,Rice: in farms,2006.0,32.8
,,,,UZB,02_128_1001,Rice: in farms,2007.0,34.9
,,,,UZB,02_128_1001,Rice: in farms,2008.0,32.4
,,,,UZB,02_128_1001,Rice: in farms,2009.0,36.0
,,,,UZB,02_128_1001,Rice: in farms,2010.0,31.0
,,,,UZB,02_128_1001,Rice: in farms,2011.0,34.9
,,,,UZB,02_128_1001,Rice: in farms,2012.0,32.0
,,,,UZB,02_128_1001,Rice: in farms,2013.0,41.2
,,,,UZB,02_128_1001,Rice: in farms,2014.0,37.9
,,,,UZB,02_128_1001,Rice: in farms,2015.0,32.4
,,,,UZB,02_128_1001,Rice: in farms,2016.0,34.1
,,,,UZB,02_128_1001,Rice: in farms,2017.0,30.6
,,,,UZB,02_128_1001,Rice: in farms,2018.0,26.2
,,,,UZB,02_128_1001,Rice: in farms,2019.0,25.7
,,,,UZB,02_128_1001,Rice: in farms,2020.0,31.1
,,,,UZB,02_128_1001,Rice: in farms,2021.0,33.0
,,,,UZB,02_128_1002,Rice: in dekhkan (personal) farms,2000.0,32.9
,,,,UZB,02_128_1002,Rice: in dekhkan (personal) farms,2001.0,44.7
,,,,UZB,02_128_1002,Rice: in dekhkan (personal) farms,2002.0,49.1
,,,,UZB,02_128_1002,Rice: in dekhkan (personal) farms,2003.0,47.0
,,,,UZB,02_128_1002,Rice: in dekhkan (personal) farms,2004.0,47.0
,,,,UZB,02_128_1002,Rice: in dekhkan (personal) farms,2005.0,47.6
,,,,UZB,02_128_1002,Rice: in dekhkan (personal) farms,2006.0,44.2
,,,,UZB,02_128_1002,Rice: in dekhkan (personal) farms,2007.0,48.4
,,,,UZB,02_128_1002,Rice: in dekhkan (personal) farms,2008.0,47.1
,,,,UZB,02_128_1002,Rice: in dekhkan (personal) farms,2009.0,49.6
,,,,UZB,02_128_1002,Rice: in dekhkan (personal) farms,2010.0,50.4
,,,,UZB,02_128_1002,Rice: in dekhkan (personal) farms,2011.0,48.3
,,,,UZB,02_128_1002,Rice: in dekhkan (personal) farms,2012.0,48.3
,,,,UZB,02_128_1002,Rice: in dekhkan (personal) farms,2013.0,50.1
,,,,UZB,02_128_1002,Rice: in dekhkan (personal) farms,2014.0,48.5
,,,,UZB,02_128_1002,Rice: in dekhkan (personal) farms,2015.0,49.7
,,,,UZB,02_128_1002,Rice: in dekhkan (personal) farms,2016.0,46.3
,,,,UZB,02_128_1002,Rice: in dekhkan (personal) farms,2017.0,49.8
,,,,UZB,02_128_1002,Rice: in dekhkan (personal) farms,2018.0,49.6
,,,,UZB,02_128_1002,Rice: in dekhkan (personal) farms,2019.0,52.1
,,,,UZB,02_128_1002,Rice: in dekhkan (personal) farms,2020.0,48.8
,,,,UZB,02_128_1002,Rice: in dekhkan (personal) farms,2021.0,51.7
,,,,UZB,02_128_1003,Rice: in organizations engaged in agricultural activities,2000.0,0.0
,,,,UZB,02_128_1003,Rice: in organizations engaged in agricultural activities,2001.0,0.0
,,,,UZB,02_128_1003,Rice: in organizations engaged in agricultural activities,2002.0,27.5
,,,,UZB,02_128_1003,Rice: in organizations engaged in agricultural activities,2003.0,24.0
,,,,UZB,02_128_1003,Rice: in organizations engaged in agricultural activities,2004.0,24.1
,,,,UZB,02_128_1003,Rice: in organizations engaged in agricultural activities,2005.0,30.4
,,,,UZB,02_128_1003,Rice: in organizations engaged in agricultural activities,2006.0,33.7
,,,,UZB,02_128_1003,Rice: in organizations engaged in agricultural activities,2007.0,32.5
,,,,UZB,02_128_1003,Rice: in organizations engaged in agricultural activities,2008.0,34.3
,,,,UZB,02_128_1003,Rice: in organizations engaged in agricultural activities,2009.0,27.8
,,,,UZB,02_128_1003,Rice: in organizations engaged in agricultural activities,2010.0,29.9
,,,,UZB,02_128_1003,Rice: in organizations engaged in agricultural activities,2011.0,30.6
,,,,UZB,02_128_1003,Rice: in organizations engaged in agricultural activities,2012.0,26.4
,,,,UZB,02_128_1003,Rice: in organizations engaged in agricultural activities,2013.0,30.1
,,,,UZB,02_128_1003,Rice: in organizations engaged in agricultural activities,2014.0,30.4
,,,,UZB,02_128_1003,Rice: in organizations engaged in agricultural activities,2015.0,26.0
,,,,UZB,02_128_1003,Rice: in organizations engaged in agricultural activities,2016.0,30.0
,,,,UZB,02_128_1003,Rice: in organizations engaged in agricultural activities,2017.0,22.8
,,,,UZB,02_128_1003,Rice: in organizations engaged in agricultural activities,2018.0,25.3
,,,,UZB,02_128_1003,Rice: in organizations engaged in agricultural activities,2019.0,30.9
,,,,UZB,02_128_1003,Rice: in organizations engaged in agricultural activities,2020.0,28.1
,,,,UZB,02_128_1003,Rice: in organizations engaged in agricultural activities,2021.0,30.9
,,,,UZB,02_129_1000,Cotton: Total,2000.0,21.8
,,,,UZB,02_129_1000,Cotton: Total,2001.0,23.3
,,,,UZB,02_129_1000,Cotton: Total,2002.0,22.4
,,,,UZB,02_129_1000,Cotton: Total,2003.0,20.5
,,,,UZB,02_129_1000,Cotton: Total,2004.0,24.5
,,,,UZB,02_129_1000,Cotton: Total,2005.0,25.3
,,,,UZB,02_129_1000,Cotton: Total,2006.0,25.0
,,,,UZB,02_129_1000,Cotton: Total,2007.0,25.5
,,,,UZB,02_129_1000,Cotton: Total,2008.0,24.0
,,,,UZB,02_129_1000,Cotton: Total,2009.0,25.3
,,,,UZB,02_129_1000,Cotton: Total,2010.0,25.4
,,,,UZB,02_129_1000,Cotton: Total,2011.0,26.3
,,,,UZB,02_129_1000,Cotton: Total,2012.0,26.4
,,,,UZB,02_129_1000,Cotton: Total,2013.0,25.7
,,,,UZB,02_129_1000,Cotton: Total,2014.0,26.1
,,,,UZB,02_129_1000,Cotton: Total,2015.0,25.9
,,,,UZB,02_129_1000,Cotton: Total,2016.0,23.4
,,,,UZB,02_129_1000,Cotton: Total,2017.0,24.0
,,,,UZB,02_129_1000,Cotton: Total,2018.0,20.9
,,,,UZB,02_129_1000,Cotton: Total,2019.0,25.6
,,,,UZB,02_129_1000,Cotton: Total,2020.0,29.0
,,,,UZB,02_129_1000,Cotton: Total,2021.0,30.7
,,,,UZB,02_129_1001,Cotton: in farms,2000.0,18.9
,,,,UZB,02_129_1001,Cotton: in farms,2001.0,21.8
,,,,UZB,02_129_1001,Cotton: in farms,2002.0,19.7
,,,,UZB,02_129_1001,Cotton: in farms,2003.0,18.9
,,,,UZB,02_129_1001,Cotton: in farms,2004.0,23.3
,,,,UZB,02_129_1001,Cotton: in farms,2005.0,24.2
,,,,UZB,02_129_1001,Cotton: in farms,2006.0,24.6
,,,,UZB,02_129_1001,Cotton: in farms,2007.0,25.6
,,,,UZB,02_129_1001,Cotton: in farms,2008.0,24.2
,,,,UZB,02_129_1001,Cotton: in farms,2009.0,25.4
,,,,UZB,02_129_1001,Cotton: in farms,2010.0,25.9
,,,,UZB,02_129_1001,Cotton: in farms,2011.0,26.4
,,,,UZB,02_129_1001,Cotton: in farms,2012.0,26.5
,,,,UZB,02_129_1001,Cotton: in farms,2013.0,25.8
,,,,UZB,02_129_1001,Cotton: in farms,2014.0,26.3
,,,,UZB,02_129_1001,Cotton: in farms,2015.0,26.0
,,,,UZB,02_129_1001,Cotton: in farms,2016.0,23.5
,,,,UZB,02_129_1001,Cotton: in farms,2017.0,24.0
,,,,UZB,02_129_1001,Cotton: in farms,2018.0,20.8
,,,,UZB,02_129_1001,Cotton: in farms,2019.0,25.6
,,,,UZB,02_129_1001,Cotton: in farms,2020.0,29.1
,,,,UZB,02_129_1001,Cotton: in farms,2021.0,29.8
,,,,UZB,02_129_1002,Cotton: in dekhkan (personal) farms,2000.0,22.6
,,,,UZB,02_129_1002,Cotton: in dekhkan (personal) farms,2001.0,23.7
,,,,UZB,02_129_1002,Cotton: in dekhkan (personal) farms,2002.0,23.7
,,,,UZB,02_129_1002,Cotton: in dekhkan (personal) farms,2003.0,21.6
,,,,UZB,02_129_1002,Cotton: in dekhkan (personal) farms,2004.0,26.0
,,,,UZB,02_129_1002,Cotton: in dekhkan (personal) farms,2005.0,27.8
,,,,UZB,02_129_1002,Cotton: in dekhkan (personal) farms,2006.0,27.4
,,,,UZB,02_129_1002,Cotton: in dekhkan (personal) farms,2007.0,15.8
,,,,UZB,02_129_1002,Cotton: in dekhkan (personal) farms,2008.0,14.1
,,,,UZB,02_129_1002,Cotton: in dekhkan (personal) farms,2009.0,16.4
,,,,UZB,02_129_1002,Cotton: in dekhkan (personal) farms,2010.0,9.5
,,,,UZB,02_129_1002,Cotton: in dekhkan (personal) farms,2011.0,15.0
,,,,UZB,02_129_1002,Cotton: in dekhkan (personal) farms,2012.0,18.7
,,,,UZB,02_129_1002,Cotton: in dekhkan (personal) farms,2013.0,13.2
,,,,UZB,02_129_1002,Cotton: in dekhkan (personal) farms,2014.0,13.7
,,,,UZB,02_129_1002,Cotton: in dekhkan (personal) farms,2015.0,13.5
,,,,UZB,02_129_1002,Cotton: in dekhkan (personal) farms,2016.0,16.6
,,,,UZB,02_129_1002,Cotton: in dekhkan (personal) farms,2017.0,18.6
,,,,UZB,02_129_1002,Cotton: in dekhkan (personal) farms,2018.0,24.0
,,,,UZB,02_129_1002,Cotton: in dekhkan (personal) farms,2019.0,25.7
,,,,UZB,02_129_1002,Cotton: in dekhkan (personal) farms,2020.0,28.4
,,,,UZB,02_129_1002,Cotton: in dekhkan (personal) farms,2021.0,34.8
,,,,UZB,02_130_1000,Potato: Total,2000.0,129.3
,,,,UZB,02_130_1000,Potato: Total,2001.0,131.9
,,,,UZB,02_130_1000,Potato: Total,2002.0,143.7
,,,,UZB,02_130_1000,Potato: Total,2003.0,152.5
,,,,UZB,02_130_1000,Potato: Total,2004.0,157.5
,,,,UZB,02_130_1000,Potato: Total,2005.0,170.3
,,,,UZB,02_130_1000,Potato: Total,2006.0,175.2
,,,,UZB,02_130_1000,Potato: Total,2007.0,184.1
,,,,UZB,02_130_1000,Potato: Total,2008.0,194.1
,,,,UZB,02_130_1000,Potato: Total,2009.0,198.4
,,,,UZB,02_130_1000,Potato: Total,2010.0,194.9
,,,,UZB,02_130_1000,Potato: Total,2011.0,195.7
,,,,UZB,02_130_1000,Potato: Total,2012.0,203.7
,,,,UZB,02_130_1000,Potato: Total,2013.0,210.7
,,,,UZB,02_130_1000,Potato: Total,2014.0,213.6
,,,,UZB,02_130_1000,Potato: Total,2015.0,219.1
,,,,UZB,02_130_1000,Potato: Total,2016.0,225.1
,,,,UZB,02_130_1000,Potato: Total,2017.0,217.9
,,,,UZB,02_130_1000,Potato: Total,2018.0,224.8
,,,,UZB,02_130_1000,Potato: Total,2019.0,227.3
,,,,UZB,02_130_1000,Potato: Total,2020.0,213.4
,,,,UZB,02_130_1000,Potato: Total,2021.0,201.7
,,,,UZB,02_130_1001,Potato: in farms,2000.0,112.0
,,,,UZB,02_130_1001,Potato: in farms,2001.0,121.7
,,,,UZB,02_130_1001,Potato: in farms,2002.0,129.4
,,,,UZB,02_130_1001,Potato: in farms,2003.0,135.4
,,,,UZB,02_130_1001,Potato: in farms,2004.0,120.3
,,,,UZB,02_130_1001,Potato: in farms,2005.0,132.5
,,,,UZB,02_130_1001,Potato: in farms,2006.0,158.6
,,,,UZB,02_130_1001,Potato: in farms,2007.0,161.1
,,,,UZB,02_130_1001,Potato: in farms,2008.0,162.6
,,,,UZB,02_130_1001,Potato: in farms,2009.0,166.3
,,,,UZB,02_130_1001,Potato: in farms,2010.0,152.2
,,,,UZB,02_130_1001,Potato: in farms,2011.0,166.1
,,,,UZB,02_130_1001,Potato: in farms,2012.0,192.5
,,,,UZB,02_130_1001,Potato: in farms,2013.0,187.9
,,,,UZB,02_130_1001,Potato: in farms,2014.0,195.2
,,,,UZB,02_130_1001,Potato: in farms,2015.0,201.0
,,,,UZB,02_130_1001,Potato: in farms,2016.0,212.9
,,,,UZB,02_130_1001,Potato: in farms,2017.0,178.1
,,,,UZB,02_130_1001,Potato: in farms,2018.0,154.9
,,,,UZB,02_130_1001,Potato: in farms,2019.0,168.2
,,,,UZB,02_130_1001,Potato: in farms,2020.0,178.5
,,,,UZB,02_130_1001,Potato: in farms,2021.0,166.6
,,,,UZB,02_130_1002,Potato: in dekhkan (personal) farms,2000.0,133.3
,,,,UZB,02_130_1002,Potato: in dekhkan (personal) farms,2001.0,137.7
,,,,UZB,02_130_1002,Potato: in dekhkan (personal) farms,2002.0,147.7
,,,,UZB,02_130_1002,Potato: in dekhkan (personal) farms,2003.0,156.4
,,,,UZB,02_130_1002,Potato: in dekhkan (personal) farms,2004.0,164.4
,,,,UZB,02_130_1002,Potato: in dekhkan (personal) farms,2005.0,175.2
,,,,UZB,02_130_1002,Potato: in dekhkan (personal) farms,2006.0,177.6
,,,,UZB,02_130_1002,Potato: in dekhkan (personal) farms,2007.0,188.2
,,,,UZB,02_130_1002,Potato: in dekhkan (personal) farms,2008.0,201.1
,,,,UZB,02_130_1002,Potato: in dekhkan (personal) farms,2009.0,206.1
,,,,UZB,02_130_1002,Potato: in dekhkan (personal) farms,2010.0,207.2
,,,,UZB,02_130_1002,Potato: in dekhkan (personal) farms,2011.0,204.2
,,,,UZB,02_130_1002,Potato: in dekhkan (personal) farms,2012.0,206.4
,,,,UZB,02_130_1002,Potato: in dekhkan (personal) farms,2013.0,216.0
,,,,UZB,02_130_1002,Potato: in dekhkan (personal) farms,2014.0,218.4
,,,,UZB,02_130_1002,Potato: in dekhkan (personal) farms,2015.0,223.9
,,,,UZB,02_130_1002,Potato: in dekhkan (personal) farms,2016.0,228.7
,,,,UZB,02_130_1002,Potato: in dekhkan (personal) farms,2017.0,225.3
,,,,UZB,02_130_1002,Potato: in dekhkan (personal) farms,2018.0,238.2
,,,,UZB,02_130_1002,Potato: in dekhkan (personal) farms,2019.0,237.9
,,,,UZB,02_130_1002,Potato: in dekhkan (personal) farms,2020.0,218.3
,,,,UZB,02_130_1002,Potato: in dekhkan (personal) farms,2021.0,211.6
,,,,UZB,02_130_1003,Potato: in organizations engaged in agricultural activities,2000.0,114.8
,,,,UZB,02_130_1003,Potato: in organizations engaged in agricultural activities,2001.0,96.9
,,,,UZB,02_130_1003,Potato: in organizations engaged in agricultural activities,2002.0,111.3
,,,,UZB,02_130_1003,Potato: in organizations engaged in agricultural activities,2003.0,113.1
,,,,UZB,02_130_1003,Potato: in organizations engaged in agricultural activities,2004.0,103.7
,,,,UZB,02_130_1003,Potato: in organizations engaged in agricultural activities,2005.0,109.7
,,,,UZB,02_130_1003,Potato: in organizations engaged in agricultural activities,2006.0,139.3
,,,,UZB,02_130_1003,Potato: in organizations engaged in agricultural activities,2007.0,144.4
,,,,UZB,02_130_1003,Potato: in organizations engaged in agricultural activities,2008.0,115.1
,,,,UZB,02_130_1003,Potato: in organizations engaged in agricultural activities,2009.0,135.0
,,,,UZB,02_130_1003,Potato: in organizations engaged in agricultural activities,2010.0,146.6
,,,,UZB,02_130_1003,Potato: in organizations engaged in agricultural activities,2011.0,159.0
,,,,UZB,02_130_1003,Potato: in organizations engaged in agricultural activities,2012.0,218.4
,,,,UZB,02_130_1003,Potato: in organizations engaged in agricultural activities,2013.0,218.3
,,,,UZB,02_130_1003,Potato: in organizations engaged in agricultural activities,2014.0,188.7
,,,,UZB,02_130_1003,Potato: in organizations engaged in agricultural activities,2015.0,189.0
,,,,UZB,02_130_1003,Potato: in organizations engaged in agricultural activities,2016.0,205.0
,,,,UZB,02_130_1003,Potato: in organizations engaged in agricultural activities,2017.0,91.4
,,,,UZB,02_130_1003,Potato: in organizations engaged in agricultural activities,2018.0,118.0
,,,,UZB,02_130_1003,Potato: in organizations engaged in agricultural activities,2019.0,150.8
,,,,UZB,02_130_1003,Potato: in organizations engaged in agricultural activities,2020.0,206.7
,,,,UZB,02_130_1003,Potato: in organizations engaged in agricultural activities,2021.0,104.5
,,,,UZB,02_131_1000,Vegetables – total: Total,2000.0,183.8
,,,,UZB,02_131_1000,Vegetables – total: Total,2001.0,185.7
,,,,UZB,02_131_1000,Vegetables – total: Total,2002.0,193.8
,,,,UZB,02_131_1000,Vegetables – total: Total,2003.0,200.9
,,,,UZB,02_131_1000,Vegetables – total: Total,2004.0,203.1
,,,,UZB,02_131_1000,Vegetables – total: Total,2005.0,215.8
,,,,UZB,02_131_1000,Vegetables – total: Total,2006.0,223.0
,,,,UZB,02_131_1000,Vegetables – total: Total,2007.0,228.4
,,,,UZB,02_131_1000,Vegetables – total: Total,2008.0,246.4
,,,,UZB,02_131_1000,Vegetables – total: Total,2009.0,253.6
,,,,UZB,02_131_1000,Vegetables – total: Total,2010.0,252.5
,,,,UZB,02_131_1000,Vegetables – total: Total,2011.0,263.7
,,,,UZB,02_131_1000,Vegetables – total: Total,2012.0,265.6
,,,,UZB,02_131_1000,Vegetables – total: Total,2013.0,270.9
,,,,UZB,02_131_1000,Vegetables – total: Total,2014.0,268.3
,,,,UZB,02_131_1000,Vegetables – total: Total,2015.0,271.0
,,,,UZB,02_131_1000,Vegetables – total: Total,2016.0,271.1
,,,,UZB,02_131_1000,Vegetables – total: Total,2017.0,253.6
,,,,UZB,02_131_1000,Vegetables – total: Total,2018.0,237.1
,,,,UZB,02_131_1000,Vegetables – total: Total,2019.0,235.6
,,,,UZB,02_131_1000,Vegetables – total: Total,2020.0,234.4
,,,,UZB,02_131_1000,Vegetables – total: Total,2021.0,236.0
,,,,UZB,02_131_1001,Vegetables – total: in farms,2000.0,156.8
,,,,UZB,02_131_1001,Vegetables – total: in farms,2001.0,170.2
,,,,UZB,02_131_1001,Vegetables – total: in farms,2002.0,188.4
,,,,UZB,02_131_1001,Vegetables – total: in farms,2003.0,190.6
,,,,UZB,02_131_1001,Vegetables – total: in farms,2004.0,172.4
,,,,UZB,02_131_1001,Vegetables – total: in farms,2005.0,181.6
,,,,UZB,02_131_1001,Vegetables – total: in farms,2006.0,206.2
,,,,UZB,02_131_1001,Vegetables – total: in farms,2007.0,209.5
,,,,UZB,02_131_1001,Vegetables – total: in farms,2008.0,218.7
,,,,UZB,02_131_1001,Vegetables – total: in farms,2009.0,230.5
,,,,UZB,02_131_1001,Vegetables – total: in farms,2010.0,239.8
,,,,UZB,02_131_1001,Vegetables – total: in farms,2011.0,256.7
,,,,UZB,02_131_1001,Vegetables – total: in farms,2012.0,262.2
,,,,UZB,02_131_1001,Vegetables – total: in farms,2013.0,273.5
,,,,UZB,02_131_1001,Vegetables – total: in farms,2014.0,263.0
,,,,UZB,02_131_1001,Vegetables – total: in farms,2015.0,261.7
,,,,UZB,02_131_1001,Vegetables – total: in farms,2016.0,258.9
,,,,UZB,02_131_1001,Vegetables – total: in farms,2017.0,212.0
,,,,UZB,02_131_1001,Vegetables – total: in farms,2018.0,178.9
,,,,UZB,02_131_1001,Vegetables – total: in farms,2019.0,200.5
,,,,UZB,02_131_1001,Vegetables – total: in farms,2020.0,207.6
,,,,UZB,02_131_1001,Vegetables – total: in farms,2021.0,205.7
,,,,UZB,02_131_1002,Vegetables – total: in dekhkan (personal) farms,2000.0,196.2
,,,,UZB,02_131_1002,Vegetables – total: in dekhkan (personal) farms,2001.0,195.8
,,,,UZB,02_131_1002,Vegetables – total: in dekhkan (personal) farms,2002.0,201.3
,,,,UZB,02_131_1002,Vegetables – total: in dekhkan (personal) farms,2003.0,211.4
,,,,UZB,02_131_1002,Vegetables – total: in dekhkan (personal) farms,2004.0,219.8
,,,,UZB,02_131_1002,Vegetables – total: in dekhkan (personal) farms,2005.0,230.7
,,,,UZB,02_131_1002,Vegetables – total: in dekhkan (personal) farms,2006.0,233.6
,,,,UZB,02_131_1002,Vegetables – total: in dekhkan (personal) farms,2007.0,238.8
,,,,UZB,02_131_1002,Vegetables – total: in dekhkan (personal) farms,2008.0,262.5
,,,,UZB,02_131_1002,Vegetables – total: in dekhkan (personal) farms,2009.0,267.6
,,,,UZB,02_131_1002,Vegetables – total: in dekhkan (personal) farms,2010.0,260.1
,,,,UZB,02_131_1002,Vegetables – total: in dekhkan (personal) farms,2011.0,268.7
,,,,UZB,02_131_1002,Vegetables – total: in dekhkan (personal) farms,2012.0,269.6
,,,,UZB,02_131_1002,Vegetables – total: in dekhkan (personal) farms,2013.0,272.0
,,,,UZB,02_131_1002,Vegetables – total: in dekhkan (personal) farms,2014.0,273.5
,,,,UZB,02_131_1002,Vegetables – total: in dekhkan (personal) farms,2015.0,277.3
,,,,UZB,02_131_1002,Vegetables – total: in dekhkan (personal) farms,2016.0,280.8
,,,,UZB,02_131_1002,Vegetables – total: in dekhkan (personal) farms,2017.0,272.8
,,,,UZB,02_131_1002,Vegetables – total: in dekhkan (personal) farms,2018.0,266.3
,,,,UZB,02_131_1002,Vegetables – total: in dekhkan (personal) farms,2019.0,253.1
,,,,UZB,02_131_1002,Vegetables – total: in dekhkan (personal) farms,2020.0,245.6
,,,,UZB,02_131_1002,Vegetables – total: in dekhkan (personal) farms,2021.0,250.6
,,,,UZB,02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2000.0,155.5
,,,,UZB,02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2001.0,159.3
,,,,UZB,02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2002.0,168.2
,,,,UZB,02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2003.0,175.0
,,,,UZB,02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2004.0,151.8
,,,,UZB,02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2005.0,168.1
,,,,UZB,02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2006.0,169.6
,,,,UZB,02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2007.0,166.1
,,,,UZB,02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2008.0,148.4
,,,,UZB,02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2009.0,160.0
,,,,UZB,02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2010.0,170.1
,,,,UZB,02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2011.0,172.5
,,,,UZB,02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2012.0,148.5
,,,,UZB,02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2013.0,155.1
,,,,UZB,02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2014.0,165.4
,,,,UZB,02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2015.0,196.2
,,,,UZB,02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2016.0,171.6
,,,,UZB,02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2017.0,206.4
,,,,UZB,02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2018.0,106.0
,,,,UZB,02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2019.0,125.3
,,,,UZB,02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2020.0,174.2
,,,,UZB,02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2021.0,159.9
,,,,UZB,02_132_1000,Melons and watermelons – total: Total,2000.0,132.4
,,,,UZB,02_132_1000,Melons and watermelons – total: Total,2001.0,135.6
,,,,UZB,02_132_1000,Melons and watermelons – total: Total,2002.0,127.1
,,,,UZB,02_132_1000,Melons and watermelons – total: Total,2003.0,141.4
,,,,UZB,02_132_1000,Melons and watermelons – total: Total,2004.0,157.0
,,,,UZB,02_132_1000,Melons and watermelons – total: Total,2005.0,169.1
,,,,UZB,02_132_1000,Melons and watermelons – total: Total,2006.0,178.2
,,,,UZB,02_132_1000,Melons and watermelons – total: Total,2007.0,184.6
,,,,UZB,02_132_1000,Melons and watermelons – total: Total,2008.0,190.9
,,,,UZB,02_132_1000,Melons and watermelons – total: Total,2009.0,191.0
,,,,UZB,02_132_1000,Melons and watermelons – total: Total,2010.0,192.6
,,,,UZB,02_132_1000,Melons and watermelons – total: Total,2011.0,187.3
,,,,UZB,02_132_1000,Melons and watermelons – total: Total,2012.0,200.3
,,,,UZB,02_132_1000,Melons and watermelons – total: Total,2013.0,200.0
,,,,UZB,02_132_1000,Melons and watermelons – total: Total,2014.0,201.3
,,,,UZB,02_132_1000,Melons and watermelons – total: Total,2015.0,203.6
,,,,UZB,02_132_1000,Melons and watermelons – total: Total,2016.0,209.4
,,,,UZB,02_132_1000,Melons and watermelons – total: Total,2017.0,197.9
,,,,UZB,02_132_1000,Melons and watermelons – total: Total,2018.0,189.8
,,,,UZB,02_132_1000,Melons and watermelons – total: Total,2019.0,180.4
,,,,UZB,02_132_1000,Melons and watermelons – total: Total,2020.0,168.3
,,,,UZB,02_132_1000,Melons and watermelons – total: Total,2021.0,176.2
,,,,UZB,02_132_1001,Melons and watermelons – total: in farms,2000.0,97.0
,,,,UZB,02_132_1001,Melons and watermelons – total: in farms,2001.0,101.1
,,,,UZB,02_132_1001,Melons and watermelons – total: in farms,2002.0,97.4
,,,,UZB,02_132_1001,Melons and watermelons – total: in farms,2003.0,111.6
,,,,UZB,02_132_1001,Melons and watermelons – total: in farms,2004.0,125.8
,,,,UZB,02_132_1001,Melons and watermelons – total: in farms,2005.0,134.0
,,,,UZB,02_132_1001,Melons and watermelons – total: in farms,2006.0,150.4
,,,,UZB,02_132_1001,Melons and watermelons – total: in farms,2007.0,162.7
,,,,UZB,02_132_1001,Melons and watermelons – total: in farms,2008.0,167.6
,,,,UZB,02_132_1001,Melons and watermelons – total: in farms,2009.0,174.3
,,,,UZB,02_132_1001,Melons and watermelons – total: in farms,2010.0,178.3
,,,,UZB,02_132_1001,Melons and watermelons – total: in farms,2011.0,158.1
,,,,UZB,02_132_1001,Melons and watermelons – total: in farms,2012.0,192.3
,,,,UZB,02_132_1001,Melons and watermelons – total: in farms,2013.0,190.0
,,,,UZB,02_132_1001,Melons and watermelons – total: in farms,2014.0,193.6
,,,,UZB,02_132_1001,Melons and watermelons – total: in farms,2015.0,192.0
,,,,UZB,02_132_1001,Melons and watermelons – total: in farms,2016.0,197.4
,,,,UZB,02_132_1001,Melons and watermelons – total: in farms,2017.0,169.8
,,,,UZB,02_132_1001,Melons and watermelons – total: in farms,2018.0,139.6
,,,,UZB,02_132_1001,Melons and watermelons – total: in farms,2019.0,134.1
,,,,UZB,02_132_1001,Melons and watermelons – total: in farms,2020.0,140.0
,,,,UZB,02_132_1001,Melons and watermelons – total: in farms,2021.0,144.9
,,,,UZB,02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2000.0,170.5
,,,,UZB,02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2001.0,179.8
,,,,UZB,02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2002.0,174.9
,,,,UZB,02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2003.0,186.1
,,,,UZB,02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2004.0,200.9
,,,,UZB,02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2005.0,213.4
,,,,UZB,02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2006.0,216.6
,,,,UZB,02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2007.0,214.4
,,,,UZB,02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2008.0,220.7
,,,,UZB,02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2009.0,210.6
,,,,UZB,02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2010.0,214.1
