Year,UNIT_MEASURE,Area,Sex,Regions,Value,M49_country_code,Reference area,Age,Degree of urbanisation,GeoCode,unique_id,col_caption_name,col_caption_name1_empty,year,value
2017.0,,,Male,,36.383303,KGZ,Osh (city),,,KG21,,,,,
2018.0,,,Male,,37.27373,KGZ,Osh (city),,,KG21,,,,,
2019.0,,,Male,,21.814125,KGZ,Osh (city),,,KG21,,,,,
2020.0,,,Male,,14.8,KGZ,Osh (city),,,KG21,,,,,
2021.0,,,Male,,29.549902,KGZ,Osh (city),,,KG21,,,,,
,,,,,,UZB,,,,,10_101_,Total,True,2000.0,0.0
,,,,,,UZB,,,,,10_101_,Total,True,2001.0,27.5
,,,,,,UZB,,,,,10_101_,Total,True,2002.0,26.5
,,,,,,UZB,,,,,10_101_,Total,True,2003.0,27.2
,,,,,,UZB,,,,,10_101_,Total,True,2004.0,26.1
,,,,,,UZB,,,,,10_101_,Total,True,2005.0,25.8
,,,,,,UZB,,,,,10_101_,Total,True,2006.0,24.9
,,,,,,UZB,,,,,10_101_,Total,True,2007.0,23.6
,,,,,,UZB,,,,,10_101_,Total,True,2008.0,21.8
,,,,,,UZB,,,,,10_101_,Total,True,2009.0,19.5
,,,,,,UZB,,,,,10_101_,Total,True,2010.0,17.7
,,,,,,UZB,,,,,10_101_,Total,True,2011.0,16.0
,,,,,,UZB,,,,,10_101_,Total,True,2012.0,15.0
,,,,,,UZB,,,,,10_101_,Total,True,2013.0,14.1
,,,,,,UZB,,,,,10_101_,Total,True,2014.0,13.3
,,,,,,UZB,,,,,10_101_,Total,True,2015.0,12.8
,,,,,,UZB,,,,,10_101_,Total,True,2016.0,12.3
,,,,,,UZB,,,,,10_101_,Total,True,2017.0,11.9
,,,,,,UZB,,,,,10_101_,Total,True,2018.0,11.4
,,,,,,UZB,,,,,10_101_,Total,True,2019.0,11.0
,,,,,,UZB,,,,,10_101_,Total,True,2020.0,11.5
,,,,,,UZB,,,,,10_101_,Total,True,2021.0,0.0
,,,,,,UZB,,,,,10_102_,city,True,2000.0,0.0
,,,,,,UZB,,,,,10_102_,city,True,2001.0,22.5
,,,,,,UZB,,,,,10_102_,city,True,2002.0,21.8
,,,,,,UZB,,,,,10_102_,city,True,2003.0,22.6
,,,,,,UZB,,,,,10_102_,city,True,2004.0,18.8
,,,,,,UZB,,,,,10_102_,city,True,2005.0,18.3
,,,,,,UZB,,,,,10_102_,city,True,2006.0,17.9
,,,,,,UZB,,,,,10_102_,city,True,2007.0,17.6
,,,,,,UZB,,,,,10_102_,city,True,2008.0,16.3
,,,,,,UZB,,,,,10_102_,city,True,2009.0,15.2
,,,,,,UZB,,,,,10_102_,city,True,2010.0,13.4
,,,,,,UZB,,,,,10_102_,city,True,2011.0,11.6
,,,,,,UZB,,,,,10_102_,city,True,2012.0,11.6
,,,,,,UZB,,,,,10_102_,city,True,2013.0,10.6
,,,,,,UZB,,,,,10_102_,city,True,2014.0,9.8
,,,,,,UZB,,,,,10_102_,city,True,2015.0,9.5
,,,,,,UZB,,,,,10_102_,city,True,2016.0,9.2
,,,,,,UZB,,,,,10_102_,city,True,2017.0,8.7
,,,,,,UZB,,,,,10_102_,city,True,2018.0,8.4
,,,,,,UZB,,,,,10_102_,city,True,2019.0,8.4
,,,,,,UZB,,,,,10_102_,city,True,2020.0,9.0
,,,,,,UZB,,,,,10_102_,city,True,2021.0,0.0
,,,,,,UZB,,,,,10_103_,village,True,2000.0,0.0
,,,,,,UZB,,,,,10_103_,village,True,2001.0,30.5
,,,,,,UZB,,,,,10_103_,village,True,2002.0,29.4
,,,,,,UZB,,,,,10_103_,village,True,2003.0,29.8
,,,,,,UZB,,,,,10_103_,village,True,2004.0,30.3
,,,,,,UZB,,,,,10_103_,village,True,2005.0,30.0
,,,,,,UZB,,,,,10_103_,village,True,2006.0,28.8
,,,,,,UZB,,,,,10_103_,village,True,2007.0,27.1
,,,,,,UZB,,,,,10_103_,village,True,2008.0,24.9
,,,,,,UZB,,,,,10_103_,village,True,2009.0,22.0
,,,,,,UZB,,,,,10_103_,village,True,2010.0,20.1
,,,,,,UZB,,,,,10_103_,village,True,2011.0,18.5
,,,,,,UZB,,,,,10_103_,village,True,2012.0,18.3
,,,,,,UZB,,,,,10_103_,village,True,2013.0,17.3
,,,,,,UZB,,,,,10_103_,village,True,2014.0,16.6
,,,,,,UZB,,,,,10_103_,village,True,2015.0,15.9
,,,,,,UZB,,,,,10_103_,village,True,2016.0,15.1
,,,,,,UZB,,,,,10_103_,village,True,2017.0,14.8
,,,,,,UZB,,,,,10_103_,village,True,2018.0,14.3
,,,,,,UZB,,,,,10_103_,village,True,2019.0,13.5
,,,,,,UZB,,,,,10_103_,village,True,2020.0,13.9
,,,,,,UZB,,,,,10_103_,village,True,2021.0,0.0
,,,,,,UZB,,,,,10_104_,Republic of Karakalpakstan,True,2000.0,0.0
,,,,,,UZB,,,,,10_104_,Republic of Karakalpakstan,True,2001.0,0.0
,,,,,,UZB,,,,,10_104_,Republic of Karakalpakstan,True,2002.0,0.0
,,,,,,UZB,,,,,10_104_,Republic of Karakalpakstan,True,2003.0,0.0
,,,,,,UZB,,,,,10_104_,Republic of Karakalpakstan,True,2004.0,44.7
,,,,,,UZB,,,,,10_104_,Republic of Karakalpakstan,True,2005.0,44.0
,,,,,,UZB,,,,,10_104_,Republic of Karakalpakstan,True,2006.0,43.1
,,,,,,UZB,,,,,10_104_,Republic of Karakalpakstan,True,2007.0,41.6
,,,,,,UZB,,,,,10_104_,Republic of Karakalpakstan,True,2008.0,39.2
,,,,,,UZB,,,,,10_104_,Republic of Karakalpakstan,True,2009.0,37.0
,,,,,,UZB,,,,,10_104_,Republic of Karakalpakstan,True,2010.0,34.3
,,,,,,UZB,,,,,10_104_,Republic of Karakalpakstan,True,2011.0,33.2
,,,,,,UZB,,,,,10_104_,Republic of Karakalpakstan,True,2012.0,32.5
,,,,,,UZB,,,,,10_104_,Republic of Karakalpakstan,True,2013.0,31.3
,,,,,,UZB,,,,,10_104_,Republic of Karakalpakstan,True,2014.0,28.8
,,,,,,UZB,,,,,10_104_,Republic of Karakalpakstan,True,2015.0,28.3
,,,,,,UZB,,,,,10_104_,Republic of Karakalpakstan,True,2016.0,27.6
,,,,,,UZB,,,,,10_104_,Republic of Karakalpakstan,True,2017.0,26.3
,,,,,,UZB,,,,,10_104_,Republic of Karakalpakstan,True,2018.0,25.9
,,,,,,UZB,,,,,10_104_,Republic of Karakalpakstan,True,2019.0,14.8
,,,,,,UZB,,,,,10_104_,Republic of Karakalpakstan,True,2020.0,14.6
,,,,,,UZB,,,,,10_104_,Republic of Karakalpakstan,True,2021.0,0.0
,,,,,,UZB,,,,,10_105_,Andizhan Region,True,2000.0,0.0
,,,,,,UZB,,,,,10_105_,Andizhan Region,True,2001.0,0.0
,,,,,,UZB,,,,,10_105_,Andizhan Region,True,2002.0,0.0
,,,,,,UZB,,,,,10_105_,Andizhan Region,True,2003.0,0.0
,,,,,,UZB,,,,,10_105_,Andizhan Region,True,2004.0,23.5
,,,,,,UZB,,,,,10_105_,Andizhan Region,True,2005.0,23.1
,,,,,,UZB,,,,,10_105_,Andizhan Region,True,2006.0,22.2
,,,,,,UZB,,,,,10_105_,Andizhan Region,True,2007.0,21.1
,,,,,,UZB,,,,,10_105_,Andizhan Region,True,2008.0,20.1
,,,,,,UZB,,,,,10_105_,Andizhan Region,True,2009.0,17.0
,,,,,,UZB,,,,,10_105_,Andizhan Region,True,2010.0,16.3
,,,,,,UZB,,,,,10_105_,Andizhan Region,True,2011.0,13.3
,,,,,,UZB,,,,,10_105_,Andizhan Region,True,2012.0,11.5
,,,,,,UZB,,,,,10_105_,Andizhan Region,True,2013.0,10.8
,,,,,,UZB,,,,,10_105_,Andizhan Region,True,2014.0,9.9
,,,,,,UZB,,,,,10_105_,Andizhan Region,True,2015.0,9.3
,,,,,,UZB,,,,,10_105_,Andizhan Region,True,2016.0,8.7
,,,,,,UZB,,,,,10_105_,Andizhan Region,True,2017.0,8.0
,,,,,,UZB,,,,,10_105_,Andizhan Region,True,2018.0,7.9
,,,,,,UZB,,,,,10_105_,Andizhan Region,True,2019.0,11.9
,,,,,,UZB,,,,,10_105_,Andizhan Region,True,2020.0,12.0
,,,,,,UZB,,,,,10_105_,Andizhan Region,True,2021.0,0.0
,,,,,,UZB,,,,,10_106_,Bukhara Region,True,2000.0,0.0
,,,,,,UZB,,,,,10_106_,Bukhara Region,True,2001.0,0.0
,,,,,,UZB,,,,,10_106_,Bukhara Region,True,2002.0,0.0
,,,,,,UZB,,,,,10_106_,Bukhara Region,True,2003.0,0.0
,,,,,,UZB,,,,,10_106_,Bukhara Region,True,2004.0,21.0
,,,,,,UZB,,,,,10_106_,Bukhara Region,True,2005.0,20.8
,,,,,,UZB,,,,,10_106_,Bukhara Region,True,2006.0,19.8
,,,,,,UZB,,,,,10_106_,Bukhara Region,True,2007.0,18.6
,,,,,,UZB,,,,,10_106_,Bukhara Region,True,2008.0,17.7
,,,,,,UZB,,,,,10_106_,Bukhara Region,True,2009.0,16.1
,,,,,,UZB,,,,,10_106_,Bukhara Region,True,2010.0,14.4
,,,,,,UZB,,,,,10_106_,Bukhara Region,True,2011.0,13.4
,,,,,,UZB,,,,,10_106_,Bukhara Region,True,2012.0,12.2
,,,,,,UZB,,,,,10_106_,Bukhara Region,True,2013.0,11.3
,,,,,,UZB,,,,,10_106_,Bukhara Region,True,2014.0,10.7
,,,,,,UZB,,,,,10_106_,Bukhara Region,True,2015.0,10.1
,,,,,,UZB,,,,,10_106_,Bukhara Region,True,2016.0,9.3
,,,,,,UZB,,,,,10_106_,Bukhara Region,True,2017.0,9.2
,,,,,,UZB,,,,,10_106_,Bukhara Region,True,2018.0,8.9
,,,,,,UZB,,,,,10_106_,Bukhara Region,True,2019.0,8.3
,,,,,,UZB,,,,,10_106_,Bukhara Region,True,2020.0,8.6
,,,,,,UZB,,,,,10_106_,Bukhara Region,True,2021.0,0.0
,,,,,,UZB,,,,,10_107_,Dzhizak Region,True,2000.0,0.0
,,,,,,UZB,,,,,10_107_,Dzhizak Region,True,2001.0,0.0
,,,,,,UZB,,,,,10_107_,Dzhizak Region,True,2002.0,0.0
,,,,,,UZB,,,,,10_107_,Dzhizak Region,True,2003.0,0.0
,,,,,,UZB,,,,,10_107_,Dzhizak Region,True,2004.0,29.7
,,,,,,UZB,,,,,10_107_,Dzhizak Region,True,2005.0,29.6
,,,,,,UZB,,,,,10_107_,Dzhizak Region,True,2006.0,28.8
,,,,,,UZB,,,,,10_107_,Dzhizak Region,True,2007.0,27.9
,,,,,,UZB,,,,,10_107_,Dzhizak Region,True,2008.0,25.6
,,,,,,UZB,,,,,10_107_,Dzhizak Region,True,2009.0,23.1
,,,,,,UZB,,,,,10_107_,Dzhizak Region,True,2010.0,22.6
,,,,,,UZB,,,,,10_107_,Dzhizak Region,True,2011.0,21.3
,,,,,,UZB,,,,,10_107_,Dzhizak Region,True,2012.0,18.7
,,,,,,UZB,,,,,10_107_,Dzhizak Region,True,2013.0,17.0
,,,,,,UZB,,,,,10_107_,Dzhizak Region,True,2014.0,15.8
,,,,,,UZB,,,,,10_107_,Dzhizak Region,True,2015.0,15.4
,,,,,,UZB,,,,,10_107_,Dzhizak Region,True,2016.0,14.8
,,,,,,UZB,,,,,10_107_,Dzhizak Region,True,2017.0,14.3
,,,,,,UZB,,,,,10_107_,Dzhizak Region,True,2018.0,14.0
,,,,,,UZB,,,,,10_107_,Dzhizak Region,True,2019.0,12.7
,,,,,,UZB,,,,,10_107_,Dzhizak Region,True,2020.0,13.0
,,,,,,UZB,,,,,10_107_,Dzhizak Region,True,2021.0,0.0
,,,,,,UZB,,,,,10_108_,Kashkadarya Region,True,2000.0,0.0
,,,,,,UZB,,,,,10_108_,Kashkadarya Region,True,2001.0,0.0
,,,,,,UZB,,,,,10_108_,Kashkadarya Region,True,2002.0,0.0
,,,,,,UZB,,,,,10_108_,Kashkadarya Region,True,2003.0,0.0
,,,,,,UZB,,,,,10_108_,Kashkadarya Region,True,2004.0,41.5
,,,,,,UZB,,,,,10_108_,Kashkadarya Region,True,2005.0,41.0
,,,,,,UZB,,,,,10_108_,Kashkadarya Region,True,2006.0,39.8
,,,,,,UZB,,,,,10_108_,Kashkadarya Region,True,2007.0,38.0
,,,,,,UZB,,,,,10_108_,Kashkadarya Region,True,2008.0,34.9
,,,,,,UZB,,,,,10_108_,Kashkadarya Region,True,2009.0,32.5
,,,,,,UZB,,,,,10_108_,Kashkadarya Region,True,2010.0,28.9
,,,,,,UZB,,,,,10_108_,Kashkadarya Region,True,2011.0,26.8
,,,,,,UZB,,,,,10_108_,Kashkadarya Region,True,2012.0,24.9
,,,,,,UZB,,,,,10_108_,Kashkadarya Region,True,2013.0,24.2
,,,,,,UZB,,,,,10_108_,Kashkadarya Region,True,2014.0,23.5
,,,,,,UZB,,,,,10_108_,Kashkadarya Region,True,2015.0,23.2
,,,,,,UZB,,,,,10_108_,Kashkadarya Region,True,2016.0,22.6
,,,,,,UZB,,,,,10_108_,Kashkadarya Region,True,2017.0,22.4
,,,,,,UZB,,,,,10_108_,Kashkadarya Region,True,2018.0,20.9
,,,,,,UZB,,,,,10_108_,Kashkadarya Region,True,2019.0,12.0
,,,,,,UZB,,,,,10_108_,Kashkadarya Region,True,2020.0,13.6
,,,,,,UZB,,,,,10_108_,Kashkadarya Region,True,2021.0,0.0
,,,,,,UZB,,,,,10_109_,Navoi Region,True,2000.0,0.0
,,,,,,UZB,,,,,10_109_,Navoi Region,True,2001.0,0.0
,,,,,,UZB,,,,,10_109_,Navoi Region,True,2002.0,0.0
,,,,,,UZB,,,,,10_109_,Navoi Region,True,2003.0,0.0
,,,,,,UZB,,,,,10_109_,Navoi Region,True,2004.0,26.4
,,,,,,UZB,,,,,10_109_,Navoi Region,True,2005.0,26.3
,,,,,,UZB,,,,,10_109_,Navoi Region,True,2006.0,25.4
,,,,,,UZB,,,,,10_109_,Navoi Region,True,2007.0,24.1
,,,,,,UZB,,,,,10_109_,Navoi Region,True,2008.0,23.1
,,,,,,UZB,,,,,10_109_,Navoi Region,True,2009.0,20.1
,,,,,,UZB,,,,,10_109_,Navoi Region,True,2010.0,19.6
,,,,,,UZB,,,,,10_109_,Navoi Region,True,2011.0,18.2
,,,,,,UZB,,,,,10_109_,Navoi Region,True,2012.0,16.6
,,,,,,UZB,,,,,10_109_,Navoi Region,True,2013.0,15.6
,,,,,,UZB,,,,,10_109_,Navoi Region,True,2014.0,14.4
,,,,,,UZB,,,,,10_109_,Navoi Region,True,2015.0,13.9
,,,,,,UZB,,,,,10_109_,Navoi Region,True,2016.0,13.2
,,,,,,UZB,,,,,10_109_,Navoi Region,True,2017.0,12.9
,,,,,,UZB,,,,,10_109_,Navoi Region,True,2018.0,12.2
,,,,,,UZB,,,,,10_109_,Navoi Region,True,2019.0,7.5
,,,,,,UZB,,,,,10_109_,Navoi Region,True,2020.0,7.9
,,,,,,UZB,,,,,10_109_,Navoi Region,True,2021.0,0.0
,,,,,,UZB,,,,,10_110_,Namangan Region,True,2000.0,0.0
,,,,,,UZB,,,,,10_110_,Namangan Region,True,2001.0,0.0
,,,,,,UZB,,,,,10_110_,Namangan Region,True,2002.0,0.0
,,,,,,UZB,,,,,10_110_,Namangan Region,True,2003.0,0.0
,,,,,,UZB,,,,,10_110_,Namangan Region,True,2004.0,33.8
,,,,,,UZB,,,,,10_110_,Namangan Region,True,2005.0,33.4
,,,,,,UZB,,,,,10_110_,Namangan Region,True,2006.0,32.4
,,,,,,UZB,,,,,10_110_,Namangan Region,True,2007.0,31.0
,,,,,,UZB,,,,,10_110_,Namangan Region,True,2008.0,28.3
,,,,,,UZB,,,,,10_110_,Namangan Region,True,2009.0,25.4
,,,,,,UZB,,,,,10_110_,Namangan Region,True,2010.0,23.1
,,,,,,UZB,,,,,10_110_,Namangan Region,True,2011.0,20.1
,,,,,,UZB,,,,,10_110_,Namangan Region,True,2012.0,17.4
,,,,,,UZB,,,,,10_110_,Namangan Region,True,2013.0,16.6
,,,,,,UZB,,,,,10_110_,Namangan Region,True,2014.0,15.7
,,,,,,UZB,,,,,10_110_,Namangan Region,True,2015.0,15.2
,,,,,,UZB,,,,,10_110_,Namangan Region,True,2016.0,15.0
,,,,,,UZB,,,,,10_110_,Namangan Region,True,2017.0,14.3
,,,,,,UZB,,,,,10_110_,Namangan Region,True,2018.0,14.0
,,,,,,UZB,,,,,10_110_,Namangan Region,True,2019.0,15.2
,,,,,,UZB,,,,,10_110_,Namangan Region,True,2020.0,15.3
,,,,,,UZB,,,,,10_110_,Namangan Region,True,2021.0,0.0
,,,,,,UZB,,,,,10_111_,Samarkand Region,True,2000.0,0.0
,,,,,,UZB,,,,,10_111_,Samarkand Region,True,2001.0,0.0
,,,,,,UZB,,,,,10_111_,Samarkand Region,True,2002.0,0.0
,,,,,,UZB,,,,,10_111_,Samarkand Region,True,2003.0,0.0
,,,,,,UZB,,,,,10_111_,Samarkand Region,True,2004.0,24.2
,,,,,,UZB,,,,,10_111_,Samarkand Region,True,2005.0,23.9
,,,,,,UZB,,,,,10_111_,Samarkand Region,True,2006.0,23.0
,,,,,,UZB,,,,,10_111_,Samarkand Region,True,2007.0,21.8
,,,,,,UZB,,,,,10_111_,Samarkand Region,True,2008.0,19.8
,,,,,,UZB,,,,,10_111_,Samarkand Region,True,2009.0,16.6
,,,,,,UZB,,,,,10_111_,Samarkand Region,True,2010.0,14.9
,,,,,,UZB,,,,,10_111_,Samarkand Region,True,2011.0,13.3
,,,,,,UZB,,,,,10_111_,Samarkand Region,True,2012.0,12.9
,,,,,,UZB,,,,,10_111_,Samarkand Region,True,2013.0,11.5
,,,,,,UZB,,,,,10_111_,Samarkand Region,True,2014.0,10.9
,,,,,,UZB,,,,,10_111_,Samarkand Region,True,2015.0,10.2
,,,,,,UZB,,,,,10_111_,Samarkand Region,True,2016.0,9.7
,,,,,,UZB,,,,,10_111_,Samarkand Region,True,2017.0,9.1
,,,,,,UZB,,,,,10_111_,Samarkand Region,True,2018.0,8.6
,,,,,,UZB,,,,,10_111_,Samarkand Region,True,2019.0,9.8
,,,,,,UZB,,,,,10_111_,Samarkand Region,True,2020.0,10.6
,,,,,,UZB,,,,,10_111_,Samarkand Region,True,2021.0,0.0
,,,,,,UZB,,,,,10_112_,Surkhandarya Region,True,2000.0,0.0
,,,,,,UZB,,,,,10_112_,Surkhandarya Region,True,2001.0,0.0
,,,,,,UZB,,,,,10_112_,Surkhandarya Region,True,2002.0,0.0
,,,,,,UZB,,,,,10_112_,Surkhandarya Region,True,2003.0,0.0
,,,,,,UZB,,,,,10_112_,Surkhandarya Region,True,2004.0,34.8
,,,,,,UZB,,,,,10_112_,Surkhandarya Region,True,2005.0,34.6
,,,,,,UZB,,,,,10_112_,Surkhandarya Region,True,2006.0,33.6
,,,,,,UZB,,,,,10_112_,Surkhandarya Region,True,2007.0,32.2
,,,,,,UZB,,,,,10_112_,Surkhandarya Region,True,2008.0,29.7
,,,,,,UZB,,,,,10_112_,Surkhandarya Region,True,2009.0,27.8
,,,,,,UZB,,,,,10_112_,Surkhandarya Region,True,2010.0,25.2
,,,,,,UZB,,,,,10_112_,Surkhandarya Region,True,2011.0,23.5
,,,,,,UZB,,,,,10_112_,Surkhandarya Region,True,2012.0,22.6
,,,,,,UZB,,,,,10_112_,Surkhandarya Region,True,2013.0,21.4
,,,,,,UZB,,,,,10_112_,Surkhandarya Region,True,2014.0,20.5
,,,,,,UZB,,,,,10_112_,Surkhandarya Region,True,2015.0,20.0
,,,,,,UZB,,,,,10_112_,Surkhandarya Region,True,2016.0,19.5
,,,,,,UZB,,,,,10_112_,Surkhandarya Region,True,2017.0,19.2
,,,,,,UZB,,,,,10_112_,Surkhandarya Region,True,2018.0,18.7
,,,,,,UZB,,,,,10_112_,Surkhandarya Region,True,2019.0,14.5
,,,,,,UZB,,,,,10_112_,Surkhandarya Region,True,2020.0,14.7
,,,,,,UZB,,,,,10_112_,Surkhandarya Region,True,2021.0,0.0
,,,,,,UZB,,,,,10_113_,Syrdarya Region,True,2000.0,0.0
,,,,,,UZB,,,,,10_113_,Syrdarya Region,True,2001.0,0.0
,,,,,,UZB,,,,,10_113_,Syrdarya Region,True,2002.0,0.0
,,,,,,UZB,,,,,10_113_,Syrdarya Region,True,2003.0,0.0
,,,,,,UZB,,,,,10_113_,Syrdarya Region,True,2004.0,33.1
,,,,,,UZB,,,,,10_113_,Syrdarya Region,True,2005.0,32.6
,,,,,,UZB,,,,,10_113_,Syrdarya Region,True,2006.0,31.7
,,,,,,UZB,,,,,10_113_,Syrdarya Region,True,2007.0,30.7
,,,,,,UZB,,,,,10_113_,Syrdarya Region,True,2008.0,28.6
,,,,,,UZB,,,,,10_113_,Syrdarya Region,True,2009.0,26.1
,,,,,,UZB,,,,,10_113_,Syrdarya Region,True,2010.0,23.6
,,,,,,UZB,,,,,10_113_,Syrdarya Region,True,2011.0,22.1
,,,,,,UZB,,,,,10_113_,Syrdarya Region,True,2012.0,20.3
,,,,,,UZB,,,,,10_113_,Syrdarya Region,True,2013.0,19.8
,,,,,,UZB,,,,,10_113_,Syrdarya Region,True,2014.0,18.3
,,,,,,UZB,,,,,10_113_,Syrdarya Region,True,2015.0,17.7
,,,,,,UZB,,,,,10_113_,Syrdarya Region,True,2016.0,16.4
,,,,,,UZB,,,,,10_113_,Syrdarya Region,True,2017.0,16.1
,,,,,,UZB,,,,,10_113_,Syrdarya Region,True,2018.0,15.3
,,,,,,UZB,,,,,10_113_,Syrdarya Region,True,2019.0,13.6
,,,,,,UZB,,,,,10_113_,Syrdarya Region,True,2020.0,12.3
,,,,,,UZB,,,,,10_113_,Syrdarya Region,True,2021.0,0.0
,,,,,,UZB,,,,,10_114_,Tashkent Region,True,2000.0,0.0
,,,,,,UZB,,,,,10_114_,Tashkent Region,True,2001.0,0.0
,,,,,,UZB,,,,,10_114_,Tashkent Region,True,2002.0,0.0
,,,,,,UZB,,,,,10_114_,Tashkent Region,True,2003.0,0.0
,,,,,,UZB,,,,,10_114_,Tashkent Region,True,2004.0,21.3
,,,,,,UZB,,,,,10_114_,Tashkent Region,True,2005.0,20.4
,,,,,,UZB,,,,,10_114_,Tashkent Region,True,2006.0,19.8
,,,,,,UZB,,,,,10_114_,Tashkent Region,True,2007.0,18.2
,,,,,,UZB,,,,,10_114_,Tashkent Region,True,2008.0,16.7
,,,,,,UZB,,,,,10_114_,Tashkent Region,True,2009.0,14.2
,,,,,,UZB,,,,,10_114_,Tashkent Region,True,2010.0,12.5
,,,,,,UZB,,,,,10_114_,Tashkent Region,True,2011.0,11.2
,,,,,,UZB,,,,,10_114_,Tashkent Region,True,2012.0,10.3
,,,,,,UZB,,,,,10_114_,Tashkent Region,True,2013.0,9.2
,,,,,,UZB,,,,,10_114_,Tashkent Region,True,2014.0,8.5
,,,,,,UZB,,,,,10_114_,Tashkent Region,True,2015.0,7.9
,,,,,,UZB,,,,,10_114_,Tashkent Region,True,2016.0,7.4
,,,,,,UZB,,,,,10_114_,Tashkent Region,True,2017.0,7.0
,,,,,,UZB,,,,,10_114_,Tashkent Region,True,2018.0,6.5
,,,,,,UZB,,,,,10_114_,Tashkent Region,True,2019.0,8.1
,,,,,,UZB,,,,,10_114_,Tashkent Region,True,2020.0,9.1
,,,,,,UZB,,,,,10_114_,Tashkent Region,True,2021.0,0.0
,,,,,,UZB,,,,,10_115_,Fergana Region,True,2000.0,0.0
,,,,,,UZB,,,,,10_115_,Fergana Region,True,2001.0,0.0
,,,,,,UZB,,,,,10_115_,Fergana Region,True,2002.0,0.0
,,,,,,UZB,,,,,10_115_,Fergana Region,True,2003.0,0.0
,,,,,,UZB,,,,,10_115_,Fergana Region,True,2004.0,16.0
,,,,,,UZB,,,,,10_115_,Fergana Region,True,2005.0,15.8
,,,,,,UZB,,,,,10_115_,Fergana Region,True,2006.0,15.2
,,,,,,UZB,,,,,10_115_,Fergana Region,True,2007.0,14.6
,,,,,,UZB,,,,,10_115_,Fergana Region,True,2008.0,13.2
,,,,,,UZB,,,,,10_115_,Fergana Region,True,2009.0,10.8
,,,,,,UZB,,,,,10_115_,Fergana Region,True,2010.0,10.2
,,,,,,UZB,,,,,10_115_,Fergana Region,True,2011.0,9.7
,,,,,,UZB,,,,,10_115_,Fergana Region,True,2012.0,9.6
,,,,,,UZB,,,,,10_115_,Fergana Region,True,2013.0,8.7
,,,,,,UZB,,,,,10_115_,Fergana Region,True,2014.0,8.4
,,,,,,UZB,,,,,10_115_,Fergana Region,True,2015.0,7.8
,,,,,,UZB,,,,,10_115_,Fergana Region,True,2016.0,7.4
,,,,,,UZB,,,,,10_115_,Fergana Region,True,2017.0,7.3
,,,,,,UZB,,,,,10_115_,Fergana Region,True,2018.0,6.6
,,,,,,UZB,,,,,10_115_,Fergana Region,True,2019.0,13.5
,,,,,,UZB,,,,,10_115_,Fergana Region,True,2020.0,14.5
,,,,,,UZB,,,,,10_115_,Fergana Region,True,2021.0,0.0
,,,,,,UZB,,,,,10_116_,Khorezm Region,True,2000.0,0.0
,,,,,,UZB,,,,,10_116_,Khorezm Region,True,2001.0,0.0
,,,,,,UZB,,,,,10_116_,Khorezm Region,True,2002.0,0.0
,,,,,,UZB,,,,,10_116_,Khorezm Region,True,2003.0,0.0
,,,,,,UZB,,,,,10_116_,Khorezm Region,True,2004.0,31.5
,,,,,,UZB,,,,,10_116_,Khorezm Region,True,2005.0,31.0
,,,,,,UZB,,,,,10_116_,Khorezm Region,True,2006.0,29.9
,,,,,,UZB,,,,,10_116_,Khorezm Region,True,2007.0,28.4
,,,,,,UZB,,,,,10_116_,Khorezm Region,True,2008.0,25.8
,,,,,,UZB,,,,,10_116_,Khorezm Region,True,2009.0,23.3
,,,,,,UZB,,,,,10_116_,Khorezm Region,True,2010.0,20.6
,,,,,,UZB,,,,,10_116_,Khorezm Region,True,2011.0,19.1
,,,,,,UZB,,,,,10_116_,Khorezm Region,True,2012.0,17.2
,,,,,,UZB,,,,,10_116_,Khorezm Region,True,2013.0,15.9
,,,,,,UZB,,,,,10_116_,Khorezm Region,True,2014.0,15.1
,,,,,,UZB,,,,,10_116_,Khorezm Region,True,2015.0,14.3
,,,,,,UZB,,,,,10_116_,Khorezm Region,True,2016.0,13.3
,,,,,,UZB,,,,,10_116_,Khorezm Region,True,2017.0,12.9
,,,,,,UZB,,,,,10_116_,Khorezm Region,True,2018.0,12.5
,,,,,,UZB,,,,,10_116_,Khorezm Region,True,2019.0,13.0
,,,,,,UZB,,,,,10_116_,Khorezm Region,True,2020.0,13.0
,,,,,,UZB,,,,,10_116_,Khorezm Region,True,2021.0,0.0
,,,,,,UZB,,,,,10_117_,Tashkent City,True,2000.0,0.0
,,,,,,UZB,,,,,10_117_,Tashkent City,True,2001.0,0.0
,,,,,,UZB,,,,,10_117_,Tashkent City,True,2002.0,0.0
,,,,,,UZB,,,,,10_117_,Tashkent City,True,2003.0,0.0
,,,,,,UZB,,,,,10_117_,Tashkent City,True,2004.0,7.0
,,,,,,UZB,,,,,10_117_,Tashkent City,True,2005.0,6.7
,,,,,,UZB,,,,,10_117_,Tashkent City,True,2006.0,6.4
,,,,,,UZB,,,,,10_117_,Tashkent City,True,2007.0,6.0
,,,,,,UZB,,,,,10_117_,Tashkent City,True,2008.0,4.5
,,,,,,UZB,,,,,10_117_,Tashkent City,True,2009.0,3.1
,,,,,,UZB,,,,,10_117_,Tashkent City,True,2010.0,2.6
,,,,,,UZB,,,,,10_117_,Tashkent City,True,2011.0,2.3
,,,,,,UZB,,,,,10_117_,Tashkent City,True,2012.0,2.1
,,,,,,UZB,,,,,10_117_,Tashkent City,True,2013.0,1.8
