Year,Regions,Value,M49_country_code,Reference area,GeoCode,unique_id,col_caption_name,col_caption_name1_empty,year,value
,,,UZB,,,10_109_,Navoi Region,True,2011.0,38.8
,,,UZB,,,10_109_,Navoi Region,True,2012.0,16.6
,,,UZB,,,10_109_,Navoi Region,True,2013.0,41.5
,,,UZB,,,10_109_,Navoi Region,True,2014.0,19.9
,,,UZB,,,10_109_,Navoi Region,True,2015.0,24.7
,,,UZB,,,10_109_,Navoi Region,True,2016.0,24.0
,,,UZB,,,10_109_,Navoi Region,True,2017.0,29.2
,,,UZB,,,10_109_,Navoi Region,True,2018.0,27.8
,,,UZB,,,10_109_,Navoi Region,True,2019.0,17.6
,,,UZB,,,10_109_,Navoi Region,True,2020.0,33.5
,,,UZB,,,10_109_,Navoi Region,True,2021.0,15.1
,,,UZB,,,10_110_,Namangan Region,True,2000.0,27.0
,,,UZB,,,10_110_,Namangan Region,True,2001.0,29.3
,,,UZB,,,10_110_,Namangan Region,True,2002.0,18.4
,,,UZB,,,10_110_,Namangan Region,True,2003.0,31.8
,,,UZB,,,10_110_,Namangan Region,True,2004.0,21.0
,,,UZB,,,10_110_,Namangan Region,True,2005.0,30.7
,,,UZB,,,10_110_,Namangan Region,True,2006.0,35.2
,,,UZB,,,10_110_,Namangan Region,True,2007.0,23.2
,,,UZB,,,10_110_,Namangan Region,True,2008.0,18.6
,,,UZB,,,10_110_,Namangan Region,True,2009.0,31.1
,,,UZB,,,10_110_,Namangan Region,True,2010.0,21.7
,,,UZB,,,10_110_,Namangan Region,True,2011.0,21.1
,,,UZB,,,10_110_,Namangan Region,True,2012.0,15.8
,,,UZB,,,10_110_,Namangan Region,True,2013.0,10.6
,,,UZB,,,10_110_,Namangan Region,True,2014.0,11.2
,,,UZB,,,10_110_,Namangan Region,True,2015.0,8.1
,,,UZB,,,10_110_,Namangan Region,True,2016.0,9.7
,,,UZB,,,10_110_,Namangan Region,True,2017.0,21.2
,,,UZB,,,10_110_,Namangan Region,True,2018.0,12.0
,,,UZB,,,10_110_,Namangan Region,True,2019.0,11.1
,,,UZB,,,10_110_,Namangan Region,True,2020.0,5.4
,,,UZB,,,10_110_,Namangan Region,True,2021.0,5.0
,,,UZB,,,10_111_,Samarkand Region,True,2000.0,26.4
,,,UZB,,,10_111_,Samarkand Region,True,2001.0,17.9
,,,UZB,,,10_111_,Samarkand Region,True,2002.0,21.9
,,,UZB,,,10_111_,Samarkand Region,True,2003.0,18.0
,,,UZB,,,10_111_,Samarkand Region,True,2004.0,20.9
,,,UZB,,,10_111_,Samarkand Region,True,2005.0,17.4
,,,UZB,,,10_111_,Samarkand Region,True,2006.0,14.5
,,,UZB,,,10_111_,Samarkand Region,True,2007.0,17.4
,,,UZB,,,10_111_,Samarkand Region,True,2008.0,12.8
,,,UZB,,,10_111_,Samarkand Region,True,2009.0,20.0
,,,UZB,,,10_111_,Samarkand Region,True,2010.0,16.0
,,,UZB,,,10_111_,Samarkand Region,True,2011.0,16.2
,,,UZB,,,10_111_,Samarkand Region,True,2012.0,17.5
,,,UZB,,,10_111_,Samarkand Region,True,2013.0,18.2
,,,UZB,,,10_111_,Samarkand Region,True,2014.0,19.4
,,,UZB,,,10_111_,Samarkand Region,True,2015.0,21.4
,,,UZB,,,10_111_,Samarkand Region,True,2016.0,18.1
,,,UZB,,,10_111_,Samarkand Region,True,2017.0,22.2
,,,UZB,,,10_111_,Samarkand Region,True,2018.0,19.2
,,,UZB,,,10_111_,Samarkand Region,True,2019.0,21.9
,,,UZB,,,10_111_,Samarkand Region,True,2020.0,9.9
,,,UZB,,,10_111_,Samarkand Region,True,2021.0,4.5
,,,UZB,,,10_112_,Surkhandarya Region,True,2000.0,24.6
,,,UZB,,,10_112_,Surkhandarya Region,True,2001.0,19.3
,,,UZB,,,10_112_,Surkhandarya Region,True,2002.0,20.4
,,,UZB,,,10_112_,Surkhandarya Region,True,2003.0,24.1
,,,UZB,,,10_112_,Surkhandarya Region,True,2004.0,19.5
,,,UZB,,,10_112_,Surkhandarya Region,True,2005.0,23.9
,,,UZB,,,10_112_,Surkhandarya Region,True,2006.0,18.2
,,,UZB,,,10_112_,Surkhandarya Region,True,2007.0,24.0
,,,UZB,,,10_112_,Surkhandarya Region,True,2008.0,15.3
,,,UZB,,,10_112_,Surkhandarya Region,True,2009.0,23.5
,,,UZB,,,10_112_,Surkhandarya Region,True,2010.0,13.7
,,,UZB,,,10_112_,Surkhandarya Region,True,2011.0,16.6
,,,UZB,,,10_112_,Surkhandarya Region,True,2012.0,13.3
,,,UZB,,,10_112_,Surkhandarya Region,True,2013.0,15.9
,,,UZB,,,10_112_,Surkhandarya Region,True,2014.0,19.8
,,,UZB,,,10_112_,Surkhandarya Region,True,2015.0,18.6
,,,UZB,,,10_112_,Surkhandarya Region,True,2016.0,22.4
,,,UZB,,,10_112_,Surkhandarya Region,True,2017.0,20.0
,,,UZB,,,10_112_,Surkhandarya Region,True,2018.0,27.8
,,,UZB,,,10_112_,Surkhandarya Region,True,2019.0,23.4
,,,UZB,,,10_112_,Surkhandarya Region,True,2020.0,36.2
,,,UZB,,,10_112_,Surkhandarya Region,True,2021.0,23.5
,,,UZB,,,10_113_,Syrdarya Region,True,2000.0,21.0
,,,UZB,,,10_113_,Syrdarya Region,True,2001.0,35.7
,,,UZB,,,10_113_,Syrdarya Region,True,2002.0,26.4
,,,UZB,,,10_113_,Syrdarya Region,True,2003.0,14.5
,,,UZB,,,10_113_,Syrdarya Region,True,2004.0,21.5
,,,UZB,,,10_113_,Syrdarya Region,True,2005.0,34.8
,,,UZB,,,10_113_,Syrdarya Region,True,2006.0,19.6
,,,UZB,,,10_113_,Syrdarya Region,True,2007.0,24.5
,,,UZB,,,10_113_,Syrdarya Region,True,2008.0,17.6
,,,UZB,,,10_113_,Syrdarya Region,True,2009.0,35.6
,,,UZB,,,10_113_,Syrdarya Region,True,2010.0,12.3
,,,UZB,,,10_113_,Syrdarya Region,True,2011.0,12.9
,,,UZB,,,10_113_,Syrdarya Region,True,2012.0,12.7
,,,UZB,,,10_113_,Syrdarya Region,True,2013.0,18.0
,,,UZB,,,10_113_,Syrdarya Region,True,2014.0,17.2
,,,UZB,,,10_113_,Syrdarya Region,True,2015.0,5.6
,,,UZB,,,10_113_,Syrdarya Region,True,2016.0,11.3
,,,UZB,,,10_113_,Syrdarya Region,True,2017.0,17.0
,,,UZB,,,10_113_,Syrdarya Region,True,2018.0,27.2
,,,UZB,,,10_113_,Syrdarya Region,True,2019.0,14.5
,,,UZB,,,10_113_,Syrdarya Region,True,2020.0,38.0
,,,UZB,,,10_113_,Syrdarya Region,True,2021.0,21.5
,,,UZB,,,10_114_,Tashkent Region,True,2000.0,27.5
,,,UZB,,,10_114_,Tashkent Region,True,2001.0,44.2
,,,UZB,,,10_114_,Tashkent Region,True,2002.0,59.8
,,,UZB,,,10_114_,Tashkent Region,True,2003.0,52.7
,,,UZB,,,10_114_,Tashkent Region,True,2004.0,43.6
,,,UZB,,,10_114_,Tashkent Region,True,2005.0,43.2
,,,UZB,,,10_114_,Tashkent Region,True,2006.0,31.1
,,,UZB,,,10_114_,Tashkent Region,True,2007.0,29.8
,,,UZB,,,10_114_,Tashkent Region,True,2008.0,30.5
,,,UZB,,,10_114_,Tashkent Region,True,2009.0,47.8
,,,UZB,,,10_114_,Tashkent Region,True,2010.0,32.8
,,,UZB,,,10_114_,Tashkent Region,True,2011.0,31.7
,,,UZB,,,10_114_,Tashkent Region,True,2012.0,28.4
,,,UZB,,,10_114_,Tashkent Region,True,2013.0,21.8
,,,UZB,,,10_114_,Tashkent Region,True,2014.0,27.7
,,,UZB,,,10_114_,Tashkent Region,True,2015.0,44.3
,,,UZB,,,10_114_,Tashkent Region,True,2016.0,35.0
,,,UZB,,,10_114_,Tashkent Region,True,2017.0,32.9
,,,UZB,,,10_114_,Tashkent Region,True,2018.0,27.0
,,,UZB,,,10_114_,Tashkent Region,True,2019.0,21.8
,,,UZB,,,10_114_,Tashkent Region,True,2020.0,28.8
,,,UZB,,,10_114_,Tashkent Region,True,2021.0,20.6
,,,UZB,,,10_115_,Fergana Region,True,2000.0,22.5
,,,UZB,,,10_115_,Fergana Region,True,2001.0,25.3
,,,UZB,,,10_115_,Fergana Region,True,2002.0,25.8
,,,UZB,,,10_115_,Fergana Region,True,2003.0,28.4
,,,UZB,,,10_115_,Fergana Region,True,2004.0,31.6
,,,UZB,,,10_115_,Fergana Region,True,2005.0,31.7
,,,UZB,,,10_115_,Fergana Region,True,2006.0,27.0
,,,UZB,,,10_115_,Fergana Region,True,2007.0,25.8
,,,UZB,,,10_115_,Fergana Region,True,2008.0,19.3
,,,UZB,,,10_115_,Fergana Region,True,2009.0,30.4
,,,UZB,,,10_115_,Fergana Region,True,2010.0,17.0
,,,UZB,,,10_115_,Fergana Region,True,2011.0,25.1
,,,UZB,,,10_115_,Fergana Region,True,2012.0,20.9
,,,UZB,,,10_115_,Fergana Region,True,2013.0,21.7
,,,UZB,,,10_115_,Fergana Region,True,2014.0,18.3
,,,UZB,,,10_115_,Fergana Region,True,2015.0,12.6
,,,UZB,,,10_115_,Fergana Region,True,2016.0,14.0
,,,UZB,,,10_115_,Fergana Region,True,2017.0,21.2
,,,UZB,,,10_115_,Fergana Region,True,2018.0,13.5
,,,UZB,,,10_115_,Fergana Region,True,2019.0,19.4
,,,UZB,,,10_115_,Fergana Region,True,2020.0,23.6
,,,UZB,,,10_115_,Fergana Region,True,2021.0,17.1
,,,UZB,,,10_116_,Khorezm Region,True,2000.0,24.9
,,,UZB,,,10_116_,Khorezm Region,True,2001.0,36.2
,,,UZB,,,10_116_,Khorezm Region,True,2002.0,32.3
,,,UZB,,,10_116_,Khorezm Region,True,2003.0,27.1
,,,UZB,,,10_116_,Khorezm Region,True,2004.0,54.5
,,,UZB,,,10_116_,Khorezm Region,True,2005.0,41.5
,,,UZB,,,10_116_,Khorezm Region,True,2006.0,33.2
,,,UZB,,,10_116_,Khorezm Region,True,2007.0,22.0
,,,UZB,,,10_116_,Khorezm Region,True,2008.0,33.9
,,,UZB,,,10_116_,Khorezm Region,True,2009.0,43.2
,,,UZB,,,10_116_,Khorezm Region,True,2010.0,30.6
,,,UZB,,,10_116_,Khorezm Region,True,2011.0,28.5
,,,UZB,,,10_116_,Khorezm Region,True,2012.0,37.4
,,,UZB,,,10_116_,Khorezm Region,True,2013.0,29.1
,,,UZB,,,10_116_,Khorezm Region,True,2014.0,27.3
,,,UZB,,,10_116_,Khorezm Region,True,2015.0,15.2
,,,UZB,,,10_116_,Khorezm Region,True,2016.0,17.9
,,,UZB,,,10_116_,Khorezm Region,True,2017.0,10.6
,,,UZB,,,10_116_,Khorezm Region,True,2018.0,15.0
,,,UZB,,,10_116_,Khorezm Region,True,2019.0,14.6
,,,UZB,,,10_116_,Khorezm Region,True,2020.0,11.9
,,,UZB,,,10_116_,Khorezm Region,True,2021.0,18.8
,,,UZB,,,10_117_,Tashkent City,True,2000.0,63.9
,,,UZB,,,10_117_,Tashkent City,True,2001.0,36.4
,,,UZB,,,10_117_,Tashkent City,True,2002.0,59.9
,,,UZB,,,10_117_,Tashkent City,True,2003.0,51.4
,,,UZB,,,10_117_,Tashkent City,True,2004.0,52.3
,,,UZB,,,10_117_,Tashkent City,True,2005.0,44.6
,,,UZB,,,10_117_,Tashkent City,True,2006.0,22.0
,,,UZB,,,10_117_,Tashkent City,True,2007.0,38.2
,,,UZB,,,10_117_,Tashkent City,True,2008.0,23.5
,,,UZB,,,10_117_,Tashkent City,True,2009.0,47.4
,,,UZB,,,10_117_,Tashkent City,True,2010.0,25.4
,,,UZB,,,10_117_,Tashkent City,True,2011.0,26.4
,,,UZB,,,10_117_,Tashkent City,True,2012.0,23.6
,,,UZB,,,10_117_,Tashkent City,True,2013.0,21.6
,,,UZB,,,10_117_,Tashkent City,True,2014.0,26.1
,,,UZB,,,10_117_,Tashkent City,True,2015.0,25.7
,,,UZB,,,10_117_,Tashkent City,True,2016.0,18.2
,,,UZB,,,10_117_,Tashkent City,True,2017.0,18.5
,,,UZB,,,10_117_,Tashkent City,True,2018.0,28.5
,,,UZB,,,10_117_,Tashkent City,True,2019.0,15.9
,,,UZB,,,10_117_,Tashkent City,True,2020.0,20.2
,,,UZB,,,10_117_,Tashkent City,True,2021.0,14.3
