unique_id,col_caption_name,year,value
02_132_1000,Melons and watermelons – total: Total,2000,132.4
02_132_1000,Melons and watermelons – total: Total,2001,135.6
02_132_1000,Melons and watermelons – total: Total,2002,127.1
02_132_1000,Melons and watermelons – total: Total,2003,141.4
02_132_1000,Melons and watermelons – total: Total,2004,157
02_132_1000,Melons and watermelons – total: Total,2005,169.1
02_132_1000,Melons and watermelons – total: Total,2006,178.2
02_132_1000,Melons and watermelons – total: Total,2007,184.6
02_132_1000,Melons and watermelons – total: Total,2008,190.9
02_132_1000,Melons and watermelons – total: Total,2009,191
02_132_1000,Melons and watermelons – total: Total,2010,192.6
02_132_1000,Melons and watermelons – total: Total,2011,187.3
02_132_1000,Melons and watermelons – total: Total,2012,200.3
02_132_1000,Melons and watermelons – total: Total,2013,200
02_132_1000,Melons and watermelons – total: Total,2014,201.3
02_132_1000,Melons and watermelons – total: Total,2015,203.6
02_132_1000,Melons and watermelons – total: Total,2016,209.4
02_132_1000,Melons and watermelons – total: Total,2017,197.9
02_132_1000,Melons and watermelons – total: Total,2018,189.8
02_132_1000,Melons and watermelons – total: Total,2019,180.4
02_132_1000,Melons and watermelons – total: Total,2020,168.3
02_132_1000,Melons and watermelons – total: Total,2021,176.2
02_132_1001,Melons and watermelons – total: in farms,2000,97
02_132_1001,Melons and watermelons – total: in farms,2001,101.1
02_132_1001,Melons and watermelons – total: in farms,2002,97.4
02_132_1001,Melons and watermelons – total: in farms,2003,111.6
02_132_1001,Melons and watermelons – total: in farms,2004,125.8
02_132_1001,Melons and watermelons – total: in farms,2005,134
02_132_1001,Melons and watermelons – total: in farms,2006,150.4
02_132_1001,Melons and watermelons – total: in farms,2007,162.7
02_132_1001,Melons and watermelons – total: in farms,2008,167.6
02_132_1001,Melons and watermelons – total: in farms,2009,174.3
02_132_1001,Melons and watermelons – total: in farms,2010,178.3
02_132_1001,Melons and watermelons – total: in farms,2011,158.1
02_132_1001,Melons and watermelons – total: in farms,2012,192.3
02_132_1001,Melons and watermelons – total: in farms,2013,190
02_132_1001,Melons and watermelons – total: in farms,2014,193.6
02_132_1001,Melons and watermelons – total: in farms,2015,192
02_132_1001,Melons and watermelons – total: in farms,2016,197.4
02_132_1001,Melons and watermelons – total: in farms,2017,169.8
02_132_1001,Melons and watermelons – total: in farms,2018,139.6
02_132_1001,Melons and watermelons – total: in farms,2019,134.1
02_132_1001,Melons and watermelons – total: in farms,2020,140
02_132_1001,Melons and watermelons – total: in farms,2021,144.9
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2000,170.5
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2001,179.8
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2002,174.9
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2003,186.1
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2004,200.9
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2005,213.4
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2006,216.6
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2007,214.4
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2008,220.7
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2009,210.6
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2010,214.1
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2011,226.4
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2012,212.2
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2013,211
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2014,210.6
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2015,217.2
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2016,226.7
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2017,233.3
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2018,243.3
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2019,229.4
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2020,208.1
02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2021,216.5
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2000,98.3
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2001,99.4
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2002,79.6
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2003,106.1
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2004,100.6
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2005,104.9
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2006,132.5
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2007,162.7
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2008,144.9
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2009,171.7
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2010,132
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2011,147.5
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2012,165.5
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2013,182.4
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2014,171.7
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2015,155.2
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2016,145.9
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2017,67.9
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2018,67.5
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2019,82.8
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2020,102.6
02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2021,169.5
02_133_1000,Fruits and berries: Total,2000,56.9
02_133_1000,Fruits and berries: Total,2001,56
02_133_1000,Fruits and berries: Total,2002,57.8
02_133_1000,Fruits and berries: Total,2003,52.5
02_133_1000,Fruits and berries: Total,2004,58.2
02_133_1000,Fruits and berries: Total,2005,62.3
02_133_1000,Fruits and berries: Total,2006,73.8
02_133_1000,Fruits and berries: Total,2007,76.6
02_133_1000,Fruits and berries: Total,2008,82.5
02_133_1000,Fruits and berries: Total,2009,87.2
02_133_1000,Fruits and berries: Total,2010,92.6
02_133_1000,Fruits and berries: Total,2011,97.3
02_133_1000,Fruits and berries: Total,2012,104.7
02_133_1000,Fruits and berries: Total,2013,112.3
02_133_1000,Fruits and berries: Total,2014,116
02_133_1000,Fruits and berries: Total,2015,128.1
02_133_1000,Fruits and berries: Total,2016,134.5
02_133_1000,Fruits and berries: Total,2017,118.3
02_133_1000,Fruits and berries: Total,2018,121.6
02_133_1000,Fruits and berries: Total,2019,118.5
02_133_1000,Fruits and berries: Total,2020,116.7
02_133_1000,Fruits and berries: Total,2021,122.1
02_133_1001,Fruits and berries: in farms,2000,36.9
02_133_1001,Fruits and berries: in farms,2001,38.4
02_133_1001,Fruits and berries: in farms,2002,42.3
02_133_1001,Fruits and berries: in farms,2003,34.3
02_133_1001,Fruits and berries: in farms,2004,45.4
02_133_1001,Fruits and berries: in farms,2005,50.5
02_133_1001,Fruits and berries: in farms,2006,63.9
02_133_1001,Fruits and berries: in farms,2007,63.4
02_133_1001,Fruits and berries: in farms,2008,67.4
02_133_1001,Fruits and berries: in farms,2009,73.4
02_133_1001,Fruits and berries: in farms,2010,76.2
02_133_1001,Fruits and berries: in farms,2011,79.6
02_133_1001,Fruits and berries: in farms,2012,83.5
02_133_1001,Fruits and berries: in farms,2013,88.1
02_133_1001,Fruits and berries: in farms,2014,90.1
02_133_1001,Fruits and berries: in farms,2015,99
02_133_1001,Fruits and berries: in farms,2016,103.9
02_133_1001,Fruits and berries: in farms,2017,77.1
02_133_1001,Fruits and berries: in farms,2018,82.5
02_133_1001,Fruits and berries: in farms,2019,83.4
02_133_1001,Fruits and berries: in farms,2020,83.7
02_133_1001,Fruits and berries: in farms,2021,89.9
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2000,91.5
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2001,90.2
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2002,88.6
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2003,83.6
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2004,88.7
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2005,92.2
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2006,92.7
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2007,100
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2008,106.6
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2009,109.9
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2010,125.1
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2011,135.1
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2012,147.9
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2013,159.4
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2014,169.5
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2015,183.8
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2016,194.3
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2017,197.4
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2018,198.7
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2019,193.4
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2020,188.2
02_133_1002,Fruits and berries: in dekhkan (personal) farms,2021,192.8
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2000,36.9
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2001,35.1
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2002,37.9
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2003,32
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2004,34.9
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2005,36.8
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2006,49.5
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2007,32.7
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2008,42.3
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2009,40.6
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2010,24.2
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2011,30.4
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2012,28.7
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2013,36.6
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2014,43.7
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2015,61.1
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2016,60.2
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2017,32.2
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2018,32.4
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2019,37.1
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2020,44.7
02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2021,45
02_134_1000,Grape: Total,2000,63.1
02_134_1000,Grape: Total,2001,57.6
02_134_1000,Grape: Total,2002,51
02_134_1000,Grape: Total,2003,41.2
02_134_1000,Grape: Total,2004,60.8
02_134_1000,Grape: Total,2005,64.7
02_134_1000,Grape: Total,2006,79.4
02_134_1000,Grape: Total,2007,85.2
02_134_1000,Grape: Total,2008,77.4
02_134_1000,Grape: Total,2009,85.2
02_134_1000,Grape: Total,2010,90.8
02_134_1000,Grape: Total,2011,97.8
02_134_1000,Grape: Total,2012,108.6
02_134_1000,Grape: Total,2013,116.1
02_134_1000,Grape: Total,2014,120.7
02_134_1000,Grape: Total,2015,133.1
02_134_1000,Grape: Total,2016,142.3
02_134_1000,Grape: Total,2017,157
02_134_1000,Grape: Total,2018,157.5
02_134_1000,Grape: Total,2019,153.5
02_134_1000,Grape: Total,2020,152
02_134_1000,Grape: Total,2021,154.7
02_134_1001,Grape: in farms,2000,56.3
02_134_1001,Grape: in farms,2001,53.3
02_134_1001,Grape: in farms,2002,45.7
02_134_1001,Grape: in farms,2003,31.1
02_134_1001,Grape: in farms,2004,47.5
02_134_1001,Grape: in farms,2005,51
02_134_1001,Grape: in farms,2006,70.3
02_134_1001,Grape: in farms,2007,73.5
02_134_1001,Grape: in farms,2008,63.5
02_134_1001,Grape: in farms,2009,72.7
02_134_1001,Grape: in farms,2010,79.7
02_134_1001,Grape: in farms,2011,83.2
02_134_1001,Grape: in farms,2012,91.7
02_134_1001,Grape: in farms,2013,95.7
02_134_1001,Grape: in farms,2014,96.5
02_134_1001,Grape: in farms,2015,108.3
02_134_1001,Grape: in farms,2016,116.1
02_134_1001,Grape: in farms,2017,120.2
02_134_1001,Grape: in farms,2018,118.4
02_134_1001,Grape: in farms,2019,111.9
02_134_1001,Grape: in farms,2020,108.2
02_134_1001,Grape: in farms,2021,116.6
02_134_1002,Grape: in dekhkan (personal) farms,2000,87.9
02_134_1002,Grape: in dekhkan (personal) farms,2001,85.5
02_134_1002,Grape: in dekhkan (personal) farms,2002,83.5
02_134_1002,Grape: in dekhkan (personal) farms,2003,77
02_134_1002,Grape: in dekhkan (personal) farms,2004,86.8
02_134_1002,Grape: in dekhkan (personal) farms,2005,94.7
02_134_1002,Grape: in dekhkan (personal) farms,2006,97.2
02_134_1002,Grape: in dekhkan (personal) farms,2007,109
02_134_1002,Grape: in dekhkan (personal) farms,2008,103.3
02_134_1002,Grape: in dekhkan (personal) farms,2009,110
02_134_1002,Grape: in dekhkan (personal) farms,2010,116.4
02_134_1002,Grape: in dekhkan (personal) farms,2011,130.5
02_134_1002,Grape: in dekhkan (personal) farms,2012,146
02_134_1002,Grape: in dekhkan (personal) farms,2013,161.9
02_134_1002,Grape: in dekhkan (personal) farms,2014,174.9
02_134_1002,Grape: in dekhkan (personal) farms,2015,189
02_134_1002,Grape: in dekhkan (personal) farms,2016,200.1
02_134_1002,Grape: in dekhkan (personal) farms,2017,226.1
02_134_1002,Grape: in dekhkan (personal) farms,2018,222.6
02_134_1002,Grape: in dekhkan (personal) farms,2019,225.4
02_134_1002,Grape: in dekhkan (personal) farms,2020,229.2
02_134_1002,Grape: in dekhkan (personal) farms,2021,229.8
02_134_1003,Grape: in organizations engaged in agricultural activities,2000,55.3
02_134_1003,Grape: in organizations engaged in agricultural activities,2001,47.4
02_134_1003,Grape: in organizations engaged in agricultural activities,2002,38.2
02_134_1003,Grape: in organizations engaged in agricultural activities,2003,25.9
02_134_1003,Grape: in organizations engaged in agricultural activities,2004,49.7
02_134_1003,Grape: in organizations engaged in agricultural activities,2005,50.5
02_134_1003,Grape: in organizations engaged in agricultural activities,2006,70.8
02_134_1003,Grape: in organizations engaged in agricultural activities,2007,62.1
02_134_1003,Grape: in organizations engaged in agricultural activities,2008,66
02_134_1003,Grape: in organizations engaged in agricultural activities,2009,78.3
02_134_1003,Grape: in organizations engaged in agricultural activities,2010,30.4
02_134_1003,Grape: in organizations engaged in agricultural activities,2011,60.1
02_134_1003,Grape: in organizations engaged in agricultural activities,2012,68.2
02_134_1003,Grape: in organizations engaged in agricultural activities,2013,73.3
02_134_1003,Grape: in organizations engaged in agricultural activities,2014,82.4
02_134_1003,Grape: in organizations engaged in agricultural activities,2015,77.5
02_134_1003,Grape: in organizations engaged in agricultural activities,2016,80.1
02_134_1003,Grape: in organizations engaged in agricultural activities,2017,60.8
02_134_1003,Grape: in organizations engaged in agricultural activities,2018,84.3
02_134_1003,Grape: in organizations engaged in agricultural activities,2019,80.9
02_134_1003,Grape: in organizations engaged in agricultural activities,2020,76.4
02_134_1003,Grape: in organizations engaged in agricultural activities,2021,72.8
