Year,UNIT_MEASURE,SERIES,Regions,Value,M49_country_code
2019,mg per cube meters,suspended particles PM-10,Ontustik Kazakhstan,0.009,KAZ
2019,mg per cube meters,suspended particles PM-10,Shymkent city,0.04,KAZ
2020,mg per cube meters,PM2.5,Nur-Sultan city,0.05,KAZ
2020,mg per cube meters,PM2.5,City Kokshetau,0.003,KAZ
2020,mg per cube meters,PM2.5,SKFM «Borovoe»,0.03,KAZ
2020,mg per cube meters,PM2.5,SHBKZ,0.03,KAZ
2020,mg per cube meters,PM2.5,city Aktobe,0.01,KAZ
2020,mg per cube meters,PM2.5,Almaty city,0.03,KAZ
2020,mg per cube meters,PM2.5,city Atyrau,0.03,KAZ
2020,mg per cube meters,PM2.5,city Semey,0.01,KAZ
2020,mg per cube meters,PM2.5,village Glubokoye,0.01,KAZ
2020,mg per cube meters,PM2.5,city Zyryanovsk,0.01,KAZ
2020,mg per cube meters,PM2.5,city Zhanatas,0.01,KAZ
2020,mg per cube meters,PM2.5,city Karatau,0.01,KAZ
2020,mg per cube meters,PM2.5,city Shu,0.01,KAZ
2020,mg per cube meters,PM2.5,village Kordai,0.01,KAZ
2020,mg per cube meters,PM2.5,city Uralsk,0.003,KAZ
2020,mg per cube meters,PM2.5,city Karagandy,0.04,KAZ
2020,mg per cube meters,PM2.5,city Balkhash,0.03,KAZ
2020,mg per cube meters,PM2.5,city Zhezkazgan,0.0,KAZ
2020,mg per cube meters,PM2.5,city Saran,0.01,KAZ
2020,mg per cube meters,PM2.5,city Temirtau,0.02,KAZ
2020,mg per cube meters,PM2.5,city Kostanay,0.0,KAZ
2020,mg per cube meters,PM2.5,Karabalyk,0.01,KAZ
2020,mg per cube meters,PM2.5,city Kyzylorda,0.001,KAZ
2020,mg per cube meters,PM2.5,Aktobe,0.01,KAZ
2020,mg per cube meters,PM2.5,city Pavlodar,0.007,KAZ
2020,mg per cube meters,PM2.5,Ontustik Kazakhstan,0.004,KAZ
2020,mg per cube meters,PM2.5,Shymkent city,0.04,KAZ
2020,mg per cube meters,PM2.5,city Turkistan,0.0,KAZ
2020,mg per cube meters,suspended particles PM-10,Nur-Sultan city,0.05,KAZ
2020,mg per cube meters,suspended particles PM-10,City Kokshetau,0.003,KAZ
2020,mg per cube meters,suspended particles PM-10,SKFM «Borovoe»,0.03,KAZ
2020,mg per cube meters,suspended particles PM-10,SHBKZ,0.04,KAZ
2020,mg per cube meters,suspended particles PM-10,city Aktobe,0.02,KAZ
2020,mg per cube meters,suspended particles PM-10,Almaty city,0.04,KAZ
2020,mg per cube meters,suspended particles PM-10,city Taldıkorgan,0.05,KAZ
2020,mg per cube meters,suspended particles PM-10,city Atyrau,0.05,KAZ
2020,mg per cube meters,suspended particles PM-10,city Ust-Kamenogorsk,0.04,KAZ
2020,mg per cube meters,suspended particles PM-10,city Ridder,0.04,KAZ
2020,mg per cube meters,suspended particles PM-10,city Semey,0.02,KAZ
2020,mg per cube meters,suspended particles PM-10,village Glubokoye,0.01,KAZ
2020,mg per cube meters,suspended particles PM-10,city Zyryanovsk,0.01,KAZ
2020,mg per cube meters,suspended particles PM-10,city Taraz,0.02,KAZ
2020,mg per cube meters,suspended particles PM-10,city Zhanatas,0.02,KAZ
2020,mg per cube meters,suspended particles PM-10,city Karatau,0.03,KAZ
2020,mg per cube meters,suspended particles PM-10,city Shu,0.02,KAZ
2020,mg per cube meters,suspended particles PM-10,village Kordai,0.01,KAZ
2020,mg per cube meters,suspended particles PM-10,city Uralsk,0.02,KAZ
2020,mg per cube meters,suspended particles PM-10,city Aksay,0.02,KAZ
2020,mg per cube meters,suspended particles PM-10,city Karagandy,0.04,KAZ
2020,mg per cube meters,suspended particles PM-10,city Balkhash,0.03,KAZ
2020,mg per cube meters,suspended particles PM-10,city Zhezkazgan,0.0,KAZ
2020,mg per cube meters,suspended particles PM-10,city Saran,0.02,KAZ
2020,mg per cube meters,suspended particles PM-10,city Temirtau,0.02,KAZ
2020,mg per cube meters,suspended particles PM-10,city Kostanay,0.03,KAZ
2020,mg per cube meters,suspended particles PM-10,city Rudny,0.0,KAZ
2020,mg per cube meters,suspended particles PM-10,Karabalyk,0.0,KAZ
2020,mg per cube meters,suspended particles PM-10,city Kyzylorda,0.001,KAZ
2020,mg per cube meters,suspended particles PM-10,village Toretam,0.0,KAZ
2020,mg per cube meters,suspended particles PM-10,Aktobe,0.1,KAZ
2020,mg per cube meters,suspended particles PM-10,city Zhanaozen,0.02,KAZ
2020,mg per cube meters,suspended particles PM-10,city Pavlodar,0.01,KAZ
2020,mg per cube meters,suspended particles PM-10,city Ekibastuz,0.0,KAZ
2020,mg per cube meters,suspended particles PM-10,Ontustik Kazakhstan,0.007,KAZ
2020,mg per cube meters,suspended particles PM-10,Shymkent city,0.07,KAZ
2021,mg per cube meters,PM2.5,Nur-Sultan city,0.036,KAZ
2021,mg per cube meters,PM2.5,City Kokshetau,0.038,KAZ
2021,mg per cube meters,PM2.5,City Stepnogorsk,0.0179,KAZ
2021,mg per cube meters,PM2.5,SKFM «Borovoe»,0.0377,KAZ
2021,mg per cube meters,PM2.5,SHBKZ,0.0272,KAZ
2021,mg per cube meters,PM2.5,city Aktobe,0.1257,KAZ
2021,mg per cube meters,PM2.5,Almaty city,0.036,KAZ
2021,mg per cube meters,PM2.5,city Taldıkorgan,0.06,KAZ
2021,mg per cube meters,PM2.5,city Atyrau,0.088,KAZ
2021,mg per cube meters,PM2.5,KZUKK,0.025,KAZ
2021,mg per cube meters,PM2.5,village Glubokoye,0.019,KAZ
2021,mg per cube meters,PM2.5,KZDMB,0.03,KAZ
2021,mg per cube meters,PM2.5,city Zhanatas,0.002,KAZ
2021,mg per cube meters,PM2.5,city Shu,0.002,KAZ
2021,mg per cube meters,PM2.5,city Uralsk,0.004,KAZ
2021,mg per cube meters,PM2.5,city Karagandy,0.152,KAZ
2021,mg per cube meters,PM2.5,city Balkhash,0.09,KAZ
2021,mg per cube meters,PM2.5,city Zhezkazgan,0.0,KAZ
2021,mg per cube meters,PM2.5,city Saran,0.0,KAZ
2021,mg per cube meters,PM2.5,city Temirtau,0.036,KAZ
2021,mg per cube meters,PM2.5,city Kostanay,0.1,KAZ
2021,mg per cube meters,PM2.5,Karabalyk,0.0,KAZ
2021,mg per cube meters,PM2.5,KZAYB,0.0105,KAZ
2021,mg per cube meters,suspended particles PM-10,city Zhitikara,0.0042,KAZ
2021,mg per cube meters,suspended particles PM-10,KZLIS,0.0033,KAZ
2021,mg per cube meters,PM2.5,city Kyzylorda,0.0013,KAZ
2021,mg per cube meters,PM2.5,Aktobe,0.01,KAZ
2021,mg per cube meters,PM2.5,city Pavlodar,0.01,KAZ
2021,mg per cube meters,PM2.5,Ontustik Kazakhstan,0.002,KAZ
2021,mg per cube meters,PM2.5,Shymkent city,0.023,KAZ
2021,mg per cube meters,PM2.5,city Turkistan,0.0,KAZ
2021,mg per cube meters,suspended particles PM-10,Nur-Sultan city,0.047,KAZ
2021,mg per cube meters,suspended particles PM-10,City Kokshetau,0.047,KAZ
2021,mg per cube meters,PM2.5,City Stepnogorsk,0.0196,KAZ
2021,mg per cube meters,suspended particles PM-10,SKFM «Borovoe»,0.0385,KAZ
2021,mg per cube meters,suspended particles PM-10,SHBKZ,0.0283,KAZ
2021,mg per cube meters,suspended particles PM-10,city Aktobe,0.098,KAZ
2021,mg per cube meters,suspended particles PM-10,Almaty city,0.047,KAZ
2021,mg per cube meters,suspended particles PM-10,city Taldıkorgan,0.041,KAZ
2021,mg per cube meters,suspended particles PM-10,city Atyrau,0.0083,KAZ
2021,mg per cube meters,suspended particles PM-10,Kulsary,0.0021,KAZ
2021,mg per cube meters,suspended particles PM-10,city Ust-Kamenogorsk,0.028,KAZ
2021,mg per cube meters,suspended particles PM-10,city Ridder,0.019,KAZ
2021,mg per cube meters,suspended particles PM-10,city Semey,0.01,KAZ
2021,mg per cube meters,suspended particles PM-10,village Glubokoye,0.028,KAZ
2021,mg per cube meters,suspended particles PM-10,city Zyryanovsk,0.002,KAZ
2021,mg per cube meters,suspended particles PM-10,city Taraz,0.035,KAZ
2021,mg per cube meters,suspended particles PM-10,city Zhanatas,0.004,KAZ
2021,mg per cube meters,suspended particles PM-10,city Karatau,0.06,KAZ
2021,mg per cube meters,suspended particles PM-10,city Shu,0.001,KAZ
2021,mg per cube meters,suspended particles PM-10,village Kordai,0.011,KAZ
2021,mg per cube meters,suspended particles PM-10,city Uralsk,0.01,KAZ
2021,mg per cube meters,suspended particles PM-10,city Aksay,0.008,KAZ
2021,mg per cube meters,suspended particles PM-10,city Karagandy,0.016,KAZ
2021,mg per cube meters,suspended particles PM-10,city Balkhash,0.016,KAZ
2021,mg per cube meters,suspended particles PM-10,city Zhezkazgan,0.09,KAZ
2021,mg per cube meters,suspended particles PM-10,city Saran,0.0667,KAZ
2021,mg per cube meters,suspended particles PM-10,city Temirtau,0.063,KAZ
2021,mg per cube meters,suspended particles PM-10,city Kostanay,0.05,KAZ
2021,mg per cube meters,suspended particles PM-10,city Rudny,0.0,KAZ
2021,mg per cube meters,suspended particles PM-10,Karabalyk,0.03,KAZ
2021,mg per cube meters,suspended particles PM-10,city Arkalık,0.0146,KAZ
2021,mg per cube meters,suspended particles PM-10,city Zhitikara,0.0086,KAZ
2021,mg per cube meters,suspended particles PM-10,KZLIS,0.0059,KAZ
2021,mg per cube meters,suspended particles PM-10,city Kyzylorda,0.0142,KAZ
2021,mg per cube meters,suspended particles PM-10,village Toretam,0.0,KAZ
2021,mg per cube meters,suspended particles PM-10,Aktobe,0.1,KAZ
2021,mg per cube meters,suspended particles PM-10,city Zhanaozen,0.02,KAZ
2021,mg per cube meters,suspended particles PM-10,village Beineu,0.06,KAZ
2021,mg per cube meters,suspended particles PM-10,city Pavlodar,0.04,KAZ
2021,mg per cube meters,suspended particles PM-10,city Ekibastuz,0.02,KAZ
2021,mg per cube meters,suspended particles PM-10,city Aksu,0.02,KAZ
2021,mg per cube meters,suspended particles PM-10,Ontustik Kazakhstan,0.006,KAZ
2021,mg per cube meters,suspended particles PM-10,Shymkent city,0.036,KAZ
